genFileSinkPlan; SemanticAnalyzer.java; org.apache.hadoop.hive.ql.parse;391
doAuthorization; Driver.java; org.apache.hadoop.hive.ql;165
Namespace; thrift_grammar.java; org.apache.hadoop.hive.serde2.dynamic_type;163
showGrants; DDLTask.java; org.apache.hadoop.hive.ql.exec;163
jjStopStringLiteralDfa_0; thrift_grammarTokenManager.java; org.apache.hadoop.hive.serde2.dynamic_type;160
execute; BlockMergeTask.java; org.apache.hadoop.hive.ql.io.rcfile.merge;160
getSplits; CombineHiveInputFormat.java; org.apache.hadoop.hive.ql.io;159
FieldType; thrift_grammar.java; org.apache.hadoop.hive.serde2.dynamic_type;158
outputPlan; ExplainTask.java; org.apache.hadoop.hive.ql.exec;158
getInputSummary; Utilities.java; org.apache.hadoop.hive.ql.exec;155
genScriptPlan; SemanticAnalyzer.java; org.apache.hadoop.hive.ql.parse;155
createTable; DDLTask.java; org.apache.hadoop.hive.ql.exec;154
buildJSONString; SerDeUtils.java; org.apache.hadoop.hive.serde2;151
compare; ObjectInspectorUtils.java; org.apache.hadoop.hive.serde2.objectinspector;150
genGroupByPlanGroupByOperator1; SemanticAnalyzer.java; org.apache.hadoop.hive.ql.parse;149
execute; QTestGenTask.java; org.apache.hadoop.hive.ant;145
genJoinTree; SemanticAnalyzer.java; org.apache.hadoop.hive.ql.parse;145
run; CliDriver.java; org.apache.hadoop.hive.cli;144
alterPartition; HiveAlterHandler.java; org.apache.hadoop.hive.metastore;141
getTasks; ConditionalResolverMergeFiles.java; org.apache.hadoop.hive.ql.plan;140
checkTable; ImportSemanticAnalyzer.java; org.apache.hadoop.hive.ql.parse;139
compile; Driver.java; org.apache.hadoop.hive.ql;137
execute; MapredLocalTask.java; org.apache.hadoop.hive.ql.exec;137
DefinitionType; thrift_grammar.java; org.apache.hadoop.hive.serde2.dynamic_type;136
grantOrRevokePrivileges; DDLTask.java; org.apache.hadoop.hive.ql.exec;135
processFS; GenMRFileSink1.java; org.apache.hadoop.hive.ql.optimizer;133
main; ExecDriver.java; org.apache.hadoop.hive.ql.exec;131
showJobFailDebugInfo; HadoopJobExecHelper.java; org.apache.hadoop.hive.ql.exec;131
createMap4Merge; GenMRFileSink1.java; org.apache.hadoop.hive.ql.optimizer;129
analyzeAlterTableAddParts; DDLSemanticAnalyzer.java; org.apache.hadoop.hive.ql.parse;129
splitTasks; GenMapRedUtils.java; org.apache.hadoop.hive.ql.optimizer;129
updateAggregations; GroupByOperator.java; org.apache.hadoop.hive.ql.exec;128
dropTable; DDLTask.java; org.apache.hadoop.hive.ql.exec;128
analyzeInternal; LoadSemanticAnalyzer.java; org.apache.hadoop.hive.ql.parse;128
serialize; LazySimpleSerDe.java; org.apache.hadoop.hive.serde2.lazy;126
writeFileSystemStats; TextMetaDataFormatter.java; org.apache.hadoop.hive.ql.metadata.formatting;125
compareTypes; ObjectInspectorUtils.java; org.apache.hadoop.hive.serde2.objectinspector;124
processCmd; CliDriver.java; org.apache.hadoop.hive.cli;124
genGroupByPlanGroupByOperator; SemanticAnalyzer.java; org.apache.hadoop.hive.ql.parse;123
genBodyPlan; SemanticAnalyzer.java; org.apache.hadoop.hive.ql.parse;123
genUnionPlan; SemanticAnalyzer.java; org.apache.hadoop.hive.ql.parse;122
initializeOp; CommonJoinOperator.java; org.apache.hadoop.hive.ql.exec;120
pruneJoinOperator; ColumnPrunerProcFactory.java; org.apache.hadoop.hive.ql.optimizer;119
genConversionSelectOperator; SemanticAnalyzer.java; org.apache.hadoop.hive.ql.parse;118
genGroupByPlanMapGroupByOperator; SemanticAnalyzer.java; org.apache.hadoop.hive.ql.parse;117
processOp; ReduceSinkOperator.java; org.apache.hadoop.hive.ql.exec;116
processOp; ScriptOperator.java; org.apache.hadoop.hive.ql.exec;115
analyzeAlterTablePartMergeFiles; DDLSemanticAnalyzer.java; org.apache.hadoop.hive.ql.parse;115
getEvaluator; GenericUDAFPercentileApprox.java; org.apache.hadoop.hive.ql.udf.generic;114
genReduceSinkPlan; SemanticAnalyzer.java; org.apache.hadoop.hive.ql.parse;111
genMapJoinLocalWork; MapJoinProcessor.java; org.apache.hadoop.hive.ql.optimizer;111
validate; SemanticAnalyzer.java; org.apache.hadoop.hive.ql.parse;111
getPartSchemaFromTableSchema; MetaStoreUtils.java; org.apache.hadoop.hive.metastore;110
