toBufferedImage: ImageUtils.java: src.net.sourceforge.atunes.utils Diff:1
removeAllItems: PopUpButton.java: src.net.sourceforge.atunes.gui.swing.components Diff:3
setShowNavigationPanel: MenuController.java: src.net.sourceforge.atunes.kernel.controllers.menu Diff:86
paintComponent: GradientToggleButton.java: src.net.sourceforge.atunes.gui.swing.components Diff:2
setFileNamePattern: CdRipper.java: src.net.sourceforge.atunes.kernel.modules.cdripper Diff:4
setExtendedState: DockableFrame.java: src.net.sourceforge.atunes.gui.dockableView Diff:2
getProgressBar: ProgressDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:7
parseFrame: ID3v2TagReader.java: src.net.sourceforge.atunes.kernel.modules.tags.reader Diff:8
getInfoButton: PlayListControlsPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:8
getNameWithoutExtension: AudioFile.java: src.net.sourceforge.atunes.model.audio Diff:4
getRemainingTime: PlayerControlsPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:37
showAnimation: OSDDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:41
setEncoder: CdRipper.java: src.net.sourceforge.atunes.kernel.modules.cdripper Diff:6
getTitleLabel: EditTagDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:32
persistRepositoryForFuture: ApplicationDataHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:135
mouseClicked: PlayerControlsListener.java: src.net.sourceforge.atunes.kernel.controllers.playerControls Diff:17
setTreeRenderer: FileSelectionDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:25
paintIndeterminate: FleaxProgressBarUI.java: src.net.sourceforge.atunes.gui.swing.fleaxLaF Diff:1
addStateBindings: EditTagDialogController.java: src.net.sourceforge.atunes.kernel.controllers.editTagDialog Diff:8
getColumnName: PlayListTableModel.java: src.net.sourceforge.atunes.gui.model Diff:8
setContent: CustomDialog.java: src.net.sourceforge.atunes.gui.views.controls Diff:2
setColor2: GradientTree.java: src.net.sourceforge.atunes.gui.swing.components Diff:2
getTagFromProperties: ID3v1_1Tag.java: src.net.sourceforge.atunes.model.tag Diff:10
getFileNavigationTreeModel: NavigationPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:82
persistPlayList: ApplicationDataHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:139
mouseMoved: NavigationTreeToolTipListener.java: src.net.sourceforge.atunes.kernel.controllers.navigation.listeners Diff:44
stop: PlayerHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:17
setAlbumsChart: StatsDialogController.java: src.net.sourceforge.atunes.kernel.controllers.stats Diff:57
getSongsAt: NavigationTableModel.java: src.net.sourceforge.atunes.gui.model Diff:28
setHeaderTopColor: CustomTable.java: src.net.sourceforge.atunes.gui.swing.components Diff:14
removeSongFromFavorites: RepositoryHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:312
deleteTags: AudioFile.java: src.net.sourceforge.atunes.model.audio Diff:2
isCellEditable: FilePropertiesTableModel.java: src.net.sourceforge.atunes.gui.model Diff:4
setShuffle: PlayerHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:12
getAlbumLabel: AudioScrobblerPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:38
mouseExited: NavigationTreeMouseListener.java: src.net.sourceforge.atunes.kernel.controllers.navigation.listeners Diff:103
setEncodeProgressBarLimits: RipperProgressDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:17
setRightStatusBar: StandardFrame.java: src.net.sourceforge.atunes.gui Diff:28
removeTableModelListener: PlayListTableModel.java: src.net.sourceforge.atunes.gui.model Diff:22
paintComponent: SpectrumTimeAnalyzer.java: src.net.sourceforge.atunes.kernel.modules.spectrum Diff:3
getAlbum: AmazonAlbum.java: src.net.sourceforge.atunes.kernel.modules.amazon Diff:3
getAlbumTextField: RipCdDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:25
addContent: PlayListControlsPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:7
getTotalFilesLabel: ProgressDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:7
setContent: SearchDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:20
showLanguageSelector: LanguageTool.java: src.net.sourceforge.atunes.utils.language Diff:2
getImage: AudioScrobblerService.java: src.net.sourceforge.atunes.kernel.modules.audioscrobbler Diff:13
refreshRepository: RepositoryHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:87
getLocationProperty: PopUpButton.java: src.net.sourceforge.atunes.gui.swing.components Diff:2
getSelectedDir: FileSelectionDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:33
showRepositorySelectionInfoDialog: VisualHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:45
getPlayListTableScroll: PlayListPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:6
setPanels: EditPreferencesDialog.java: src.net.sourceforge.atunes.gui.views.dialogs.editPreferences Diff:15
setFrameDefaultCloseOperation: VisualHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:81
sortPlaylistByAlbum: PlayListHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:83
removeSongs: PlayListTableModel.java: src.net.sourceforge.atunes.gui.model Diff:26
setPicture: AlbumToolTip.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:1
showNavigationTable: VisualHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:31
showPlaylistSongNumber: VisualHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:5
getInfoItem: PlayListTable.java: src.net.sourceforge.atunes.gui.views.controls Diff:1
getAlbumButton: PlayListControlsPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:8
setPlayListPositionToPlay: PlayerHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:11
setMenuLocation: PopUpButton.java: src.net.sourceforge.atunes.gui.swing.components Diff:2
getOSDPanel: EditPreferencesDialogController.java: src.net.sourceforge.atunes.kernel.controllers.editPreferencesDialog Diff:33
setTreeView: NavigationController.java: src.net.sourceforge.atunes.kernel.controllers.navigation Diff:69
showAudioScrobblerPanel: StandardFrame.java: src.net.sourceforge.atunes.gui Diff:33
getPlayListFavoriteSong: ApplicationMenuBar.java: src.net.sourceforge.atunes.gui.views.menu Diff:118
getContent: IndeterminateProgressDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:4
getFavoriteSongs: RepositoryHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:314
paintComponent: GradientPopupMenu.java: src.net.sourceforge.atunes.gui.swing.components Diff:2
getState: NavigationController.java: src.net.sourceforge.atunes.kernel.controllers.navigation Diff:69
clear: AudioScrobblerServiceHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:4
getDeviceSongs: RepositoryHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:210
getMenu: SystemTrayHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:57
getFileNavigationTree: NavigationPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:82
getCancelButton: RipperProgressDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:20
setTitle: DockableWindow.java: src.net.sourceforge.atunes.gui.dockableView Diff:9
getKernel: VisualHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:36
setTableData: RipCdDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:23
mouseDragged: DockableWindow.java: src.net.sourceforge.atunes.gui.dockableView Diff:5
setPath: ExportOptionsDialogController.java: src.net.sourceforge.atunes.kernel.controllers.exportOptionsDialog Diff:41
dragGestureRecognized: DragSourceTree.java: src.net.sourceforge.atunes.gui.views.controls Diff:1
notifyPlayerError: PlayerHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:11
run: ExportFilesProcess.java: src.net.sourceforge.atunes.kernel.executors.processes Diff:19
setLastAlbumToolTipContent: NavigationController.java: src.net.sourceforge.atunes.kernel.controllers.navigation Diff:69
setBackground: DockableWindow.java: src.net.sourceforge.atunes.gui.dockableView Diff:10
showInfo: VisualHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:122
setValueAt: FilePropertiesTableModel.java: src.net.sourceforge.atunes.gui.model Diff:5
showFilter: VisualHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:128
getGeneralPanel: EditPreferencesDialogController.java: src.net.sourceforge.atunes.kernel.controllers.editPreferencesDialog Diff:21
getExportButton: ExportOptionsDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:57
