AudioScrobblerCache.java: net.sourceforge.atunes.kernel.modules.audioscrobbler StringUtils.java: net.sourceforge.atunes.utils 1->2: 0  2->1: 56
AudioScrobblerServiceHandler.java: net.sourceforge.atunes.kernel.handlers AudioScrobblerListener.java: net.sourceforge.atunes.kernel.modules.audioscrobbler 1->2: 16  2->1: 19
SystemTrayHandler.java: net.sourceforge.atunes.kernel.handlers Logger.java: net.sourceforge.atunes.utils.log4j 1->2: 0  2->1: 18
ExportOptionsDialogController.java: net.sourceforge.atunes.kernel.controllers.exportOptionsDialog ExportOptionsDialogListener.java: net.sourceforge.atunes.kernel.controllers.exportOptionsDialog 1->2: 16  2->1: 5
RepositoryHandler.java: net.sourceforge.atunes.kernel.handlers Album.java: net.sourceforge.atunes.model 1->2: 0  2->1: 127
PlayerControlsListener.java: net.sourceforge.atunes.kernel.controllers.playerControls SystemTrayHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 10  2->1: 34
RepositoryHandler.java: net.sourceforge.atunes.kernel.handlers Folder.java: net.sourceforge.atunes.model 1->2: 0  2->1: 93
RipCdDialog.java: net.sourceforge.atunes.gui.views.dialogs RipperHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 35  2->1: 1
AmazonAlbum.java: net.sourceforge.atunes.kernel.modules.amazon Artist.java: net.sourceforge.atunes.model 1->2: 4  2->1: 13
AudioScrobblerController.java: net.sourceforge.atunes.kernel.controllers.audioScrobbler AudioScrobblerServiceHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 45  2->1: 54
EditTitlesDialogController.java: net.sourceforge.atunes.kernel.controllers.editTitlesDialog AudioFile.java: net.sourceforge.atunes.kernel.modules.repository.audio 1->2: 8  2->1: 7
RepositoryHandler.java: net.sourceforge.atunes.kernel.handlers AudioFileMPlayerOutputReader.java: net.sourceforge.atunes.kernel.modules.mplayer 1->2: 7  2->1: 4
SystemTrayHandler.java: net.sourceforge.atunes.kernel.handlers StringUtils.java: net.sourceforge.atunes.utils 1->2: 0  2->1: 15
ControllerProxy.java: net.sourceforge.atunes.kernel PlayListControlsListener.java: net.sourceforge.atunes.kernel.controllers.playListControls 1->2: 56  2->1: 0
Main.java: net.sourceforge.atunes StringUtils.java: net.sourceforge.atunes.utils 1->2: 0  2->1: 12
CdRipper.java: net.sourceforge.atunes.kernel.modules.cdripper StringUtils.java: net.sourceforge.atunes.utils 1->2: 0  2->1: 18
NavigationTableMouseListener.java: net.sourceforge.atunes.kernel.controllers.navigation.listeners PodcastFeedEntry.java: net.sourceforge.atunes.kernel.modules.podcast 1->2: 0  2->1: 13
PlayerHandler.java: net.sourceforge.atunes.kernel.handlers ApplicationDataHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 117  2->1: 10
ControllerProxy.java: net.sourceforge.atunes.kernel PlayListController.java: net.sourceforge.atunes.kernel.controllers.playList 1->2: 43  2->1: 7
RepositoryHandler.java: net.sourceforge.atunes.kernel.handlers RepositoryLoader.java: net.sourceforge.atunes.kernel.modules.repository 1->2: 40  2->1: 46
AudioScrobblerServiceHandler.java: net.sourceforge.atunes.kernel.handlers LyricsRunnable.java: net.sourceforge.atunes.kernel.modules.lyrics 1->2: 4  2->1: 10
AudioScrobblerService.java: net.sourceforge.atunes.kernel.modules.audioscrobbler AudioScrobblerAlbumCoverRunnable.java: net.sourceforge.atunes.kernel.modules.audioscrobbler 1->2: 11  2->1: 0
Kernel.java: net.sourceforge.atunes.kernel PlayListController.java: net.sourceforge.atunes.kernel.controllers.playList 1->2: 37  2->1: 1
PlayerHandler.java: net.sourceforge.atunes.kernel.handlers Logger.java: net.sourceforge.atunes.utils.log4j 1->2: 1  2->1: 20
DockableWindow.java: net.sourceforge.atunes.gui.dockableView MouseResizeListener.java: net.sourceforge.atunes.gui.dockableView 1->2: 27  2->1: 71
ChangeTagsProcess.java: net.sourceforge.atunes.kernel.executors.processes Tag.java: net.sourceforge.atunes.kernel.modules.repository.tags.tag 1->2: 1  2->1: 36
PodcastFeedEntryRetriever.java: net.sourceforge.atunes.kernel.modules.podcast PodcastFeed.java: net.sourceforge.atunes.kernel.modules.podcast 1->2: 0  2->1: 49
RipperProgressDialog.java: net.sourceforge.atunes.gui.views.dialogs LanguageTool.java: net.sourceforge.atunes.utils 1->2: 0  2->1: 13
RepositoryHandler.java: net.sourceforge.atunes.kernel.handlers Repository.java: net.sourceforge.atunes.kernel.modules.repository 1->2: 0  2->1: 173
RipCdDialogController.java: net.sourceforge.atunes.kernel.controllers.ripcd CdRipper.java: net.sourceforge.atunes.kernel.modules.cdripper 1->2: 8  2->1: 25
Album.java: net.sourceforge.atunes.model Artist.java: net.sourceforge.atunes.model 1->2: 39  2->1: 20
ImageLoader.java: net.sourceforge.atunes.gui.images Renderers.java: net.sourceforge.atunes.gui.views 1->2: 18  2->1: 0
ApplicationDataHandler.java: net.sourceforge.atunes.kernel.handlers VisualHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 27  2->1: 142
PlayListControlsPanel.java: net.sourceforge.atunes.gui.views.panels LanguageTool.java: net.sourceforge.atunes.utils 1->2: 0  2->1: 38
EditPreferencesDialog.java: net.sourceforge.atunes.gui.views.dialogs.editPreferences VisualHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 11  2->1: 1
NavigationController.java: net.sourceforge.atunes.kernel.controllers.navigation DeviceViewRefresher.java: net.sourceforge.atunes.kernel.controllers.navigation 1->2: 5  2->1: 26
ControllerProxy.java: net.sourceforge.atunes.kernel PlayListHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 75  2->1: 18
RipCdDialogController.java: net.sourceforge.atunes.kernel.controllers.ripcd CDInfo.java: net.sourceforge.atunes.kernel.modules.cdripper.cdda2wav.model 1->2: 6  2->1: 26
Kernel.java: net.sourceforge.atunes.kernel NavigationTreeMouseListener.java: net.sourceforge.atunes.kernel.controllers.navigation.listeners 1->2: 12  2->1: 0
ApplicationDataHandler.java: net.sourceforge.atunes.kernel.handlers Favorites.java: net.sourceforge.atunes.kernel.modules.favorites 1->2: 0  2->1: 16
ApplicationDataHandler.java: net.sourceforge.atunes.kernel.handlers RipperHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 30  2->1: 93
PlayerHandler.java: net.sourceforge.atunes.kernel.handlers TagModifier.java: net.sourceforge.atunes.kernel.modules.repository.tags.writer 1->2: 38  2->1: 0
PlayerHandler.java: net.sourceforge.atunes.kernel.handlers PlayList.java: net.sourceforge.atunes.kernel.modules.playlist 1->2: 171  2->1: 53
RefreshUtils.java: net.sourceforge.atunes.kernel.controllers.navigation Folder.java: net.sourceforge.atunes.model 1->2: 0  2->1: 12
Renderers.java: net.sourceforge.atunes.gui.views FavoritesHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 0  2->1: 11
OSDPanel.java: net.sourceforge.atunes.gui.views.dialogs.editPreferences LanguageTool.java: net.sourceforge.atunes.utils 1->2: 0  2->1: 12
Kernel.java: net.sourceforge.atunes.kernel ApplicationDataHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 127  2->1: 37
AudioScrobblerServiceHandler.java: net.sourceforge.atunes.kernel.handlers Submitter.java: net.sourceforge.atunes.kernel.modules.audioscrobbler.submitter 1->2: 4  2->1: 8
Encoder.java: net.sourceforge.atunes.kernel.modules.cdripper.encoders LameEncoder.java: net.sourceforge.atunes.kernel.modules.cdripper.encoders 1->2: 18  2->1: 10
NavigationController.java: net.sourceforge.atunes.kernel.controllers.navigation FavoriteViewRefresher.java: net.sourceforge.atunes.kernel.controllers.navigation 1->2: 2  2->1: 26
TagModifier.java: net.sourceforge.atunes.kernel.modules.repository.tags.writer Album.java: net.sourceforge.atunes.model 1->2: 0  2->1: 29
RipCdDialogController.java: net.sourceforge.atunes.kernel.controllers.ripcd Tag.java: net.sourceforge.atunes.kernel.modules.repository.tags.tag 1->2: 14  2->1: 38
EditPreferencesDialogController.java: net.sourceforge.atunes.kernel.controllers.editPreferencesDialog LanguageTool.java: net.sourceforge.atunes.utils 1->2: 0  2->1: 83
AudioScrobblerCache.java: net.sourceforge.atunes.kernel.modules.audioscrobbler Album.java: net.sourceforge.atunes.model 1->2: 0  2->1: 70
VisualHandler.java: net.sourceforge.atunes.kernel.handlers Logger.java: net.sourceforge.atunes.utils.log4j 1->2: 0  2->1: 26
PlayListHandler.java: net.sourceforge.atunes.kernel.handlers Artist.java: net.sourceforge.atunes.model 1->2: 0  2->1: 15
ImageLoader.java: net.sourceforge.atunes.gui.images PlayListControlsPanel.java: net.sourceforge.atunes.gui.views.panels 1->2: 17  2->1: 0
DockableWindow.java: net.sourceforge.atunes.gui.dockableView DockableDialog.java: net.sourceforge.atunes.gui.dockableView 1->2: 13  2->1: 5
PlayListHandler.java: net.sourceforge.atunes.kernel.handlers TagModifier.java: net.sourceforge.atunes.kernel.modules.repository.tags.writer 1->2: 17  2->1: 0
RadioPropertiesDialog.java: net.sourceforge.atunes.gui.views.dialogs.properties StringUtils.java: net.sourceforge.atunes.utils 1->2: 0  2->1: 11
VisualHandler.java: net.sourceforge.atunes.kernel.handlers PlayListCommonOps.java: net.sourceforge.atunes.kernel.modules.playlist 1->2: 18  2->1: 26
AudioFile.java: net.sourceforge.atunes.kernel.modules.repository.audio AudioFilePictureUtils.java: net.sourceforge.atunes.kernel.utils 1->2: 38  2->1: 4
RipperHandler.java: net.sourceforge.atunes.kernel.handlers LameEncoder.java: net.sourceforge.atunes.kernel.modules.cdripper.encoders 1->2: 0  2->1: 38
CDInfo.java: net.sourceforge.atunes.kernel.modules.cdripper.cdda2wav.model Album.java: net.sourceforge.atunes.model 1->2: 3  2->1: 9
OggEncoder.java: net.sourceforge.atunes.kernel.modules.cdripper.encoders Logger.java: net.sourceforge.atunes.utils.log4j 1->2: 0  2->1: 14
ApplicationDataHandler.java: net.sourceforge.atunes.kernel.handlers Logger.java: net.sourceforge.atunes.utils.log4j 1->2: 0  2->1: 139
AudioScrobblerController.java: net.sourceforge.atunes.kernel.controllers.audioScrobbler PodcastFeedEntry.java: net.sourceforge.atunes.kernel.modules.podcast 1->2: 0  2->1: 84
ControllerProxy.java: net.sourceforge.atunes.kernel PlayListCommonOps.java: net.sourceforge.atunes.kernel.modules.playlist 1->2: 17  2->1: 14
EqualizerDialog.java: net.sourceforge.atunes.gui.views.dialogs EqualizerHandler.java: net.sourceforge.atunes.kernel.modules.mplayer 1->2: 2  2->1: 16
AudioScrobblerRunnable.java: net.sourceforge.atunes.kernel.modules.audioscrobbler Logger.java: net.sourceforge.atunes.utils.log4j 1->2: 0  2->1: 15
ImageLoader.java: net.sourceforge.atunes.gui.images PlayListColumns.java: net.sourceforge.atunes.gui.views.controls.playList 1->2: 19  2->1: 0
DeviceHandler.java: net.sourceforge.atunes.kernel.handlers RepositoryHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 82  2->1: 42
ControllerProxy.java: net.sourceforge.atunes.kernel MPlayerHandler.java: net.sourceforge.atunes.kernel.modules.mplayer 1->2: 36  2->1: 40
CdRipper.java: net.sourceforge.atunes.kernel.modules.cdripper Encoder.java: net.sourceforge.atunes.kernel.modules.cdripper.encoders 1->2: 5  2->1: 41
PlayListHandler.java: net.sourceforge.atunes.kernel.handlers AudioScrobblerServiceHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 42  2->1: 57
DeviceHandler.java: net.sourceforge.atunes.kernel.handlers RepositoryLoader.java: net.sourceforge.atunes.kernel.modules.repository 1->2: 6  2->1: 23
AmazonService.java: net.sourceforge.atunes.kernel.modules.amazon ProxyBean.java: net.sourceforge.atunes.kernel.modules.state.beans 1->2: 0  2->1: 22
EditPreferencesDialogController.java: net.sourceforge.atunes.kernel.controllers.editPreferencesDialog PodcastFeedEntryRetriever.java: net.sourceforge.atunes.kernel.modules.podcast 1->2: 1  2->1: 20
FilePropertiesController.java: net.sourceforge.atunes.kernel.controllers.fileProperties VisualHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 4  2->1: 7
VisualHandler.java: net.sourceforge.atunes.kernel.handlers PodcastFeed.java: net.sourceforge.atunes.kernel.modules.podcast 1->2: 0  2->1: 26
DragAndDropListener.java: net.sourceforge.atunes.kernel.controllers LanguageTool.java: net.sourceforge.atunes.utils 1->2: 0  2->1: 14
AudioScrobblerSimilarArtistsRunnable.java: net.sourceforge.atunes.kernel.modules.audioscrobbler AudioScrobblerRunnable.java: net.sourceforge.atunes.kernel.modules.audioscrobbler 1->2: 15  2->1: 12
ExportOptionsDialogController.java: net.sourceforge.atunes.kernel.controllers.exportOptionsDialog RepositoryHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 4  2->1: 13
NavigationController.java: net.sourceforge.atunes.kernel.controllers.navigation AudioObject.java: net.sourceforge.atunes.model 1->2: 0  2->1: 12
Favorites.java: net.sourceforge.atunes.kernel.modules.favorites Album.java: net.sourceforge.atunes.model 1->2: 0  2->1: 21
ControllerProxy.java: net.sourceforge.atunes.kernel FavoritesHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 50  2->1: 18
AudioScrobblerPanel.java: net.sourceforge.atunes.gui.views.panels LanguageTool.java: net.sourceforge.atunes.utils 1->2: 0  2->1: 16
AudioScrobblerServiceHandler.java: net.sourceforge.atunes.kernel.handlers AudioScrobblerService.java: net.sourceforge.atunes.kernel.modules.audioscrobbler 1->2: 10  2->1: 21
MultipleFrame.java: net.sourceforge.atunes.gui Frame.java: net.sourceforge.atunes.gui 1->2: 33  2->1: 60
StandardFrame.java: net.sourceforge.atunes.gui Kernel.java: net.sourceforge.atunes.kernel 1->2: 2  2->1: 62
AudioFile.java: net.sourceforge.atunes.kernel.modules.repository.audio DefaultTag.java: net.sourceforge.atunes.kernel.modules.repository.tags.tag 1->2: 1  2->1: 10
PlayListTableModel.java: net.sourceforge.atunes.gui.model PlayListRenderers.java: net.sourceforge.atunes.gui.views.controls.playList 1->2: 12  2->1: 0
Renderers.java: net.sourceforge.atunes.gui.views LanguageTool.java: net.sourceforge.atunes.utils 1->2: 0  2->1: 48
Kernel.java: net.sourceforge.atunes.kernel PlayerHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 11  2->1: 46
PlayerControlsPanel.java: net.sourceforge.atunes.gui.views.panels VisualHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 8  2->1: 3
FilePropertiesController.java: net.sourceforge.atunes.kernel.controllers.fileProperties LanguageTool.java: net.sourceforge.atunes.utils 1->2: 0  2->1: 48
NavigationController.java: net.sourceforge.atunes.kernel.controllers.navigation PodcastFeedHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 5  2->1: 21
BackgroundExecutor.java: net.sourceforge.atunes.kernel.executors SetTrackNumberProcess.java: net.sourceforge.atunes.kernel.executors.processes 1->2: 2  2->1: 14
