QueueTuple_5.java: org.apache.qpid.server.store.berkeleydb.tuples	QueueTuple_4.java: org.apache.qpid.server.store.berkeleydb.tuples	
CurrentActorTest.java: org.apache.qpid.server.logging.actors	BaseConnectionActorTestCase.java: org.apache.qpid.server.logging.actors	
SubscriptionActorTest.java: org.apache.qpid.server.logging.actors	BaseConnectionActorTestCase.java: org.apache.qpid.server.logging.actors	
AMQPConnectionActorTest.java: org.apache.qpid.server.logging.actors	BaseConnectionActorTestCase.java: org.apache.qpid.server.logging.actors	
ManagementActorTest.java: org.apache.qpid.server.logging.actors	BaseActorTestCase.java: org.apache.qpid.server.logging.actors	
LoggingManagementMBeanTest.java: org.apache.qpid.server.logging.management	InternalBrokerBaseCase.java: org.apache.qpid.server.util	
AbstractTestMessages.java: org.apache.qpid.server.logging.messages	InternalBrokerBaseCase.java: org.apache.qpid.server.util	
AbstractTestLogSubject.java: org.apache.qpid.server.logging.subjects	InternalBrokerBaseCase.java: org.apache.qpid.server.util	
ChannelLogSubjectTest.java: org.apache.qpid.server.logging.subjects	ConnectionLogSubjectTest.java: org.apache.qpid.server.logging.subjects	
AMQUserManagementMBeanTest.java: org.apache.qpid.server.management	InternalBrokerBaseCase.java: org.apache.qpid.server.util	
OsgiSystemPackageUtilTest.java: org.apache.qpid.server.plugins	QpidTestCase.java: org.apache.qpid.test.utils	
PluginTest.java: org.apache.qpid.server.plugins	InternalBrokerBaseCase.java: org.apache.qpid.server.util	
AMQProtocolSessionMBeanTest.java: org.apache.qpid.server.protocol	InternalBrokerBaseCase.java: org.apache.qpid.server.util	
InternalTestProtocolSession.java: org.apache.qpid.server.protocol	AMQProtocolEngine.java: org.apache.qpid.server.protocol	
MultiVersionProtocolEngineFactoryTest.java: org.apache.qpid.server.protocol	QpidTestCase.java: org.apache.qpid.test.utils	
MaxChannelsTest.java: org.apache.qpid.server.protocol	InternalBrokerBaseCase.java: org.apache.qpid.server.util	
AMQQueueAlertTest.java: org.apache.qpid.server.queue	InternalBrokerBaseCase.java: org.apache.qpid.server.util	
SimpleAMQQueueThreadPoolTest.java: org.apache.qpid.server.queue	InternalBrokerBaseCase.java: org.apache.qpid.server.util	
SimpleAMQQueueTest.java: org.apache.qpid.server.queue	InternalBrokerBaseCase.java: org.apache.qpid.server.util	
AckTest.java: org.apache.qpid.server.queue	InternalBrokerBaseCase.java: org.apache.qpid.server.util	
AMQQueueFactoryTest.java: org.apache.qpid.server.queue	QpidTestCase.java: org.apache.qpid.test.utils	
AMQPriorityQueueTest.java: org.apache.qpid.server.queue	SimpleAMQQueueTest.java: org.apache.qpid.server.queue	
SelfValidatingSortedQueueEntryList.java: org.apache.qpid.server.queue	SortedQueueEntryList.java: org.apache.qpid.server.queue	
AMQQueueMBeanTest.java: org.apache.qpid.server.queue	InternalBrokerBaseCase.java: org.apache.qpid.server.util	
MockAMQMessage.java: org.apache.qpid.server.queue	AMQMessage.java: org.apache.qpid.server.message	
PriorityQueueListTest.java: org.apache.qpid.server.queue	QpidTestCase.java: org.apache.qpid.test.utils	
ApplicationRegistryShutdownTest.java: org.apache.qpid.server.registry	InternalBrokerBaseCase.java: org.apache.qpid.server.util	
PrincipalDatabaseAuthenticationManagerTest.java: org.apache.qpid.server.security.auth.manager	InternalBrokerBaseCase.java: org.apache.qpid.server.util	
SignalHandlerTaskTest.java: org.apache.qpid.server.signal	QpidTestCase.java: org.apache.qpid.test.utils	
MessageStoreTest.java: org.apache.qpid.server.store	InternalBrokerBaseCase.java: org.apache.qpid.server.util	
TestMemoryMessageStore.java: org.apache.qpid.server.store	MemoryMessageStore.java: org.apache.qpid.server.store	
TestableMemoryMessageStore.java: org.apache.qpid.server.store	MemoryMessageStore.java: org.apache.qpid.server.store	
ReferenceCountingTest.java: org.apache.qpid.server.store	QpidTestCase.java: org.apache.qpid.test.utils	
SubscriptionFactoryImplTest.java: org.apache.qpid.server.subscription	InternalBrokerBaseCase.java: org.apache.qpid.server.util	
QueueBrowserUsesNoAckTest.java: org.apache.qpid.server.subscription	InternalBrokerBaseCase.java: org.apache.qpid.server.util	
SubscriptionListTest.java: org.apache.qpid.server.subscription	QpidTestCase.java: org.apache.qpid.test.utils	
ServerConnectionMBeanTest.java: org.apache.qpid.server.transport	InternalBrokerBaseCase.java: org.apache.qpid.server.util	
LocalTransactionTest.java: org.apache.qpid.server.txn	QpidTestCase.java: org.apache.qpid.test.utils	
AutoCommitTransactionTest.java: org.apache.qpid.server.txn	QpidTestCase.java: org.apache.qpid.test.utils	
InternalBrokerBaseCase.java: org.apache.qpid.server.util	QpidTestCase.java: org.apache.qpid.test.utils	
VirtualHostImplTest.java: org.apache.qpid.server.virtualhost	QpidTestCase.java: org.apache.qpid.test.utils	
HouseKeepingTaskTest.java: org.apache.qpid.server.virtualhost	QpidTestCase.java: org.apache.qpid.test.utils	
SlowConsumerDetectionConfigurationTest.java: org.apache.qpid.server.virtualhost.plugins	InternalBrokerBaseCase.java: org.apache.qpid.server.util	
SlowConsumerDetectionPolicyConfigurationTest.java: org.apache.qpid.server.virtualhost.plugins	InternalBrokerBaseCase.java: org.apache.qpid.server.util	
SlowConsumerDetectionQueueConfigurationTest.java: org.apache.qpid.server.virtualhost.plugins	InternalBrokerBaseCase.java: org.apache.qpid.server.util	
TopicDeletePolicyConfigurationTest.java: org.apache.qpid.server.virtualhost.plugins.policies	InternalBrokerBaseCase.java: org.apache.qpid.server.util	
TopicDeletePolicyTest.java: org.apache.qpid.server.virtualhost.plugins.policies	InternalBrokerBaseCase.java: org.apache.qpid.server.util	
Spout.java: org.apache.qpid.example	OptionParser.java: org.apache.qpid.example	
Drain.java: org.apache.qpid.example	OptionParser.java: org.apache.qpid.example	
AMQNoRouteException.java: org.apache.qpid.client	AMQUndeliveredException.java: org.apache.qpid	
XASessionImpl.java: org.apache.qpid.client	AMQSession_0_10.java: org.apache.qpid.client	
XAConnectionImpl.java: org.apache.qpid.client	AMQConnection.java: org.apache.qpid.client	
AMQAuthenticationException.java: org.apache.qpid.client	AMQException.java: org.apache.qpid	
AMQConnectionDelegate_9_1.java: org.apache.qpid.client	AMQConnectionDelegate_8_0.java: org.apache.qpid.client	
AMQConnectionDelegate_0_9.java: org.apache.qpid.client	AMQConnectionDelegate_8_0.java: org.apache.qpid.client	
AMQNoConsumersException.java: org.apache.qpid.client	AMQUndeliveredException.java: org.apache.qpid	
AMQTemporaryTopic.java: org.apache.qpid.client	AMQTopic.java: org.apache.qpid.client	
AMQSessionDirtyException.java: org.apache.qpid.client	AMQException.java: org.apache.qpid	
AMQTemporaryQueue.java: org.apache.qpid.client	AMQQueue.java: org.apache.qpid.server.queue	
ClientMethodDispatcherImpl_0_9.java: org.apache.qpid.client.handler	ClientMethodDispatcherImpl.java: org.apache.qpid.client.handler	
ClientMethodDispatcherImpl_8_0.java: org.apache.qpid.client.handler	ClientMethodDispatcherImpl.java: org.apache.qpid.client.handler	
ClientMethodDispatcherImpl_0_91.java: org.apache.qpid.client.handler	ClientMethodDispatcherImpl.java: org.apache.qpid.client.handler	
AMQPEncodedMapMessage.java: org.apache.qpid.client.message	JMSMapMessage.java: org.apache.qpid.client.message	
ReturnMessage.java: org.apache.qpid.client.message	UnprocessedMessage_0_8.java: org.apache.qpid.client.message	
AMQMethodNotImplementedException.java: org.apache.qpid.client.state	AMQException.java: org.apache.qpid	
ClientConnectionDelegate.java: org.apache.qpid.client.transport	ClientDelegate.java: org.apache.qpid.transport	
NoFailover.java: org.apache.qpid.jms.failover	FailoverSingleServer.java: org.apache.qpid.jms.failover	
AMQSession_0_10Test.java: org.apache.qpid.client	QpidTestCase.java: org.apache.qpid.test.utils	
MockAMQConnection.java: org.apache.qpid.client	AMQConnection.java: org.apache.qpid.client	
DispatcherDaemonTest.java: org.apache.qpid.client	QpidTestCase.java: org.apache.qpid.test.utils	
AMQMessageDelegate_0_10Test.java: org.apache.qpid.client.message	QpidTestCase.java: org.apache.qpid.test.utils	
CallbackHandlerRegistryTest.java: org.apache.qpid.client.security	QpidTestCase.java: org.apache.qpid.test.utils	
ClassLoadingAwareObjectInputStreamTest.java: org.apache.qpid.client.util	QpidTestCase.java: org.apache.qpid.test.utils	
NoCloseOKStateManager.java: org.apache.qpid.test.unit.client.channelclose	AMQStateManager.java: org.apache.qpid.server.state	
ObjectMessageUnitTest.java: org.apache.qpid.test.unit.client.message	QpidTestCase.java: org.apache.qpid.test.utils	
AMQUnknownExchangeType.java: org.apache.qpid	AMQException.java: org.apache.qpid	
AMQChannelException.java: org.apache.qpid	AMQException.java: org.apache.qpid	
AMQInternalException.java: org.apache.qpid	AMQException.java: org.apache.qpid	
AMQConnectionFailureException.java: org.apache.qpid	AMQException.java: org.apache.qpid	
AMQDisconnectedException.java: org.apache.qpid	AMQException.java: org.apache.qpid	
AMQSecurityException.java: org.apache.qpid	AMQException.java: org.apache.qpid	
AMQTimeoutException.java: org.apache.qpid	AMQException.java: org.apache.qpid	
AMQUndeliveredException.java: org.apache.qpid	AMQException.java: org.apache.qpid	
AMQChannelClosedException.java: org.apache.qpid	AMQException.java: org.apache.qpid	
AMQUnresolvedAddressException.java: org.apache.qpid	AMQException.java: org.apache.qpid	
AMQInvalidRoutingKeyException.java: org.apache.qpid	AMQException.java: org.apache.qpid	
AMQStoreException.java: org.apache.qpid	AMQInternalException.java: org.apache.qpid	
AMQProtocolException.java: org.apache.qpid	AMQException.java: org.apache.qpid	
AMQConnectionClosedException.java: org.apache.qpid	AMQException.java: org.apache.qpid	
AMQConnectionException.java: org.apache.qpid	AMQException.java: org.apache.qpid	
AMQInvalidArgumentException.java: org.apache.qpid	AMQException.java: org.apache.qpid	
PropertyException.java: org.apache.qpid.configuration	AMQException.java: org.apache.qpid	
AMQProtocolInstanceException.java: org.apache.qpid.framing	AMQProtocolHeaderException.java: org.apache.qpid.framing	
AMQProtocolVersionException.java: org.apache.qpid.framing	AMQProtocolHeaderException.java: org.apache.qpid.framing	
AMQFrameDecodingException.java: org.apache.qpid.framing	AMQException.java: org.apache.qpid	
AMQProtocolHeaderException.java: org.apache.qpid.framing	AMQException.java: org.apache.qpid	
AMQProtocolClassException.java: org.apache.qpid.framing	AMQProtocolHeaderException.java: org.apache.qpid.framing	
AddressParser.java: org.apache.qpid.messaging.util	Parser.java: org.apache.qpid.messaging.util	
SenderClosedException.java: org.apache.qpid.transport	SenderException.java: org.apache.qpid.transport	
ConnectionException.java: org.apache.qpid.transport	TransportException.java: org.apache.qpid.transport	
ProtocolViolationException.java: org.apache.qpid.transport	ConnectionException.java: org.apache.qpid.transport	
SessionClosedException.java: org.apache.qpid.transport	SessionException.java: org.apache.qpid.transport	
ProtocolVersionException.java: org.apache.qpid.transport	ConnectionException.java: org.apache.qpid.transport	
SessionException.java: org.apache.qpid.transport	TransportException.java: org.apache.qpid.transport	
SenderException.java: org.apache.qpid.transport	TransportException.java: org.apache.qpid.transport	
QpidPropertyTest.java: org.apache.qpid.configuration	QpidTestCase.java: org.apache.qpid.test.utils	
SSLContextFactoryTest.java: org.apache.qpid.ssl	QpidTestCase.java: org.apache.qpid.test.utils	
ConnectionTest.java: org.apache.qpid.transport	QpidTestCase.java: org.apache.qpid.test.utils	
ConnectionSettingsTest.java: org.apache.qpid.transport	QpidTestCase.java: org.apache.qpid.test.utils	
SessionTimeoutTest.java: org.apache.qpid.transport	QpidTestCase.java: org.apache.qpid.test.utils	
TransportTest.java: org.apache.qpid.transport.network	QpidTestCase.java: org.apache.qpid.test.utils	
PropertyUtilsTest.java: org.apache.qpid.util	QpidTestCase.java: org.apache.qpid.test.utils	
InteropTestCase3BasicPubSub.java: org.apache.qpid.interop.testcases	FrameworkBaseCase.java: org.apache.qpid.test.framework	
InteropTestCase1DummyRun.java: org.apache.qpid.interop.testcases	FrameworkBaseCase.java: org.apache.qpid.test.framework	
InteropTestCase2BasicP2P.java: org.apache.qpid.interop.testcases	FrameworkBaseCase.java: org.apache.qpid.test.framework	
InteropTestCase5PubSubMessageSize.java: org.apache.qpid.interop.testcases	FrameworkBaseCase.java: org.apache.qpid.test.framework	
InteropTestCase4P2PMessageSize.java: org.apache.qpid.interop.testcases	FrameworkBaseCase.java: org.apache.qpid.test.framework	
SustainedClientTestCase.java: org.apache.qpid.sustained	TestCase3BasicPubSub.java: org.apache.qpid.interop.clienttestcases	
SustainedTestCase.java: org.apache.qpid.sustained	FrameworkBaseCase.java: org.apache.qpid.test.framework	
QpidRAQueueSender.java: org.apache.qpid.ra	QpidRAMessageProducer.java: org.apache.qpid.ra	
QpidRABytesMessage.java: org.apache.qpid.ra	QpidRAMessage.java: org.apache.qpid.ra	
QpidRAMCFProperties.java: org.apache.qpid.ra	ConnectionFactoryProperties.java: org.apache.qpid.ra	
QpidRAStreamMessage.java: org.apache.qpid.ra	QpidRAMessage.java: org.apache.qpid.ra	
QpidRATopicPublisher.java: org.apache.qpid.ra	QpidRAMessageProducer.java: org.apache.qpid.ra	
QpidRATextMessage.java: org.apache.qpid.ra	QpidRAMessage.java: org.apache.qpid.ra	
QpidRATopicSubscriber.java: org.apache.qpid.ra	QpidRAMessageConsumer.java: org.apache.qpid.ra	
QpidRAQueueReceiver.java: org.apache.qpid.ra	QpidRAMessageConsumer.java: org.apache.qpid.ra	
QpidRAProperties.java: org.apache.qpid.ra	ConnectionFactoryProperties.java: org.apache.qpid.ra	
QpidRAMapMessage.java: org.apache.qpid.ra	QpidRAMessage.java: org.apache.qpid.ra	
QpidRAObjectMessage.java: org.apache.qpid.ra	QpidRAMessage.java: org.apache.qpid.ra	
QpidQueueImpl.java: org.apache.qpid.ra.admin	AMQQueue.java: org.apache.qpid.server.queue	
QpidBindingURL.java: org.apache.qpid.ra.admin	AMQBindingURL.java: org.apache.qpid.url	
QpidTopicImpl.java: org.apache.qpid.ra.admin	AMQTopic.java: org.apache.qpid.client	
QpidActivationSpec.java: org.apache.qpid.ra.inflow	ConnectionFactoryProperties.java: org.apache.qpid.ra	
PingLatencyTestPerf.java: org.apache.qpid.ping	PingTestPerf.java: org.apache.qpid.ping	
PingAsyncTestPerf.java: org.apache.qpid.ping	PingTestPerf.java: org.apache.qpid.ping	
PingClient.java: org.apache.qpid.ping	PingPongProducer.java: org.apache.qpid.requestreply	
PingSendOnlyClient.java: org.apache.qpid.ping	PingDurableClient.java: org.apache.qpid.ping	
PingDurableClient.java: org.apache.qpid.ping	PingPongProducer.java: org.apache.qpid.requestreply	
TopicWithSelectorsTransientVolumeTest.java: org.apache.qpid.topic	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
DispatcherTest.java: org.apache.qpid.client	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
MessageListenerMultiConsumerImmediatePrefetch.java: org.apache.qpid.client	MessageListenerMultiConsumerTest.java: org.apache.qpid.client	
AMQTestConnection_0_10.java: org.apache.qpid.client	AMQConnection.java: org.apache.qpid.client	
MessageListenerTest.java: org.apache.qpid.client	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
MessageListenerMultiConsumerTest.java: org.apache.qpid.client	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
AMQQueueDeferredOrderingTest.java: org.apache.qpid.client	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
ResetMessageListenerTest.java: org.apache.qpid.client	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
SessionCreateTest.java: org.apache.qpid.client	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
FailoverBehaviourTest.java: org.apache.qpid.client.failover	FailoverBaseCase.java: org.apache.qpid.test.utils	
AddressBasedFailoverBehaviourTest.java: org.apache.qpid.client.failover	FailoverBehaviourTest.java: org.apache.qpid.client.failover	
AMQPEncodedMapMessageTest.java: org.apache.qpid.client.message	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
PrefetchBehaviourTest.java: org.apache.qpid.client.prefetch	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
RedeliveredMessageTest.java: org.apache.qpid.client.redelivered	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
SSLTest.java: org.apache.qpid.client.ssl	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
XAResourceTest.java: org.apache.qpid.jms.xa	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
ManagementActorLoggingTest.java: org.apache.qpid.management.jmx	AbstractTestLogging.java: org.apache.qpid.server.logging	
ManagedQueueMBeanTest.java: org.apache.qpid.management.jmx	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
ManagedConnectionMBeanTest.java: org.apache.qpid.management.jmx	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
MessageStatisticsTestCase.java: org.apache.qpid.management.jmx	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
ManagedBrokerMBeanTest.java: org.apache.qpid.management.jmx	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
QpidPasswdTest.java: org.apache.qpid.scripts	QpidTestCase.java: org.apache.qpid.test.utils	
SupportedProtocolVersionsTest.java: org.apache.qpid.server	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
BrokerStartupTest.java: org.apache.qpid.server	AbstractTestLogging.java: org.apache.qpid.server.logging	
ServerConfigurationFileTest.java: org.apache.qpid.server.configuration	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
ReturnUnroutableMandatoryMessageTest.java: org.apache.qpid.server.exchange	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
FailoverMethodTest.java: org.apache.qpid.server.failover	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
VirtualHostLoggingTest.java: org.apache.qpid.server.logging	AbstractTestLogging.java: org.apache.qpid.server.logging	
TransientQueueLoggingTest.java: org.apache.qpid.server.logging	DurableQueueLoggingTest.java: org.apache.qpid.server.logging	
ManagementLoggingTest.java: org.apache.qpid.server.logging	AbstractTestLogging.java: org.apache.qpid.server.logging	
DurableQueueLoggingTest.java: org.apache.qpid.server.logging	AbstractTestLogging.java: org.apache.qpid.server.logging	
ConnectionLoggingTest.java: org.apache.qpid.server.logging	AbstractTestLogging.java: org.apache.qpid.server.logging	
AlertingTest.java: org.apache.qpid.server.logging	AbstractTestLogging.java: org.apache.qpid.server.logging	
ChannelLoggingTest.java: org.apache.qpid.server.logging	AbstractTestLogging.java: org.apache.qpid.server.logging	
AccessControlLoggingTest.java: org.apache.qpid.server.logging	AbstractTestLogging.java: org.apache.qpid.server.logging	
BrokerLoggingTest.java: org.apache.qpid.server.logging	AbstractTestLogging.java: org.apache.qpid.server.logging	
DerbyMessageStoreLoggingTest.java: org.apache.qpid.server.logging	MemoryMessageStoreLoggingTest.java: org.apache.qpid.server.logging	
MemoryMessageStoreLoggingTest.java: org.apache.qpid.server.logging	AbstractTestLogging.java: org.apache.qpid.server.logging	
SubscriptionLoggingTest.java: org.apache.qpid.server.logging	AbstractTestLogging.java: org.apache.qpid.server.logging	
BindingLoggingTest.java: org.apache.qpid.server.logging	AbstractTestLogging.java: org.apache.qpid.server.logging	
ExchangeLoggingTest.java: org.apache.qpid.server.logging	AbstractTestLogging.java: org.apache.qpid.server.logging	
QueueLoggingTest.java: org.apache.qpid.server.logging	AbstractTestLogging.java: org.apache.qpid.server.logging	
AbstractTestLogging.java: org.apache.qpid.server.logging	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
MessageProtocolConversionTest.java: org.apache.qpid.server.message	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
NoLocalAfterRecoveryTest.java: org.apache.qpid.server.persistent	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
DeepQueueConsumeWithSelector.java: org.apache.qpid.server.queue	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
SortedQueueTest.java: org.apache.qpid.server.queue	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
QueueDepthWithSelectorTest.java: org.apache.qpid.server.queue	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
PriorityQueueTest.java: org.apache.qpid.server.queue	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
MessageGroupQueueTest.java: org.apache.qpid.server.queue	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
MultipleTransactedBatchProducerTest.java: org.apache.qpid.server.queue	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
ProducerFlowControlTest.java: org.apache.qpid.server.queue	AbstractTestLogging.java: org.apache.qpid.server.logging	
TimeToLiveTest.java: org.apache.qpid.server.queue	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
ConflationQueueTest.java: org.apache.qpid.server.queue	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
ModelTest.java: org.apache.qpid.server.queue	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
AbstractACLTestCase.java: org.apache.qpid.server.security.acl	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
FirewallConfigTest.java: org.apache.qpid.server.security.firewall	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
PersistentStoreTest.java: org.apache.qpid.server.store	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
SubscriptionTest.java: org.apache.qpid.systest	TestingBaseCase.java: org.apache.qpid.systest	
GlobalTopicsTest.java: org.apache.qpid.systest	GlobalQueuesTest.java: org.apache.qpid.systest	
MergeConfigurationTest.java: org.apache.qpid.systest	TestingBaseCase.java: org.apache.qpid.systest	
TopicTest.java: org.apache.qpid.systest	GlobalQueuesTest.java: org.apache.qpid.systest	
GlobalQueuesTest.java: org.apache.qpid.systest	TestingBaseCase.java: org.apache.qpid.systest	
TestingBaseCase.java: org.apache.qpid.systest	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
QueueBrowserAutoAckTest.java: org.apache.qpid.test.client	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
FlowControlTest.java: org.apache.qpid.test.client	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
RollbackOrderTest.java: org.apache.qpid.test.client	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
QueueBrowserTransactedTest.java: org.apache.qpid.test.client	QueueBrowserAutoAckTest.java: org.apache.qpid.test.client	
QueueBrowserPreAckTest.java: org.apache.qpid.test.client	QueueBrowserAutoAckTest.java: org.apache.qpid.test.client	
QueueBrowserDupsOkTest.java: org.apache.qpid.test.client	QueueBrowserAutoAckTest.java: org.apache.qpid.test.client	
QueueBrowserClientAckTest.java: org.apache.qpid.test.client	QueueBrowserAutoAckTest.java: org.apache.qpid.test.client	
ImmediateAndMandatoryPublishingTest.java: org.apache.qpid.test.client	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
DupsOkTest.java: org.apache.qpid.test.client	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
QueueBrowserNoAckTest.java: org.apache.qpid.test.client	QueueBrowserAutoAckTest.java: org.apache.qpid.test.client	
AddressBasedDestinationTest.java: org.apache.qpid.test.client.destination	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
FailoverTest.java: org.apache.qpid.test.client.failover	FailoverBaseCase.java: org.apache.qpid.test.utils	
JMSReplyToTest.java: org.apache.qpid.test.client.message	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
JMSDestinationTest.java: org.apache.qpid.test.client.message	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
SelectorTest.java: org.apache.qpid.test.client.message	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
MessageToStringTest.java: org.apache.qpid.test.client.message	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
ObjectMessageTest.java: org.apache.qpid.test.client.message	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
LVQTest.java: org.apache.qpid.test.client.queue	QpidBrokerTestCase.java: org.apache.qpid.test.utils	
