IvyTask.java: fr.jayasoft.ivy.ant Message.java: fr.jayasoft.ivy.util 1->2: 4  2->1: 30
Ivy.java: fr.jayasoft.ivy DualResolver.java: fr.jayasoft.ivy.resolver 1->2: 328  2->1: 234
ModuleRevisionId.java: fr.jayasoft.ivy DefaultModuleDescriptor.java: fr.jayasoft.ivy 1->2: 137  2->1: 12
DefaultDependencyArtifactDescriptor.java: fr.jayasoft.ivy DefaultDependencyDescriptor.java: fr.jayasoft.ivy 1->2: 36  2->1: 29
Ivy.java: fr.jayasoft.ivy IvyResolve.java: fr.jayasoft.ivy.ant 1->2: 176  2->1: 150
Ivy.java: fr.jayasoft.ivy PomModuleDescriptorParserTest.java: fr.jayasoft.ivy.external.m2 1->2: 41  2->1: 0
PomModuleDescriptorParser.java: fr.jayasoft.ivy.external.m2 ModuleDescriptorParserRegistry.java: fr.jayasoft.ivy.parser 1->2: 12  2->1: 5
Artifact.java: fr.jayasoft.ivy AbstractResolver.java: fr.jayasoft.ivy.resolver 1->2: 31  2->1: 1
XmlReportOutputter.java: fr.jayasoft.ivy.report FileUtil.java: fr.jayasoft.ivy.util 1->2: 3  2->1: 12
SshCache.java: fr.jayasoft.ivy.repository.ssh AbstractSshBasedRepository.java: fr.jayasoft.ivy.repository.ssh 1->2: 9  2->1: 18
ArtifactDownloadReport.java: fr.jayasoft.ivy.report XmlReportOutputter.java: fr.jayasoft.ivy.report 1->2: 23  2->1: 2
Configuration.java: fr.jayasoft.ivy Ivy.java: fr.jayasoft.ivy 1->2: 193  2->1: 0
IvyConfigure.java: fr.jayasoft.ivy.ant Credentials.java: fr.jayasoft.ivy.util 1->2: 4  2->1: 21
Ivy.java: fr.jayasoft.ivy SshResource.java: fr.jayasoft.ivy.repository.ssh 1->2: 198  2->1: 359
VfsURI.java: fr.jayasoft.ivy.repository.vfs VfsResourceTest.java: fr.jayasoft.ivy.repository.vfs 1->2: 34  2->1: 0
ModuleRevisionId.java: fr.jayasoft.ivy XmlReportParser.java: fr.jayasoft.ivy.xml 1->2: 89  2->1: 0
DownloadStatus.java: fr.jayasoft.ivy.report BasicResolver.java: fr.jayasoft.ivy.resolver 1->2: 19  2->1: 2
IvyContext.java: fr.jayasoft.ivy AntBuildTrigger.java: fr.jayasoft.ivy.ant 1->2: 61  2->1: 0
Ivy.java: fr.jayasoft.ivy StartResolveEvent.java: fr.jayasoft.ivy.event.resolve 1->2: 16  2->1: 2
Ivy.java: fr.jayasoft.ivy IvyDeliver.java: fr.jayasoft.ivy.ant 1->2: 325  2->1: 116
DefaultModuleRevision.java: fr.jayasoft.ivy BasicResolver.java: fr.jayasoft.ivy.resolver 1->2: 54  2->1: 17
VfsResource.java: fr.jayasoft.ivy.repository.vfs VfsRepository.java: fr.jayasoft.ivy.repository.vfs 1->2: 33  2->1: 28
NameSpaceHelper.java: fr.jayasoft.ivy.namespace Namespace.java: fr.jayasoft.ivy.namespace 1->2: 22  2->1: 6
DefaultDependencyArtifactDescriptor.java: fr.jayasoft.ivy XmlModuleDescriptorParser.java: fr.jayasoft.ivy.xml 1->2: 74  2->1: 2
VsftpRepository.java: fr.jayasoft.ivy.repository.vsftp IvyThread.java: fr.jayasoft.ivy.util 1->2: 12  2->1: 44
ModuleId.java: fr.jayasoft.ivy XmlModuleDescriptorUpdater.java: fr.jayasoft.ivy.xml 1->2: 18  2->1: 0
Ivy.java: fr.jayasoft.ivy ModuleDescriptorSorter.java: fr.jayasoft.ivy 1->2: 15  2->1: 11
DependencyArtifactDescriptor.java: fr.jayasoft.ivy ArtifactId.java: fr.jayasoft.ivy 1->2: 13  2->1: 5
URLRepository.java: fr.jayasoft.ivy.repository.url BasicResolver.java: fr.jayasoft.ivy.resolver 1->2: 326  2->1: 8
RepositoryCopyProgressListener.java: fr.jayasoft.ivy.repository AbstractRepository.java: fr.jayasoft.ivy.repository 1->2: 8  2->1: 10
DefaultDependencyDescriptor.java: fr.jayasoft.ivy PomModuleDescriptorParser.java: fr.jayasoft.ivy.external.m2 1->2: 22  2->1: 2
Ivy.java: fr.jayasoft.ivy IvyNode.java: fr.jayasoft.ivy 1->2: 924  2->1: 440
AbstractModuleDescriptorParserTester.java: fr.jayasoft.ivy.parser XmlModuleDescriptorParserTest.java: fr.jayasoft.ivy.xml 1->2: 160  2->1: 0
Ivy.java: fr.jayasoft.ivy IvyCacheFileset.java: fr.jayasoft.ivy.ant 1->2: 23  2->1: 0
ModuleRevisionId.java: fr.jayasoft.ivy IvyResolve.java: fr.jayasoft.ivy.ant 1->2: 43  2->1: 18
ArtifactDownloadReport.java: fr.jayasoft.ivy.report BasicResolver.java: fr.jayasoft.ivy.resolver 1->2: 81  2->1: 15
License.java: fr.jayasoft.ivy DefaultModuleDescriptor.java: fr.jayasoft.ivy 1->2: 25  2->1: 0
ModuleRevisionId.java: fr.jayasoft.ivy JarModule.java: fr.jayasoft.ivy.tools.analyser 1->2: 16  2->1: 2
ArtifactRevisionId.java: fr.jayasoft.ivy DefaultArtifact.java: fr.jayasoft.ivy 1->2: 31  2->1: 27
IvyRepResolver.java: fr.jayasoft.ivy.resolver IBiblioResolver.java: fr.jayasoft.ivy.resolver 1->2: 22  2->1: 21
Artifact.java: fr.jayasoft.ivy BasicResolver.java: fr.jayasoft.ivy.resolver 1->2: 98  2->1: 9
Repository.java: fr.jayasoft.ivy.repository RepositoryResolver.java: fr.jayasoft.ivy.resolver 1->2: 66  2->1: 8
Artifact.java: fr.jayasoft.ivy IvyArtifactReport.java: fr.jayasoft.ivy.ant 1->2: 17  2->1: 1
URLHandler.java: fr.jayasoft.ivy.url URLHandlerDispatcher.java: fr.jayasoft.ivy.url 1->2: 50  2->1: 35
IvyRepResolverTest.java: fr.jayasoft.ivy.resolver ResolverTestHelper.java: fr.jayasoft.ivy.resolver 1->2: 0  2->1: 15
ModuleDescriptor.java: fr.jayasoft.ivy XmlModuleDescriptorParserTest.java: fr.jayasoft.ivy.xml 1->2: 150  2->1: 0
DependencyArtifactDescriptor.java: fr.jayasoft.ivy DefaultDependencyDescriptor.java: fr.jayasoft.ivy 1->2: 56  2->1: 0
ModuleRevisionId.java: fr.jayasoft.ivy IvyEvent.java: fr.jayasoft.ivy.event 1->2: 27  2->1: 22
ModuleRevisionId.java: fr.jayasoft.ivy CircularDependencyException.java: fr.jayasoft.ivy.circular 1->2: 15  2->1: 0
ModuleRevisionId.java: fr.jayasoft.ivy PomModuleDescriptorParser.java: fr.jayasoft.ivy.external.m2 1->2: 70  2->1: 2
DefaultDependencyArtifactDescriptor.java: fr.jayasoft.ivy IBiblioResolverTest.java: fr.jayasoft.ivy.resolver 1->2: 15  2->1: 0
Ivy.java: fr.jayasoft.ivy IvyEvent.java: fr.jayasoft.ivy.event 1->2: 56  2->1: 55
Ivy.java: fr.jayasoft.ivy DualResolverTest.java: fr.jayasoft.ivy.resolver 1->2: 193  2->1: 0
Ivy.java: fr.jayasoft.ivy IvyDeliverTest.java: fr.jayasoft.ivy.ant 1->2: 278  2->1: 0
IvyContext.java: fr.jayasoft.ivy IvyPatternHelper.java: fr.jayasoft.ivy.util 1->2: 36  2->1: 0
ResolvedModuleRevision.java: fr.jayasoft.ivy ChainResolver.java: fr.jayasoft.ivy.resolver 1->2: 19  2->1: 2
Configuration.java: fr.jayasoft.ivy PomModuleDescriptorParser.java: fr.jayasoft.ivy.external.m2 1->2: 74  2->1: 2
DependencyDescriptor.java: fr.jayasoft.ivy DependencyArtifactDescriptor.java: fr.jayasoft.ivy 1->2: 1  2->1: 16
DefaultArtifact.java: fr.jayasoft.ivy AbstractResourceResolver.java: fr.jayasoft.ivy.resolver 1->2: 31  2->1: 0
TransferEvent.java: fr.jayasoft.ivy.repository SFTPRepository.java: fr.jayasoft.ivy.repository.sftp 1->2: 14  2->1: 14
RepositoryResolver.java: fr.jayasoft.ivy.resolver ChecksumHelper.java: fr.jayasoft.ivy.util 1->2: 14  2->1: 7
URLHandlerDispatcher.java: fr.jayasoft.ivy.url BasicURLHandler.java: fr.jayasoft.ivy.url 1->2: 18  2->1: 20
ArtifactDownloadReport.java: fr.jayasoft.ivy.report IBiblioResolverTest.java: fr.jayasoft.ivy.resolver 1->2: 33  2->1: 0
RepositoryResolver.java: fr.jayasoft.ivy.resolver Message.java: fr.jayasoft.ivy.util 1->2: 31  2->1: 26
DependencyDescriptor.java: fr.jayasoft.ivy IBiblioResolver.java: fr.jayasoft.ivy.resolver 1->2: 3  2->1: 12
AbstractRepository.java: fr.jayasoft.ivy.repository VfsRepository.java: fr.jayasoft.ivy.repository.vfs 1->2: 21  2->1: 29
XmlReportOutputter.java: fr.jayasoft.ivy.report ResolveReport.java: fr.jayasoft.ivy.report 1->2: 28  2->1: 24
Ivy.java: fr.jayasoft.ivy IvyAware.java: fr.jayasoft.ivy 1->2: 4  2->1: 54
ModuleRevisionId.java: fr.jayasoft.ivy MRIDTransformationRuleTest.java: fr.jayasoft.ivy.namespace 1->2: 120  2->1: 0
IvyResolve.java: fr.jayasoft.ivy.ant ResolveReport.java: fr.jayasoft.ivy.report 1->2: 6  2->1: 11
DefaultDependencyDescriptor.java: fr.jayasoft.ivy NamespaceTransformer.java: fr.jayasoft.ivy.namespace 1->2: 0  2->1: 17
IvyListModules.java: fr.jayasoft.ivy.ant IvyListModulesTest.java: fr.jayasoft.ivy.ant 1->2: 20  2->1: 0
OrganisationEntry.java: fr.jayasoft.ivy.resolver BasicResolver.java: fr.jayasoft.ivy.resolver 1->2: 24  2->1: 2
IvyResolve.java: fr.jayasoft.ivy.ant IvyCachePathTest.java: fr.jayasoft.ivy.ant 1->2: 26  2->1: 0
ModuleRevisionId.java: fr.jayasoft.ivy URLResolverTest.java: fr.jayasoft.ivy.resolver 1->2: 117  2->1: 0
Artifact.java: fr.jayasoft.ivy DefaultModuleDescriptor.java: fr.jayasoft.ivy 1->2: 39  2->1: 4
ResolveData.java: fr.jayasoft.ivy ModuleRevisionId.java: fr.jayasoft.ivy 1->2: 1  2->1: 15
DownloadReport.java: fr.jayasoft.ivy.report URLResolverTest.java: fr.jayasoft.ivy.resolver 1->2: 30  2->1: 0
BasicResolver.java: fr.jayasoft.ivy.resolver ResolvedResource.java: fr.jayasoft.ivy.resolver 1->2: 7  2->1: 99
Ivy.java: fr.jayasoft.ivy StartResolveDependencyEvent.java: fr.jayasoft.ivy.event.resolve 1->2: 44  2->1: 0
DefaultModuleDescriptor.java: fr.jayasoft.ivy Namespace.java: fr.jayasoft.ivy.namespace 1->2: 0  2->1: 17
DefaultModuleRevision.java: fr.jayasoft.ivy ModuleRevisionId.java: fr.jayasoft.ivy 1->2: 16  2->1: 15
ModuleDescriptor.java: fr.jayasoft.ivy ConfigurationResolveReport.java: fr.jayasoft.ivy.report 1->2: 19  2->1: 4
Artifact.java: fr.jayasoft.ivy XmlModuleDescriptorWriter.java: fr.jayasoft.ivy.xml 1->2: 31  2->1: 0
IvyNode.java: fr.jayasoft.ivy IvyContext.java: fr.jayasoft.ivy 1->2: 16  2->1: 397
ModuleRevisionId.java: fr.jayasoft.ivy ExactVersionMatcher.java: fr.jayasoft.ivy.version 1->2: 18  2->1: 0
Ivy.java: fr.jayasoft.ivy VfsRepository.java: fr.jayasoft.ivy.repository.vfs 1->2: 23  2->1: 799
AbstractRepository.java: fr.jayasoft.ivy.repository URLRepository.java: fr.jayasoft.ivy.repository.url 1->2: 12  2->1: 29
URLRepository.java: fr.jayasoft.ivy.repository.url ApacheURLLister.java: fr.jayasoft.ivy.url 1->2: 33  2->1: 3
PatternMatcher.java: fr.jayasoft.ivy.matcher MatcherHelper.java: fr.jayasoft.ivy.matcher 1->2: 19  2->1: 0
DependencyResolver.java: fr.jayasoft.ivy ResolveTest.java: fr.jayasoft.ivy 1->2: 454  2->1: 0
DownloadReport.java: fr.jayasoft.ivy.report FileSystemResolverTest.java: fr.jayasoft.ivy.resolver 1->2: 20  2->1: 0
XmlModuleDescriptorParser.java: fr.jayasoft.ivy.xml XmlModuleDescriptorParserTest.java: fr.jayasoft.ivy.xml 1->2: 97  2->1: 0
ResolvedModuleRevision.java: fr.jayasoft.ivy FileSystemResolverTest.java: fr.jayasoft.ivy.resolver 1->2: 51  2->1: 0
PomModuleDescriptorParser.java: fr.jayasoft.ivy.external.m2 PomModuleDescriptorParserTest.java: fr.jayasoft.ivy.external.m2 1->2: 55  2->1: 0
ModuleRevisionId.java: fr.jayasoft.ivy CircularDependencyHelper.java: fr.jayasoft.ivy.circular 1->2: 25  2->1: 0
ArtifactOrigin.java: fr.jayasoft.ivy ResolveTest.java: fr.jayasoft.ivy 1->2: 20  2->1: 0
MockResolver.java: fr.jayasoft.ivy.resolver DualResolverTest.java: fr.jayasoft.ivy.resolver 1->2: 34  2->1: 0
DefaultModuleDescriptor.java: fr.jayasoft.ivy ModuleIdMatcher.java: fr.jayasoft.ivy.matcher 1->2: 1  2->1: 14
FileRepository.java: fr.jayasoft.ivy.repository.file FileUtil.java: fr.jayasoft.ivy.util 1->2: 34  2->1: 21
ModuleId.java: fr.jayasoft.ivy XmlIvyConfigurationParserTest.java: fr.jayasoft.ivy.xml 1->2: 34  2->1: 0
IvyBuildNumber.java: fr.jayasoft.ivy.ant IvyBuildNumberTest.java: fr.jayasoft.ivy.ant 1->2: 41  2->1: 0
IvyContext.java: fr.jayasoft.ivy IvyDeliver.java: fr.jayasoft.ivy.ant 1->2: 155  2->1: 2
URLHandler.java: fr.jayasoft.ivy.url AbstractURLHandler.java: fr.jayasoft.ivy.url 1->2: 37  2->1: 18
Ivy.java: fr.jayasoft.ivy Resource.java: fr.jayasoft.ivy.repository 1->2: 3  2->1: 49
Ivy.java: fr.jayasoft.ivy XmlModuleDescriptorUpdater.java: fr.jayasoft.ivy.xml 1->2: 159  2->1: 90
Ivy.java: fr.jayasoft.ivy NeedArtifactEvent.java: fr.jayasoft.ivy.event.download 1->2: 102  2->1: 17
Ivy.java: fr.jayasoft.ivy XmlIvyConfigurationParserTest.java: fr.jayasoft.ivy.xml 1->2: 761  2->1: 68
AbstractResolver.java: fr.jayasoft.ivy.resolver Message.java: fr.jayasoft.ivy.util 1->2: 0  2->1: 23
IvyContext.java: fr.jayasoft.ivy IvyThread.java: fr.jayasoft.ivy.util 1->2: 21  2->1: 9
ModuleRevisionId.java: fr.jayasoft.ivy IvyPatternHelper.java: fr.jayasoft.ivy.util 1->2: 65  2->1: 8
Ivy.java: fr.jayasoft.ivy ModuleRevisionId.java: fr.jayasoft.ivy 1->2: 12  2->1: 472
BasicResolver.java: fr.jayasoft.ivy.resolver MDResolvedResource.java: fr.jayasoft.ivy.resolver 1->2: 1  2->1: 15
VfsRepository.java: fr.jayasoft.ivy.repository.vfs VfsRepositoryTest.java: fr.jayasoft.ivy.repository.vfs 1->2: 29  2->1: 0
Ivy.java: fr.jayasoft.ivy IBiblioResolverTest.java: fr.jayasoft.ivy.resolver 1->2: 594  2->1: 0
ModuleDescriptor.java: fr.jayasoft.ivy PomModuleDescriptorParserTest.java: fr.jayasoft.ivy.external.m2 1->2: 60  2->1: 0
AntMessageImpl.java: fr.jayasoft.ivy.ant MessageImpl.java: fr.jayasoft.ivy.util 1->2: 5  2->1: 12
URLResolver.java: fr.jayasoft.ivy.resolver URLResolverTest.java: fr.jayasoft.ivy.resolver 1->2: 31  2->1: 0
ModuleId.java: fr.jayasoft.ivy XmlModuleDescriptorParser.java: fr.jayasoft.ivy.xml 1->2: 38  2->1: 1
Ivy.java: fr.jayasoft.ivy Match.java: fr.jayasoft.ivy.version 1->2: 8  2->1: 23
DependencyArtifactDescriptor.java: fr.jayasoft.ivy XmlModuleDescriptorWriter.java: fr.jayasoft.ivy.xml 1->2: 33  2->1: 0
IvyEventFilter.java: fr.jayasoft.ivy.event OrFilter.java: fr.jayasoft.ivy.filter 1->2: 3  2->1: 13
Ivy.java: fr.jayasoft.ivy IvyListModules.java: fr.jayasoft.ivy.ant 1->2: 16  2->1: 99
ModuleRevisionId.java: fr.jayasoft.ivy LatestVersionMatcher.java: fr.jayasoft.ivy.version 1->2: 34  2->1: 0
Ivy.java: fr.jayasoft.ivy Matcher.java: fr.jayasoft.ivy.matcher 1->2: 0  2->1: 21
DefaultModuleRevision.java: fr.jayasoft.ivy Ivy.java: fr.jayasoft.ivy 1->2: 58  2->1: 74
Configurator.java: fr.jayasoft.ivy.util XmlIvyConfigurationParser.java: fr.jayasoft.ivy.xml 1->2: 34  2->1: 0
PatternMatcher.java: fr.jayasoft.ivy.matcher AbstractResolver.java: fr.jayasoft.ivy.resolver 1->2: 25  2->1: 1
DependencyDescriptor.java: fr.jayasoft.ivy DefaultDependencyDescriptor.java: fr.jayasoft.ivy 1->2: 83  2->1: 36
ModuleRevisionId.java: fr.jayasoft.ivy Artifact.java: fr.jayasoft.ivy 1->2: 10  2->1: 7
Ivy.java: fr.jayasoft.ivy IvyVarTest.java: fr.jayasoft.ivy.ant 1->2: 29  2->1: 0
Ivy.java: fr.jayasoft.ivy XmlModuleDescriptorParser.java: fr.jayasoft.ivy.xml 1->2: 99  2->1: 37
ConflictManager.java: fr.jayasoft.ivy IvyNode.java: fr.jayasoft.ivy 1->2: 13  2->1: 18
Configurator.java: fr.jayasoft.ivy.util ConfiguratorTest.java: fr.jayasoft.ivy.util 1->2: 83  2->1: 0
ArtifactOrigin.java: fr.jayasoft.ivy Ivy.java: fr.jayasoft.ivy 1->2: 30  2->1: 0
ArtifactRevisionId.java: fr.jayasoft.ivy UnmodifiableExtendableItem.java: fr.jayasoft.ivy.extendable 1->2: 2  2->1: 14
Ivy.java: fr.jayasoft.ivy FileUtil.java: fr.jayasoft.ivy.util 1->2: 4  2->1: 108
Ivy.java: fr.jayasoft.ivy DownloadEvent.java: fr.jayasoft.ivy.event.download 1->2: 3  2->1: 17
ConfigurationResolveReport.java: fr.jayasoft.ivy.report ResolveReport.java: fr.jayasoft.ivy.report 1->2: 58  2->1: 22
Ivy.java: fr.jayasoft.ivy GlobPatternMatcher.java: fr.jayasoft.ivy.matcher 1->2: 1  2->1: 54
DependencyDescriptor.java: fr.jayasoft.ivy XmlModuleDescriptorWriter.java: fr.jayasoft.ivy.xml 1->2: 19  2->1: 0
Ivy.java: fr.jayasoft.ivy Repository.java: fr.jayasoft.ivy.repository 1->2: 15  2->1: 831
AbstractResourceResolver.java: fr.jayasoft.ivy.resolver IvyPatternHelper.java: fr.jayasoft.ivy.util 1->2: 0  2->1: 55
Main.java: fr.jayasoft.ivy DefaultModuleDescriptor.java: fr.jayasoft.ivy 1->2: 0  2->1: 24
IvyResolve.java: fr.jayasoft.ivy.ant IvyResolveTest.java: fr.jayasoft.ivy.ant 1->2: 32  2->1: 1
Ivy.java: fr.jayasoft.ivy XmlModuleUpdaterTest.java: fr.jayasoft.ivy.xml 1->2: 64  2->1: 0
XMLHelper.java: fr.jayasoft.ivy.util XmlModuleDescriptorParserTest.java: fr.jayasoft.ivy.xml 1->2: 76  2->1: 0
RepositoryResolver.java: fr.jayasoft.ivy.resolver ResolvedResource.java: fr.jayasoft.ivy.resolver 1->2: 5  2->1: 27
IvyContext.java: fr.jayasoft.ivy AbstractRepository.java: fr.jayasoft.ivy.repository 1->2: 29  2->1: 4
SFTPRepository.java: fr.jayasoft.ivy.repository.sftp AbstractSshBasedRepository.java: fr.jayasoft.ivy.repository.ssh 1->2: 43  2->1: 7
ModuleRevisionId.java: fr.jayasoft.ivy XmlModuleUpdaterTest.java: fr.jayasoft.ivy.xml 1->2: 22  2->1: 0
Ivy.java: fr.jayasoft.ivy LatestStrategy.java: fr.jayasoft.ivy 1->2: 0  2->1: 51
Ivy.java: fr.jayasoft.ivy IvyPatternHelper.java: fr.jayasoft.ivy.util 1->2: 83  2->1: 351
ModuleId.java: fr.jayasoft.ivy ModuleIdMatcher.java: fr.jayasoft.ivy.matcher 1->2: 14  2->1: 1
ResolveData.java: fr.jayasoft.ivy IvyRepResolver.java: fr.jayasoft.ivy.resolver 1->2: 22  2->1: 0
TransferEvent.java: fr.jayasoft.ivy.repository URLRepository.java: fr.jayasoft.ivy.repository.url 1->2: 9  2->1: 14
ArtifactDownloadReport.java: fr.jayasoft.ivy.report ResolveTest.java: fr.jayasoft.ivy 1->2: 59  2->1: 2
MDArtifact.java: fr.jayasoft.ivy DefaultModuleDescriptor.java: fr.jayasoft.ivy 1->2: 41  2->1: 8
ModuleRevisionId.java: fr.jayasoft.ivy AbstractResolver.java: fr.jayasoft.ivy.resolver 1->2: 44  2->1: 7
Main.java: fr.jayasoft.ivy Message.java: fr.jayasoft.ivy.util 1->2: 8  2->1: 34
Configuration.java: fr.jayasoft.ivy XmlModuleDescriptorWriter.java: fr.jayasoft.ivy.xml 1->2: 50  2->1: 0
ModuleRevisionId.java: fr.jayasoft.ivy ChainVersionMatcher.java: fr.jayasoft.ivy.version 1->2: 30  2->1: 0
ArtifactRevisionId.java: fr.jayasoft.ivy MDArtifact.java: fr.jayasoft.ivy 1->2: 15  2->1: 27
ModuleDescriptor.java: fr.jayasoft.ivy XmlModuleDescriptorParser.java: fr.jayasoft.ivy.xml 1->2: 42  2->1: 1
ConfigurationResolveReport.java: fr.jayasoft.ivy.report ResolveTest.java: fr.jayasoft.ivy 1->2: 426  2->1: 3
IvyFindRevision.java: fr.jayasoft.ivy.ant IvyFindRevisionTest.java: fr.jayasoft.ivy.ant 1->2: 20  2->1: 0
TransferEvent.java: fr.jayasoft.ivy.repository VsftpRepository.java: fr.jayasoft.ivy.repository.vsftp 1->2: 15  2->1: 14
Artifact.java: fr.jayasoft.ivy XmlModuleDescriptorParserTest.java: fr.jayasoft.ivy.xml 1->2: 60  2->1: 0
