SearchEngine.java: org.apache.ivy.core.search DependencyResolver.java: org.apache.ivy.plugins.resolver 1->2: 8  2->1: 65
Ivy.java: org.apache.ivy OrganisationEntry.java: org.apache.ivy.core.search 1->2: 25  2->1: 5
RetrieveEngine.java: org.apache.ivy.core.retrieve FileUtil.java: org.apache.ivy.util 1->2: 0  2->1: 152
VisitNode.java: org.apache.ivy.core.resolve ResolveData.java: org.apache.ivy.core.resolve 1->2: 77  2->1: 41
TestHelper.java: org.apache.ivy ResolveTest.java: org.apache.ivy.core.resolve 1->2: 621  2->1: 24
ConfigurationResolveReport.java: org.apache.ivy.core.report LatestConflictManagerTest.java: org.apache.ivy.plugins.conflict 1->2: 22  2->1: 0
ModuleRevisionId.java: org.apache.ivy.core.module.id XmlReportWriter.java: org.apache.ivy.plugins.report 1->2: 62  2->1: 3
BasicResolver.java: org.apache.ivy.plugins.resolver Checks.java: org.apache.ivy.util 1->2: 9  2->1: 9
IvyPatternHelper.java: org.apache.ivy.core IBiblioResolver.java: org.apache.ivy.plugins.resolver 1->2: 119  2->1: 0
ResolveReport.java: org.apache.ivy.core.report XmlReportOutputter.java: org.apache.ivy.plugins.report 1->2: 16  2->1: 10
ArtifactDownloadReport.java: org.apache.ivy.core.report AbstractResolver.java: org.apache.ivy.plugins.resolver 1->2: 43  2->1: 29
ModuleRevisionId.java: org.apache.ivy.core.module.id ConfigurationResolveReport.java: org.apache.ivy.core.report 1->2: 47  2->1: 0
DependencyDescriptor.java: org.apache.ivy.core.module.descriptor IvyNode.java: org.apache.ivy.core.resolve 1->2: 24  2->1: 1
ModuleDescriptorMemoryCache.java: org.apache.ivy.core.cache ModuleDescriptor.java: org.apache.ivy.core.module.descriptor 1->2: 26  2->1: 8
ModuleRevisionId.java: org.apache.ivy.core.module.id VisitNode.java: org.apache.ivy.core.resolve 1->2: 52  2->1: 11
RepositoryResolver.java: org.apache.ivy.plugins.resolver AbstractPatternsBasedResolver.java: org.apache.ivy.plugins.resolver 1->2: 112  2->1: 24
ModuleRevisionId.java: org.apache.ivy.core.module.id IvyRepResolverTest.java: org.apache.ivy.plugins.resolver 1->2: 32  2->1: 0
DefaultModuleDescriptor.java: org.apache.ivy.core.module.descriptor JarJarDependencyAnalyser.java: org.apache.ivy.tools.analyser 1->2: 20  2->1: 0
IvySettings.java: org.apache.ivy.core.settings IvyRepResolverTest.java: org.apache.ivy.plugins.resolver 1->2: 37  2->1: 0
IvySettings.java: org.apache.ivy.core.settings LatestStrategy.java: org.apache.ivy.plugins.latest 1->2: 2  2->1: 21
IvyTask.java: org.apache.ivy.ant IvySettings.java: org.apache.ivy.core.settings 1->2: 22  2->1: 42
ResolveOptions.java: org.apache.ivy.core.resolve XmlReportWriterTest.java: org.apache.ivy.plugins.report 1->2: 16  2->1: 0
IvySettings.java: org.apache.ivy.core.settings DualResolver.java: org.apache.ivy.plugins.resolver 1->2: 26  2->1: 92
ModuleRevisionId.java: org.apache.ivy.core.module.id RepositoryResolver.java: org.apache.ivy.plugins.resolver 1->2: 60  2->1: 44
DefaultDependencyDescriptor.java: org.apache.ivy.core.module.descriptor ModuleRevisionId.java: org.apache.ivy.core.module.id 1->2: 10  2->1: 99
Ivy.java: org.apache.ivy RetrieveOptions.java: org.apache.ivy.core.retrieve 1->2: 44  2->1: 1
ModuleRevisionId.java: org.apache.ivy.core.module.id XmlSettingsParserTest.java: org.apache.ivy.core.settings 1->2: 216  2->1: 1
Main.java: org.apache.ivy ModuleDescriptor.java: org.apache.ivy.core.module.descriptor 1->2: 1  2->1: 13
IvyArtifactProperty.java: org.apache.ivy.ant IvyPatternHelper.java: org.apache.ivy.core 1->2: 3  2->1: 56
IvyContext.java: org.apache.ivy.core PomModuleDescriptorParser.java: org.apache.ivy.plugins.parser.m2 1->2: 96  2->1: 0
DefaultDependencyDescriptor.java: org.apache.ivy.core.module.descriptor ResolveEngine.java: org.apache.ivy.core.resolve 1->2: 25  2->1: 10
IvyNodeCallers.java: org.apache.ivy.core.resolve IvyNode.java: org.apache.ivy.core.resolve 1->2: 33  2->1: 78
RepositoryCacheManager.java: org.apache.ivy.core.cache ArtifactResourceResolver.java: org.apache.ivy.plugins.repository 1->2: 0  2->1: 18
DependencyDescriptor.java: org.apache.ivy.core.module.descriptor IvyDeliverTest.java: org.apache.ivy.ant 1->2: 24  2->1: 0
TransferEvent.java: org.apache.ivy.plugins.repository VsftpRepository.java: org.apache.ivy.plugins.repository.vsftp 1->2: 15  2->1: 19
IvyPostResolveTask.java: org.apache.ivy.ant ModuleRevisionId.java: org.apache.ivy.core.module.id 1->2: 15  2->1: 30
Message.java: org.apache.ivy.util DefaultMessageLogger.java: org.apache.ivy.util 1->2: 5  2->1: 14
Option.java: org.apache.ivy.util.cli OptionBuilder.java: org.apache.ivy.util.cli 1->2: 11  2->1: 33
FileUtil.java: org.apache.ivy.util XmlModuleDescriptorWriterTest.java: org.apache.ivy.plugins.parser.xml 1->2: 45  2->1: 4
ResolveReport.java: org.apache.ivy.core.report ResolveTest.java: org.apache.ivy.core.resolve 1->2: 898  2->1: 8
AbstractModuleDescriptorParserTester.java: org.apache.ivy.plugins.parser XmlModuleDescriptorParserTest.java: org.apache.ivy.plugins.parser.xml 1->2: 166  2->1: 0
ResolveEngine.java: org.apache.ivy.core.resolve PomModuleDescriptorParser.java: org.apache.ivy.plugins.parser.m2 1->2: 67  2->1: 9
IvyTask.java: org.apache.ivy.ant IvyReport.java: org.apache.ivy.ant 1->2: 35  2->1: 13
ConfigurationResolveReport.java: org.apache.ivy.core.report XmlReportWriter.java: org.apache.ivy.plugins.report 1->2: 31  2->1: 0
ConfigurationResolveReport.java: org.apache.ivy.core.report XmlReportParser.java: org.apache.ivy.plugins.report 1->2: 4  2->1: 14
MDArtifact.java: org.apache.ivy.core.module.descriptor IvyNode.java: org.apache.ivy.core.resolve 1->2: 72  2->1: 5
MetadataArtifactDownloadReport.java: org.apache.ivy.core.report XmlReportParser.java: org.apache.ivy.plugins.report 1->2: 18  2->1: 0
Ivy.java: org.apache.ivy PackagerResolverTest.java: org.apache.ivy.plugins.resolver 1->2: 91  2->1: 0
Ivy14.java: org.apache.ivy ResolvedModuleRevision.java: org.apache.ivy.core.resolve 1->2: 338  2->1: 4
XmlSettingsParser.java: org.apache.ivy.core.settings IvyVariableContainer.java: org.apache.ivy.core.settings 1->2: 0  2->1: 19
PublishingDependencyRevisionResolver.java: org.apache.ivy.core.deliver DeliverEngine.java: org.apache.ivy.core.deliver 1->2: 32  2->1: 0
SshRepository.java: org.apache.ivy.plugins.repository.ssh AbstractSshBasedRepository.java: org.apache.ivy.plugins.repository.ssh 1->2: 49  2->1: 14
DefaultRepositoryCacheManager.java: org.apache.ivy.core.cache DownloadStatus.java: org.apache.ivy.core.report 1->2: 3  2->1: 27
IvySettings.java: org.apache.ivy.core.settings Validatable.java: org.apache.ivy.core.settings 1->2: 3  2->1: 22
IvyContext.java: org.apache.ivy.core IvySettings.java: org.apache.ivy.core.settings 1->2: 346  2->1: 9
DefaultModuleDescriptor.java: org.apache.ivy.core.module.descriptor ExcludeRule.java: org.apache.ivy.core.module.descriptor 1->2: 2  2->1: 17
DefaultModuleDescriptor.java: org.apache.ivy.core.module.descriptor ModuleRevisionId.java: org.apache.ivy.core.module.id 1->2: 14  2->1: 154
Ivy.java: org.apache.ivy ResolveData.java: org.apache.ivy.core.resolve 1->2: 71  2->1: 17
StringUtils.java: org.apache.ivy.util EncrytedProperties.java: org.apache.ivy.util 1->2: 34  2->1: 0
IvyRepositoryReport.java: org.apache.ivy.ant IvySettings.java: org.apache.ivy.core.settings 1->2: 5  2->1: 13
CollectionOfModulesToSort.java: org.apache.ivy.core.sort ModuleInSort.java: org.apache.ivy.core.sort 1->2: 2  2->1: 26
ModuleRevisionId.java: org.apache.ivy.core.module.id ExactVersionMatcher.java: org.apache.ivy.plugins.version 1->2: 18  2->1: 0
RevisionEntry.java: org.apache.ivy.core.search SearchEngine.java: org.apache.ivy.core.search 1->2: 45  2->1: 0
RepositoryManagementEngine.java: org.apache.ivy.core.repository ResolveEngine.java: org.apache.ivy.core.resolve 1->2: 65  2->1: 31
ResolvedModuleRevision.java: org.apache.ivy.core.resolve IBiblioResolver.java: org.apache.ivy.plugins.resolver 1->2: 15  2->1: 2
Resource.java: org.apache.ivy.plugins.repository SFTPResource.java: org.apache.ivy.plugins.repository.sftp 1->2: 20  2->1: 11
Ivy.java: org.apache.ivy IvyInstall.java: org.apache.ivy.ant 1->2: 43  2->1: 1
ModuleRules.java: org.apache.ivy.core.module.id ModuleRevisionId.java: org.apache.ivy.core.module.id 1->2: 0  2->1: 90
Ivy.java: org.apache.ivy DependencyResolver.java: org.apache.ivy.plugins.resolver 1->2: 90  2->1: 30
ModuleId.java: org.apache.ivy.core.module.id XmlModuleDescriptorParser.java: org.apache.ivy.plugins.parser.xml 1->2: 103  2->1: 1
JarJarDependencyAnalyser.java: org.apache.ivy.tools.analyser JarModule.java: org.apache.ivy.tools.analyser 1->2: 0  2->1: 24
ParserSettings.java: org.apache.ivy.plugins.parser XmlModuleDescriptorParser.java: org.apache.ivy.plugins.parser.xml 1->2: 138  2->1: 0
ArtifactOrigin.java: org.apache.ivy.core.cache ArtifactDownloadReport.java: org.apache.ivy.core.report 1->2: 12  2->1: 2
DownloadOptions.java: org.apache.ivy.core.resolve FileSystemResolverTest.java: org.apache.ivy.plugins.resolver 1->2: 16  2->1: 0
