TRegionInfo: TRegionInfo.java: org.apache.hadoop.hbase.thrift.generated 5
HMaster: HMaster.java: org.apache.hadoop.hbase.master 3
HRegionInfo: HRegionInfo.java: org.apache.hadoop.hbase.util.migration.v5 5
getRow: RowHandler.java: org.apache.hadoop.hbase.rest 4
get: HRegion.java: org.apache.hadoop.hbase.regionserver 4
addContent: HBaseTestCase.java: org.apache.hadoop.hbase 5
isDeleted: HStore.java: org.apache.hadoop.hbase.util.migration.v5 4
HRegion: HRegion.java: org.apache.hadoop.hbase.util.migration.v5 7
get: Memcache.java: org.apache.hadoop.hbase.regionserver 5
getProxy: HbaseRPC.java: org.apache.hadoop.hbase.ipc 6
HRegionInfo: HRegionInfo.java: org.apache.hadoop.hbase.util.migration.v5 3
OOMEHMaster: OOMEHMaster.java: org.apache.hadoop.hbase.master 3
TransactionalHLogManager: TransactionalHLogManager.java: org.apache.hadoop.hbase.regionserver.transactional 4
createHRegion: HRegion.java: org.apache.hadoop.hbase.util.migration.v5 3
batchUpdate: HRegion.java: org.apache.hadoop.hbase.regionserver 3
initJob: GroupingTableMap.java: org.apache.hadoop.hbase.mapred 5
getScanner: HStore.java: org.apache.hadoop.hbase.util.migration.v5 4
addToRow: TestGet2.java: org.apache.hadoop.hbase.regionserver 5
regionServerReport: HMaster.java: org.apache.hadoop.hbase.master 3
isExpired: HStore.java: org.apache.hadoop.hbase.regionserver 3
filterColumn: StopRowFilter.java: org.apache.hadoop.hbase.filter 3
doReconstructionLog: TransactionalRegion.java: org.apache.hadoop.hbase.regionserver.transactional 4
ColumnValueFilter: ColumnValueFilter.java: org.apache.hadoop.hbase.filter 3
checkAssigned: BaseScanner.java: org.apache.hadoop.hbase.master 3
assignRegionsToOneServer: RegionManager.java: org.apache.hadoop.hbase.master 3
getScanner: HTable.java: org.apache.hadoop.hbase.client 4
HLogKey: HLogKey.java: org.apache.hadoop.hbase.util.migration.v5 4
notExpiredAndNotInDeletes: HStore.java: org.apache.hadoop.hbase.regionserver 4
add: RegionHistorian.java: org.apache.hadoop.hbase.util.migration.v5 4
DeleteColumn: DeleteColumn.java: org.apache.hadoop.hbase.master 3
map: IdentityTableMap.java: org.apache.hadoop.hbase.mapred 4
getFull: TransactionalRegion.java: org.apache.hadoop.hbase.regionserver.transactional 4
getInfoDir: HStoreFile.java: org.apache.hadoop.hbase.util.migration.v5 3
localGetFull: TransactionState.java: org.apache.hadoop.hbase.regionserver.transactional 3
HStoreKey: HStoreKey.java: org.apache.hadoop.hbase 3
getFamilySubDir: HStoreFile.java: org.apache.hadoop.hbase.regionserver 4
compareTo: Bytes.java: org.apache.hadoop.hbase.util 6
writeColumn: IndexConfiguration.java: org.apache.hadoop.hbase.mapred 3
getRow: TransactionalTable.java: org.apache.hadoop.hbase.client.transactional 4
updateRegionInfo: ColumnOperation.java: org.apache.hadoop.hbase.master 3
handleNonDelete: HStore.java: org.apache.hadoop.hbase.regionserver 4
HRegionInfo: HRegionInfo.java: org.apache.hadoop.hbase 5
ImmutableBytesWritable: ImmutableBytesWritable.java: org.apache.hadoop.hbase.io 3
append: HLog.java: org.apache.hadoop.hbase.regionserver 3
getMessage: RetriesExhaustedException.java: org.apache.hadoop.hbase.client 5
doPut: MetaHandler.java: org.apache.hadoop.hbase.rest 3
HStoreScanner: HStoreScanner.java: org.apache.hadoop.hbase.util.migration.v5 5
modifyColumn: HBaseAdmin.java: org.apache.hadoop.hbase.client 3
getMapFilePath: HStoreFile.java: org.apache.hadoop.hbase.regionserver 3
waitForProxy: HbaseRPC.java: org.apache.hadoop.hbase.ipc 5
addContent: HBaseTestCase.java: org.apache.hadoop.hbase 4
setDaemonThreadRunning: Threads.java: org.apache.hadoop.hbase.util 3
encodeBytes: Base64.java: org.apache.hadoop.hbase.util 3
HStore: HStore.java: org.apache.hadoop.hbase.regionserver 7
encode3to4: Base64.java: org.apache.hadoop.hbase.util 6
HRegion: HRegion.java: org.apache.hadoop.hbase.util.migration.v5 8
getRow: TransactionalRegionInterface.java: org.apache.hadoop.hbase.ipc 4
HStoreFile: HStoreFile.java: org.apache.hadoop.hbase.util.migration.v5 7
getScanner: TransactionalTable.java: org.apache.hadoop.hbase.client.transactional 4
getScanner: HRegion.java: org.apache.hadoop.hbase.regionserver 4
MetaRegion: MetaRegion.java: org.apache.hadoop.hbase.master 3
filterColumn: PageRowFilter.java: org.apache.hadoop.hbase.filter 3
deleteAll: HTable.java: org.apache.hadoop.hbase.client 3
internalGetFull: Memcache.java: org.apache.hadoop.hbase.regionserver 5
HMsg: HMsg.java: org.apache.hadoop.hbase 3
deleteAll: HRegionInterface.java: org.apache.hadoop.hbase.ipc 4
initJob: TableMap.java: org.apache.hadoop.hbase.mapred 6
putRowXml: RowHandler.java: org.apache.hadoop.hbase.rest 5
getScanner: HRegion.java: org.apache.hadoop.hbase.util.migration.v5 4
changeOnlineStatus: MetaUtils.java: org.apache.hadoop.hbase.util 3
HTableDescriptor: HTableDescriptor.java: org.apache.hadoop.hbase 3
modifyColumn: HBaseAdmin.java: org.apache.hadoop.hbase.client 3
merge: HMerge.java: org.apache.hadoop.hbase 3
getRow: TransactionalTable.java: org.apache.hadoop.hbase.client.transactional 3
setResponseHeader: GenericHandler.java: org.apache.hadoop.hbase.rest 3
getMapDir: HStoreFile.java: org.apache.hadoop.hbase.regionserver 3
ServerCallable: ServerCallable.java: org.apache.hadoop.hbase.client 3
createNewHRegion: HBaseTestCase.java: org.apache.hadoop.hbase 3
HLog: HLog.java: org.apache.hadoop.hbase.regionserver 4
checkFalsePositivesNegatives: TestFilter.java: org.onelab.test 3
getRecordWriter: IndexOutputFormat.java: org.apache.hadoop.hbase.mapred 4
HRegionInfo: HRegionInfo.java: org.apache.hadoop.hbase.util.migration.v5 4
cleanupSplits: BaseScanner.java: org.apache.hadoop.hbase.master 4
changeOnlineStatus: MetaUtils.java: org.apache.hadoop.hbase.util.migration.v5 3
ColumnValueFilter: ColumnValueFilter.java: org.apache.hadoop.hbase.filter 3
getRow: TransactionalTable.java: org.apache.hadoop.hbase.client.transactional 3
processRegionOpen: ServerManager.java: org.apache.hadoop.hbase.master 4
assignRegionsToMultipleServers: RegionManager.java: org.apache.hadoop.hbase.master 4
reduce: IdentityTableReduce.java: org.apache.hadoop.hbase.mapred 4
get: TransactionalRegionServer.java: org.apache.hadoop.hbase.regionserver.transactional 6
createRegionName: HRegionInfo.java: org.apache.hadoop.hbase 3
get: TransactionalTable.java: org.apache.hadoop.hbase.client.transactional 3
deleteRegion: HRegion.java: org.apache.hadoop.hbase.util.migration.v5 3
hash: JenkinsHash.java: org.apache.hadoop.hbase.util 3
getFull: Memcache.java: org.apache.hadoop.hbase.regionserver 4
HRegionInfo: HRegionInfo.java: org.apache.hadoop.hbase 4
localput: HRegion.java: org.apache.hadoop.hbase.regionserver 3
regionServerReport: HMasterRegionInterface.java: org.apache.hadoop.hbase.ipc 3
read: BlockFSInputStream.java: org.apache.hadoop.hbase.io 3
append: HLog.java: org.apache.hadoop.hbase.regionserver 3
getFamilySubDir: HStoreFile.java: org.apache.hadoop.hbase.util.migration.v5 4
openScanner: ScannerHandler.java: org.apache.hadoop.hbase.rest 3
batchUpdate: HRegionInterface.java: org.apache.hadoop.hbase.ipc 3
doReconstructionLog: HStore.java: org.apache.hadoop.hbase.util.migration.v5 3
HRegion: HRegion.java: org.apache.hadoop.hbase.regionserver 6
makeSureItWorks: TestDeleteAll.java: org.apache.hadoop.hbase.regionserver 3
deleteEmptyMetaRows: HMaster.java: org.apache.hadoop.hbase.master 3
getKeys: Memcache.java: org.apache.hadoop.hbase.regionserver 5
getScanner: TransactionalTable.java: org.apache.hadoop.hbase.client.transactional 3
get: HTable.java: org.apache.hadoop.hbase.client 3
BloomFilterDescriptor: BloomFilterDescriptor.java: org.apache.hadoop.hbase 3
deleteColumnFamily: FSUtils.java: org.apache.hadoop.hbase.util 4
getScanner: HTable.java: org.apache.hadoop.hbase.client 4
get: HTable.java: org.apache.hadoop.hbase.client 4
deleteFamily: HRegionServer.java: org.apache.hadoop.hbase.regionserver 5
filterColumn: RegExpRowFilter.java: org.apache.hadoop.hbase.filter 3
getFull: HRegion.java: org.apache.hadoop.hbase.regionserver 4
openScanner: TransactionalRegionInterface.java: org.apache.hadoop.hbase.ipc 6
openHRegion: HRegion.java: org.apache.hadoop.hbase.regionserver 4
doGet: RowHandler.java: org.apache.hadoop.hbase.rest 3
compareTwoRowKeys: HStoreKey.java: org.apache.hadoop.hbase 3
processSplitRegion: ServerManager.java: org.apache.hadoop.hbase.master 6
getScanner: ScannerHandler.java: org.apache.hadoop.hbase.rest 3
deleteFamily: HTable.java: org.apache.hadoop.hbase.client 3
readObject: HbaseObjectWritable.java: org.apache.hadoop.hbase.io 3
createRegionName: HRegionInfo.java: org.apache.hadoop.hbase.util.migration.v5 3
createRegion: RegionManager.java: org.apache.hadoop.hbase.master 3
deleteAll: TransactionalRegionInterface.java: org.apache.hadoop.hbase.ipc 4
assertScan: TestSplit.java: org.apache.hadoop.hbase.regionserver 3
getInfoFilePath: HStoreFile.java: org.apache.hadoop.hbase.regionserver 3
AddColumn: AddColumn.java: org.apache.hadoop.hbase.master 3
doPut: RowHandler.java: org.apache.hadoop.hbase.rest 3
getInfoFilePath: HStoreFile.java: org.apache.hadoop.hbase.util.migration.v5 3
processMsgs: ServerManager.java: org.apache.hadoop.hbase.master 4
doGet: TableHandler.java: org.apache.hadoop.hbase.rest 3
getCommitsFromLog: TransactionalHLogManager.java: org.apache.hadoop.hbase.regionserver.transactional 3
get: TransactionalTable.java: org.apache.hadoop.hbase.client.transactional 5
completeCacheFlush: HLog.java: org.apache.hadoop.hbase.regionserver 3
HBaseClient: HBaseClient.java: org.apache.hadoop.ipc 3
addServlet: InfoServer.java: org.apache.hadoop.hbase.util 3
offlineRegionInMETA: HRegion.java: org.apache.hadoop.hbase.regionserver 3
get: HStore.java: org.apache.hadoop.hbase.regionserver 6
handleDeleted: HStore.java: org.apache.hadoop.hbase.regionserver 3
getRow: TransactionalRegionInterface.java: org.apache.hadoop.hbase.ipc 4
populate: TestGlobalMemcacheLimit.java: org.apache.hadoop.hbase 3
doPut: TableHandler.java: org.apache.hadoop.hbase.rest 3
processRegionServerAllsWell: ServerManager.java: org.apache.hadoop.hbase.master 4
getFull: Memcache.java: org.apache.hadoop.hbase.util.migration.v5 4
ScannerCallable: ScannerCallable.java: org.apache.hadoop.hbase.client 6
doDelete: TableHandler.java: org.apache.hadoop.hbase.rest 3
doType: TestHbaseObjectWritable.java: org.apache.hadoop.hbase.io 3
unassignSomeRegions: RegionManager.java: org.apache.hadoop.hbase.master 4
filterColumn: RowFilterInterface.java: org.apache.hadoop.hbase.filter 3
add: RegionHistorian.java: org.apache.hadoop.hbase 4
updateTableXml: TableHandler.java: org.apache.hadoop.hbase.rest 3
doPost: ScannerHandler.java: org.apache.hadoop.hbase.rest 3
putTableXml: TableHandler.java: org.apache.hadoop.hbase.rest 3
rowAtOrBeforeFromMapFile: HStore.java: org.apache.hadoop.hbase.util.migration.v5 3
getKeys: HStore.java: org.apache.hadoop.hbase.regionserver 3
get: TransactionalTable.java: org.apache.hadoop.hbase.client.transactional 4
deleteFamily: HRegionInterface.java: org.apache.hadoop.hbase.ipc 5
ProcessServerShutdown: ProcessServerShutdown.java: org.apache.hadoop.hbase.master 3
modifyColumn: HMasterInterface.java: org.apache.hadoop.hbase.ipc 3
StoreFileScanner: StoreFileScanner.java: org.apache.hadoop.hbase.util.migration.v5 4
ModifyColumn: ModifyColumn.java: org.apache.hadoop.hbase.master 4
filterColumn: ColumnValueFilter.java: org.apache.hadoop.hbase.filter 3
getReader: HStoreFile.java: org.apache.hadoop.hbase.regionserver 3
get: TransactionalRegion.java: org.apache.hadoop.hbase.regionserver.transactional 4
initJob: TableReduce.java: org.apache.hadoop.hbase.mapred 3
put: TimestampTestBase.java: org.apache.hadoop.hbase 3
getScanner: TransactionalRegion.java: org.apache.hadoop.hbase.regionserver.transactional 5
BlockFSInputStream: BlockFSInputStream.java: org.apache.hadoop.hbase.io 3
assertGet: TestSplit.java: org.apache.hadoop.hbase.regionserver 3
reduce: IndexTableReduce.java: org.apache.hadoop.hbase.mapred 4
getFull: HRegion.java: org.apache.hadoop.hbase.util.migration.v5 3
regionServerReport: OOMEHMaster.java: org.apache.hadoop.hbase.master 3
getRow: TransactionalRegionServer.java: org.apache.hadoop.hbase.regionserver.transactional 4
HColumnDescriptor: HColumnDescriptor.java: org.apache.hadoop.hbase 8
getProxy: HbaseRPC.java: org.apache.hadoop.hbase.ipc 5
getRecordReader: TableInputFormatBase.java: org.apache.hadoop.hbase.mapred 3
call: HbaseRPC.java: org.apache.hadoop.hbase.ipc 4
HLogKey: HLogKey.java: org.apache.hadoop.hbase.regionserver 4
map: GroupingTableMap.java: org.apache.hadoop.hbase.mapred 4
getRow: HRegionInterface.java: org.apache.hadoop.hbase.ipc 5
deleteFamily: HRegion.java: org.apache.hadoop.hbase.util.migration.v5 3
rowAtOrBeforeCandidate: HStore.java: org.apache.hadoop.hbase.regionserver 5
doDelete: MetaHandler.java: org.apache.hadoop.hbase.rest 3
batchUpdate: HRegionServer.java: org.apache.hadoop.hbase.regionserver 3
assignRegions: RegionManager.java: org.apache.hadoop.hbase.master 4
localput: HRegion.java: org.apache.hadoop.hbase.util.migration.v5 3
map: RowCounter.java: org.apache.hadoop.hbase.mapred 4
doReconstructionLog: HRegion.java: org.apache.hadoop.hbase.util.migration.v5 3
deleteAll: TransactionalTable.java: org.apache.hadoop.hbase.client.transactional 3
openScanner: HRegionServer.java: org.apache.hadoop.hbase.regionserver 5
HStoreScanner: HStoreScanner.java: org.apache.hadoop.hbase.regionserver 5
getRow: TransactionalRegionServer.java: org.apache.hadoop.hbase.regionserver.transactional 4
reduce: TableReduce.java: org.apache.hadoop.hbase.mapred 4
checkVersions: TestGet2.java: org.apache.hadoop.hbase.regionserver 3
getMapFilePath: HStoreFile.java: org.apache.hadoop.hbase.util.migration.v5 3
encode3to4: Base64.java: org.apache.hadoop.hbase.util 4
instantiateHStore: HRegion.java: org.apache.hadoop.hbase.util.migration.v5 4
doPut: ScannerHandler.java: org.apache.hadoop.hbase.rest 3
get: Memcache.java: org.apache.hadoop.hbase.regionserver 4
deleteAll: HTable.java: org.apache.hadoop.hbase.client 3
HRegionInfo: HRegionInfo.java: org.apache.hadoop.hbase 3
filterColumn: RowFilterSet.java: org.apache.hadoop.hbase.filter 3
get: HRegion.java: org.apache.hadoop.hbase.util.migration.v5 3
doDelete: ScannerHandler.java: org.apache.hadoop.hbase.rest 3
HStoreKey: HStoreKey.java: org.apache.hadoop.hbase 4
addRegionSplit: RegionHistorian.java: org.apache.hadoop.hbase.util.migration.v5 3
getKeys: Memcache.java: org.apache.hadoop.hbase.regionserver 4
deleteAll: HTable.java: org.apache.hadoop.hbase.client 4
TableSplit: TableSplit.java: org.apache.hadoop.hbase.mapred 3
getFullFromMapFile: HStore.java: org.apache.hadoop.hbase.regionserver 5
HLogEdit: HLogEdit.java: org.apache.hadoop.hbase.regionserver 3
deleteAll: TransactionalRegionServer.java: org.apache.hadoop.hbase.regionserver.transactional 4
getTableMetadata: TableHandler.java: org.apache.hadoop.hbase.rest 3
getScanner: HTable.java: org.apache.hadoop.hbase.client 4
rowKeyFromMapFileEmptyKeys: HStore.java: org.apache.hadoop.hbase.util.migration.v5 4
HStore: HStore.java: org.apache.hadoop.hbase.util.migration.v5 7
InfoServer: InfoServer.java: org.apache.hadoop.hbase.util 4
internalGetFull: Memcache.java: org.apache.hadoop.hbase.util.migration.v5 5
internalGetRowKeyAtOrBefore: Memcache.java: org.apache.hadoop.hbase.util.migration.v5 3
getScanner: Memcache.java: org.apache.hadoop.hbase.util.migration.v5 3
get: HRegionInterface.java: org.apache.hadoop.hbase.ipc 5
putTable: TableHandler.java: org.apache.hadoop.hbase.rest 3
ProcessRegionOpen: ProcessRegionOpen.java: org.apache.hadoop.hbase.master 3
getScanner: TransactionalTable.java: org.apache.hadoop.hbase.client.transactional 4
getRow: HTable.java: org.apache.hadoop.hbase.client 3
append: HLog.java: org.apache.hadoop.hbase.util.migration.v5 3
listPaths: TestMigrate.java: org.apache.hadoop.hbase.util 3
batchUpdate: TransactionalRegionInterface.java: org.apache.hadoop.hbase.ipc 3
openScanner: HRegionInterface.java: org.apache.hadoop.hbase.ipc 5
get: TransactionalRegionServer.java: org.apache.hadoop.hbase.regionserver.transactional 5
getRowKeyAtOrBefore: Memcache.java: org.apache.hadoop.hbase.regionserver 3
processScanItem: ChangeTableState.java: org.apache.hadoop.hbase.master 3
processScanItem: TableOperation.java: org.apache.hadoop.hbase.master 3
createAregion: AbstractMergeTestBase.java: org.apache.hadoop.hbase 4
getRowKeyBefore: Memcache.java: org.apache.hadoop.hbase.regionserver 6
getScanner: HTable.java: org.apache.hadoop.hbase.client 3
getWriter: HStoreFile.java: org.apache.hadoop.hbase.regionserver 4
localGet: TransactionState.java: org.apache.hadoop.hbase.regionserver.transactional 3
doReconstructionLog: HStore.java: org.apache.hadoop.hbase.regionserver 3
instantiateHStore: HRegion.java: org.apache.hadoop.hbase.regionserver 4
getWriter: HStoreFile.java: org.apache.hadoop.hbase.util.migration.v5 4
getScanner: Memcache.java: org.apache.hadoop.hbase.regionserver 3
merge: Merge.java: org.apache.hadoop.hbase.util 4
processScanItem: TableDelete.java: org.apache.hadoop.hbase.master 3
get: TransactionalRegionInterface.java: org.apache.hadoop.hbase.ipc 6
getTableRegions: TableHandler.java: org.apache.hadoop.hbase.rest 3
