XMLEntityHandler.java: org.apache.xerces.readers UTF8Reader.java: org.apache.xerces.readers 1->2: 67  2->1: 61
SAXParser.java: org.apache.xerces.parsers XMLReader.java: org.xml.sax 1->2: 19  2->1: 127
XMLCatalogHandler.java: org.apache.xerces.readers InputSource.java: org.xml.sax 1->2: 2  2->1: 20
TimeDurationDatatypeValidator.java: org.apache.xerces.validators.datatype AbstractDatatypeValidator.java: org.apache.xerces.validators.datatype 1->2: 5  2->1: 9
Grammar.java: org.apache.xerces.validators.common CMException.java: org.apache.xerces.validators.common 1->2: 0  2->1: 24
XMLMessages.java: org.apache.xerces.utils XMLValidator.java: org.apache.xerces.validators.common 1->2: 105  2->1: 101
HTMLSelectElementImpl.java: org.apache.html.dom ElementImpl.java: org.apache.xerces.dom 1->2: 39  2->1: 28
ElementImpl.java: org.apache.xerces.dom Attributes.java: org.xml.sax 1->2: 0  2->1: 18
HTMLBuilder.java: org.apache.html.dom DocumentHandler.java: org.xml.sax 1->2: 35  2->1: 13
AbstractCharReader.java: org.apache.xerces.readers CharReader.java: org.apache.xerces.readers 1->2: 5  2->1: 13
WMLBElementImpl.java: org.apache.wml.dom WMLElementImpl.java: org.apache.wml.dom 1->2: 6  2->1: 20
DOMParser.java: org.apache.xerces.parsers XMLAttributeDecl.java: org.apache.xerces.validators.common 1->2: 0  2->1: 82
SAXParserFactory.java: javax.xml.parsers SAXParser.java: org.apache.xerces.parsers 1->2: 15  2->1: 25
HTMLTableColElementImpl.java: org.apache.html.dom HTMLTableColElement.java: org.w3c.dom.html 1->2: 14  2->1: 16
UTF8CharReader.java: org.apache.xerces.readers CharDataChunk.java: org.apache.xerces.utils 1->2: 0  2->1: 23
DocumentImpl.java: org.apache.xerces.dom URI.java: org.apache.xerces.utils 1->2: 0  2->1: 157
SAXParseException.java: org.xml.sax SAXException.java: org.xml.sax 1->2: 14  2->1: 30
TextImpl.java: org.apache.xerces.dom DOMException.java: org.w3c.dom 1->2: 0  2->1: 13
DeepNodeListImpl.java: org.apache.xerces.dom ElementImpl.java: org.apache.xerces.dom 1->2: 12  2->1: 21
URI.java: org.apache.xerces.utils TraverseSchema.java: org.apache.xerces.validators.schema 1->2: 1357  2->1: 6
XMLReader.java: org.xml.sax XMLReaderAdapter.java: org.xml.sax.helpers 1->2: 43  2->1: 83
TimeDurationDatatypeValidator.java: org.apache.xerces.validators.datatype DatatypeValidator.java: org.apache.xerces.validators.datatype 1->2: 4  2->1: 20
SAXParser.java: javax.xml.parsers SAXParser.java: org.apache.xerces.parsers 1->2: 470  2->1: 18
TextImpl.java: org.apache.xerces.dom DOMParser.java: org.apache.xerces.parsers 1->2: 41  2->1: 2
AttrNSImpl.java: org.apache.xerces.dom DOMException.java: org.w3c.dom 1->2: 0  2->1: 14
XMLValidator.java: org.apache.xerces.validators.common LocatorImpl.java: org.xml.sax.helpers 1->2: 0  2->1: 44
FloatDatatypeValidator.java: org.apache.xerces.validators.datatype DatatypeMessageProvider.java: org.apache.xerces.validators.datatype 1->2: 1  2->1: 22
ParentNode.java: org.apache.xerces.dom DeferredDocumentImpl.java: org.apache.xerces.dom 1->2: 24  2->1: 48
InvalidDatatypeFacetException.java: org.apache.xerces.validators.datatype DecimalDatatypeValidator.java: org.apache.xerces.validators.datatype 1->2: 65  2->1: 0
WMLMetaElement.java: org.apache.wml WMLMetaElementImpl.java: org.apache.wml.dom 1->2: 11  2->1: 10
