Rmic.java: org.apache.tools.ant.taskdefs Path.java: org.apache.tools.ant.types 1->2: 0  2->1: 46
Project.java: org.apache.tools.ant PatternSet.java: org.apache.tools.ant.types 1->2: 35  2->1: 14
BuildException.java: org.apache.tools.ant RenameExtensions.java: org.apache.tools.ant.taskdefs.optional 1->2: 18  2->1: 0
ClassFile.java: org.apache.tools.ant.taskdefs.optional.depend ClassNameReader.java: org.apache.tools.ant.taskdefs.optional.jlink 1->2: 10  2->1: 6
Project.java: org.apache.tools.ant AntClassLoader.java: org.apache.tools.ant 1->2: 144  2->1: 34
ClassCPInfo.java: org.apache.tools.ant.taskdefs.optional.depend.constantpool ConstantPoolEntry.java: org.apache.tools.ant.taskdefs.optional.depend.constantpool 1->2: 21  2->1: 12
IPlanetEjbc.java: org.apache.tools.ant.taskdefs.optional.ejb IPlanetDeploymentTool.java: org.apache.tools.ant.taskdefs.optional.ejb 1->2: 27  2->1: 8
BuildException.java: org.apache.tools.ant CCCheckout.java: org.apache.tools.ant.taskdefs.optional.clearcase 1->2: 17  2->1: 0
BuildException.java: org.apache.tools.ant AntStructure.java: org.apache.tools.ant.taskdefs 1->2: 32  2->1: 0
Project.java: org.apache.tools.ant Main.java: org.apache.tools.ant 1->2: 221  2->1: 2
Project.java: org.apache.tools.ant Move.java: org.apache.tools.ant.taskdefs 1->2: 50  2->1: 2
Cvs.java: org.apache.tools.ant.taskdefs Commandline.java: org.apache.tools.ant.types 1->2: 1  2->1: 32
BuildException.java: org.apache.tools.ant Mapper.java: org.apache.tools.ant.types 1->2: 56  2->1: 0
CommandlineJava.java: org.apache.tools.ant.types Path.java: org.apache.tools.ant.types 1->2: 11  2->1: 58
BuildException.java: org.apache.tools.ant VAJUtil.java: org.apache.tools.ant.taskdefs.optional.ide 1->2: 54  2->1: 0
LogOutputStream.java: org.apache.tools.ant.taskdefs Javadoc.java: org.apache.tools.ant.taskdefs 1->2: 18  2->1: 0
BuildException.java: org.apache.tools.ant P4Base.java: org.apache.tools.ant.taskdefs.optional.perforce 1->2: 32  2->1: 0
BuildException.java: org.apache.tools.ant Jar.java: org.apache.tools.ant.taskdefs 1->2: 100  2->1: 0
BuildException.java: org.apache.tools.ant ConditionTask.java: org.apache.tools.ant.taskdefs 1->2: 24  2->1: 0
Project.java: org.apache.tools.ant UnknownElement.java: org.apache.tools.ant 1->2: 18  2->1: 3
AbstractMetamataTask.java: org.apache.tools.ant.taskdefs.optional.metamata Commandline.java: org.apache.tools.ant.types 1->2: 1  2->1: 26
Java.java: org.apache.tools.ant.taskdefs Kjc.java: org.apache.tools.ant.taskdefs.compilers 1->2: 12  2->1: 9
BuildException.java: org.apache.tools.ant Environment.java: org.apache.tools.ant.types 1->2: 26  2->1: 0
DirectoryScanner.java: org.apache.tools.ant Path.java: org.apache.tools.ant.types 1->2: 6  2->1: 37
XMLReport.java: org.apache.tools.ant.taskdefs.optional.sitraka ClassFile.java: org.apache.tools.ant.taskdefs.optional.sitraka.bytecode 1->2: 3  2->1: 28
Project.java: org.apache.tools.ant Expand.java: org.apache.tools.ant.taskdefs 1->2: 41  2->1: 3
Task.java: org.apache.tools.ant Echo.java: org.apache.tools.ant.taskdefs 1->2: 20  2->1: 2
Zip.java: org.apache.tools.ant.taskdefs ZipEntry.java: org.apache.tools.zip 1->2: 8  2->1: 37
BuildException.java: org.apache.tools.ant DependSet.java: org.apache.tools.ant.taskdefs 1->2: 24  2->1: 0
Project.java: org.apache.tools.ant VAJWorkspaceScanner.java: org.apache.tools.ant.taskdefs.optional.ide 1->2: 30  2->1: 2
Jikes.java: org.apache.tools.ant.taskdefs.compilers Path.java: org.apache.tools.ant.types 1->2: 0  2->1: 24
Jar.java: org.apache.tools.ant.taskdefs WeblogicDeploymentTool.java: org.apache.tools.ant.taskdefs.optional.ejb 1->2: 102  2->1: 0
AntClassLoader.java: org.apache.tools.ant BuildException.java: org.apache.tools.ant 1->2: 0  2->1: 84
BuildException.java: org.apache.tools.ant Definer.java: org.apache.tools.ant.taskdefs 1->2: 56  2->1: 0
BuildException.java: org.apache.tools.ant EjbJar.java: org.apache.tools.ant.taskdefs.optional.ejb 1->2: 66  2->1: 0
DirectoryScanner.java: org.apache.tools.ant Delete.java: org.apache.tools.ant.taskdefs 1->2: 20  2->1: 4
Target.java: org.apache.tools.ant VAJBuildInfo.java: org.apache.tools.ant.taskdefs.optional.ide 1->2: 20  2->1: 5
AbstractMetamataTask.java: org.apache.tools.ant.taskdefs.optional.metamata FileSet.java: org.apache.tools.ant.types 1->2: 0  2->1: 19
Property.java: org.apache.tools.ant.taskdefs Path.java: org.apache.tools.ant.types 1->2: 11  2->1: 33
CompileTask.java: org.apache.tools.ant.taskdefs Ant.java: org.apache.tools.ant.taskdefs 1->2: 21  2->1: 9
BuildException.java: org.apache.tools.ant VAJAntToolGUI.java: org.apache.tools.ant.taskdefs.optional.ide 1->2: 59  2->1: 0
Project.java: org.apache.tools.ant Exec.java: org.apache.tools.ant.taskdefs 1->2: 58  2->1: 6
Java.java: org.apache.tools.ant.taskdefs IContract.java: org.apache.tools.ant.taskdefs.optional 1->2: 28  2->1: 17
Cab.java: org.apache.tools.ant.taskdefs.optional Commandline.java: org.apache.tools.ant.types 1->2: 1  2->1: 28
Project.java: org.apache.tools.ant BuildException.java: org.apache.tools.ant 1->2: 0  2->1: 264
Project.java: org.apache.tools.ant ExecuteWatchdog.java: org.apache.tools.ant.taskdefs 1->2: 16  2->1: 4
BuildException.java: org.apache.tools.ant Tar.java: org.apache.tools.ant.taskdefs 1->2: 80  2->1: 0
DataType.java: org.apache.tools.ant.types FilterSet.java: org.apache.tools.ant.types 1->2: 21  2->1: 3
Tar.java: org.apache.tools.ant.taskdefs TarEntry.java: org.apache.tools.tar 1->2: 2  2->1: 37
RuntimeConfigurable.java: org.apache.tools.ant UnknownElement.java: org.apache.tools.ant 1->2: 17  2->1: 3
Delete.java: org.apache.tools.ant.taskdefs FileSet.java: org.apache.tools.ant.types 1->2: 25  2->1: 38
ExecTask.java: org.apache.tools.ant.taskdefs SignJar.java: org.apache.tools.ant.taskdefs 1->2: 23  2->1: 7
ConstantPool.java: org.apache.tools.ant.taskdefs.optional.depend.constantpool Code.java: org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.attributes 1->2: 23  2->1: 4
BuildException.java: org.apache.tools.ant P4Reopen.java: org.apache.tools.ant.taskdefs.optional.perforce 1->2: 32  2->1: 0
AntClassLoader.java: org.apache.tools.ant Path.java: org.apache.tools.ant.types 1->2: 2  2->1: 32
BuildException.java: org.apache.tools.ant SQLExec.java: org.apache.tools.ant.taskdefs 1->2: 97  2->1: 0
CovReport.java: org.apache.tools.ant.taskdefs.optional.sitraka Path.java: org.apache.tools.ant.types 1->2: 0  2->1: 101
ANTLR.java: org.apache.tools.ant.taskdefs.optional CommandlineJava.java: org.apache.tools.ant.types 1->2: 20  2->1: 17
BuildException.java: org.apache.tools.ant Deltree.java: org.apache.tools.ant.taskdefs 1->2: 56  2->1: 0
NameAndTypeCPInfo.java: org.apache.tools.ant.taskdefs.optional.depend.constantpool MethodRefCPInfo.java: org.apache.tools.ant.taskdefs.optional.depend.constantpool 1->2: 19  2->1: 11
Project.java: org.apache.tools.ant P4Counter.java: org.apache.tools.ant.taskdefs.optional.perforce 1->2: 11  2->1: 8
Patch.java: org.apache.tools.ant.taskdefs Commandline.java: org.apache.tools.ant.types 1->2: 1  2->1: 27
XMLReport.java: org.apache.tools.ant.taskdefs.optional.sitraka MethodInfoList.java: org.apache.tools.ant.taskdefs.optional.sitraka.bytecode 1->2: 0  2->1: 35
BuildException.java: org.apache.tools.ant MimeMail.java: org.apache.tools.ant.taskdefs.optional.net 1->2: 130  2->1: 0
AntClassLoader.java: org.apache.tools.ant XSLTProcess.java: org.apache.tools.ant.taskdefs 1->2: 36  2->1: 2
Project.java: org.apache.tools.ant Delete.java: org.apache.tools.ant.taskdefs 1->2: 116  2->1: 5
AntClassLoader.java: org.apache.tools.ant Mapper.java: org.apache.tools.ant.types 1->2: 17  2->1: 0
Cvs.java: org.apache.tools.ant.taskdefs Execute.java: org.apache.tools.ant.taskdefs 1->2: 16  2->1: 50
BuildException.java: org.apache.tools.ant Expand.java: org.apache.tools.ant.taskdefs 1->2: 42  2->1: 0
Project.java: org.apache.tools.ant TaskAdapter.java: org.apache.tools.ant 1->2: 25  2->1: 6
Javadoc.java: org.apache.tools.ant.taskdefs SourceFile.java: org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.attributes 1->2: 0  2->1: 19
Project.java: org.apache.tools.ant VAJLoadProjects.java: org.apache.tools.ant.taskdefs.optional.ide 1->2: 68  2->1: 3
BuildException.java: org.apache.tools.ant Mkdir.java: org.apache.tools.ant.taskdefs 1->2: 32  2->1: 0
BuildEvent.java: org.apache.tools.ant Log4jListener.java: org.apache.tools.ant.listener 1->2: 53  2->1: 10
Project.java: org.apache.tools.ant Jikes.java: org.apache.tools.ant.taskdefs.compilers 1->2: 39  2->1: 3
DefaultCompilerAdapter.java: org.apache.tools.ant.taskdefs.compilers Path.java: org.apache.tools.ant.types 1->2: 0  2->1: 108
IntrospectionHelper.java: org.apache.tools.ant BuildEvent.java: org.apache.tools.ant 1->2: 10  2->1: 62
Property.java: org.apache.tools.ant.taskdefs AntStarTeamCheckOut.java: org.apache.tools.ant.taskdefs.optional.scm 1->2: 28  2->1: 1
Project.java: org.apache.tools.ant DefaultLogger.java: org.apache.tools.ant 1->2: 70  2->1: 7
BuildException.java: org.apache.tools.ant Zip.java: org.apache.tools.ant.taskdefs 1->2: 153  2->1: 0
EjbJar.java: org.apache.tools.ant.taskdefs.optional.ejb FileSet.java: org.apache.tools.ant.types 1->2: 0  2->1: 21
InterfaceMethodRefCPInfo.java: org.apache.tools.ant.taskdefs.optional.depend.constantpool ClassCPInfo.java: org.apache.tools.ant.taskdefs.optional.depend.constantpool 1->2: 11  2->1: 18
Exec.java: org.apache.tools.ant.taskdefs StreamPumper.java: org.apache.tools.ant.taskdefs 1->2: 2  2->1: 17
UnknownElement.java: org.apache.tools.ant ProjectHelper.java: org.apache.tools.ant 1->2: 16  2->1: 2
Recorder.java: org.apache.tools.ant.taskdefs RecorderEntry.java: org.apache.tools.ant.taskdefs 1->2: 0  2->1: 31
BuildException.java: org.apache.tools.ant Cvs.java: org.apache.tools.ant.taskdefs 1->2: 40  2->1: 0
Jar.java: org.apache.tools.ant.taskdefs EjbJar.java: org.apache.tools.ant.taskdefs.optional.ejb 1->2: 14  2->1: 2
BuildListener.java: org.apache.tools.ant BuildEvent.java: org.apache.tools.ant 1->2: 15  2->1: 67
BuildException.java: org.apache.tools.ant Equals.java: org.apache.tools.ant.taskdefs.condition 1->2: 16  2->1: 0
ConstantPoolEntry.java: org.apache.tools.ant.taskdefs.optional.depend.constantpool DoubleCPInfo.java: org.apache.tools.ant.taskdefs.optional.depend.constantpool 1->2: 6  2->1: 12
ClassNameReader.java: org.apache.tools.ant.taskdefs.optional.jlink Code.java: org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.attributes 1->2: 6  2->1: 10
TarBuffer.java: org.apache.tools.tar TarInputStream.java: org.apache.tools.tar 1->2: 75  2->1: 39
PathConvert.java: org.apache.tools.ant.taskdefs Path.java: org.apache.tools.ant.types 1->2: 15  2->1: 57
Java.java: org.apache.tools.ant.taskdefs NetRexxC.java: org.apache.tools.ant.taskdefs.optional 1->2: 4  2->1: 13
BuildException.java: org.apache.tools.ant MAudit.java: org.apache.tools.ant.taskdefs.optional.metamata 1->2: 43  2->1: 0
MatchingTask.java: org.apache.tools.ant.taskdefs PatternSet.java: org.apache.tools.ant.types 1->2: 21  2->1: 39
Project.java: org.apache.tools.ant Gcj.java: org.apache.tools.ant.taskdefs.compilers 1->2: 16  2->1: 3
ExecTask.java: org.apache.tools.ant.taskdefs Execute.java: org.apache.tools.ant.taskdefs 1->2: 19  2->1: 74
ZipEntry.java: org.apache.tools.zip ZipOutputStream.java: org.apache.tools.zip 1->2: 41  2->1: 7
Zip.java: org.apache.tools.ant.taskdefs Jar.java: org.apache.tools.ant.taskdefs 1->2: 38  2->1: 73
DirectoryScanner.java: org.apache.tools.ant AntStarTeamCheckOut.java: org.apache.tools.ant.taskdefs.optional.scm 1->2: 58  2->1: 105
Task.java: org.apache.tools.ant WLStop.java: org.apache.tools.ant.taskdefs.optional.ejb 1->2: 37  2->1: 2
WeblogicDeploymentTool.java: org.apache.tools.ant.taskdefs.optional.ejb Path.java: org.apache.tools.ant.types 1->2: 0  2->1: 57
Project.java: org.apache.tools.ant AntStarTeamCheckOut.java: org.apache.tools.ant.taskdefs.optional.scm 1->2: 128  2->1: 5
BuildException.java: org.apache.tools.ant Ant.java: org.apache.tools.ant.taskdefs 1->2: 16  2->1: 0
Project.java: org.apache.tools.ant JDependTask.java: org.apache.tools.ant.taskdefs.optional.jdepend 1->2: 41  2->1: 3
Environment.java: org.apache.tools.ant.types CommandlineJava.java: org.apache.tools.ant.types 1->2: 14  2->1: 4
Execute.java: org.apache.tools.ant.taskdefs NetCommand.java: org.apache.tools.ant.taskdefs.optional.dotnet 1->2: 21  2->1: 1
BuildException.java: org.apache.tools.ant SendEmail.java: org.apache.tools.ant.taskdefs 1->2: 48  2->1: 0
DefaultCompilerAdapter.java: org.apache.tools.ant.taskdefs.compilers Commandline.java: org.apache.tools.ant.types 1->2: 0  2->1: 72
BuildEvent.java: org.apache.tools.ant VAJAntToolGUI.java: org.apache.tools.ant.taskdefs.optional.ide 1->2: 149  2->1: 0
BuildException.java: org.apache.tools.ant Not.java: org.apache.tools.ant.taskdefs.condition 1->2: 24  2->1: 0
ZipLong.java: org.apache.tools.zip ZipOutputStream.java: org.apache.tools.zip 1->2: 169  2->1: 1
Java.java: org.apache.tools.ant.taskdefs JDependTask.java: org.apache.tools.ant.taskdefs.optional.jdepend 1->2: 38  2->1: 23
ConstantPool.java: org.apache.tools.ant.taskdefs.optional.depend.constantpool ConstantPoolEntry.java: org.apache.tools.ant.taskdefs.optional.depend.constantpool 1->2: 28  2->1: 24
Project.java: org.apache.tools.ant SoundTask.java: org.apache.tools.ant.taskdefs.optional.sound 1->2: 21  2->1: 20
BuildException.java: org.apache.tools.ant NetCommand.java: org.apache.tools.ant.taskdefs.optional.dotnet 1->2: 28  2->1: 0
DefaultCompilerAdapter.java: org.apache.tools.ant.taskdefs.compilers DefaultRmicAdapter.java: org.apache.tools.ant.taskdefs.rmic 1->2: 8  2->1: 10
ConstantPoolEntry.java: org.apache.tools.ant.taskdefs.optional.depend.constantpool ClassNameReader.java: org.apache.tools.ant.taskdefs.optional.jlink 1->2: 10  2->1: 9
Coverage.java: org.apache.tools.ant.taskdefs.optional.sitraka CovMerge.java: org.apache.tools.ant.taskdefs.optional.sitraka 1->2: 23  2->1: 14
XMLValidateTask.java: org.apache.tools.ant.taskdefs.optional Path.java: org.apache.tools.ant.types 1->2: 1  2->1: 26
BuildException.java: org.apache.tools.ant ANTLR.java: org.apache.tools.ant.taskdefs.optional 1->2: 94  2->1: 0
BuildException.java: org.apache.tools.ant Ejbc.java: org.apache.tools.ant.taskdefs.optional.ejb 1->2: 48  2->1: 0
BuildLogger.java: org.apache.tools.ant RecorderEntry.java: org.apache.tools.ant.taskdefs 1->2: 6  2->1: 17
XMLReport.java: org.apache.tools.ant.taskdefs.optional.sitraka CovReport.java: org.apache.tools.ant.taskdefs.optional.sitraka 1->2: 19  2->1: 5
SendEmail.java: org.apache.tools.ant.taskdefs MimeMail.java: org.apache.tools.ant.taskdefs.optional.net 1->2: 13  2->1: 7
BuildException.java: org.apache.tools.ant ZipFileSet.java: org.apache.tools.ant.types 1->2: 24  2->1: 0
ZipFileSet.java: org.apache.tools.ant.types FileSet.java: org.apache.tools.ant.types 1->2: 3  2->1: 51
Project.java: org.apache.tools.ant Available.java: org.apache.tools.ant.taskdefs 1->2: 28  2->1: 9
BuildException.java: org.apache.tools.ant AntStarTeamCheckOut.java: org.apache.tools.ant.taskdefs.optional.scm 1->2: 26  2->1: 0
Property.java: org.apache.tools.ant.taskdefs Ant.java: org.apache.tools.ant.taskdefs 1->2: 31  2->1: 1
