getRecordWriter: ParseOutputFormat.java: src.java.org.apache.nutch.parse Diff:68
merge: SegmentMerger.java: src.java.org.apache.nutch.segment Diff:60
main: HighFreqTerms.java: src.java.org.apache.nutch.indexer Diff:16
close: OldFetcher.java: src.java.org.apache.nutch.fetcher Diff:1
parsePlugin: PluginManifestParser.java: src.java.org.apache.nutch.plugin Diff:9
write: Hits.java: src.java.org.apache.nutch.searcher Diff:5
identify: LanguageIdentifier.java: src.plugin.languageidentifier.src.java.org.apache.nutch.analysis.lang Diff:24
reduce: IndexerMapReduce.java: src.java.org.apache.nutch.indexer Diff:31
main: Loops.java: src.java.org.apache.nutch.scoring.webgraph Diff:5
inflateBestEffort: DeflateUtils.java: src.java.org.apache.nutch.util Diff:4
parsePluginFolder: PluginManifestParser.java: src.java.org.apache.nutch.plugin Diff:4
makeLock: FsDirectory.java: src.java.org.apache.nutch.indexer Diff:9
main: OntologyImpl.java: src.plugin.ontology.src.java.org.apache.nutch.ontology.jena Diff:57
close: LuceneWriter.java: src.java.org.apache.nutch.indexer.lucene Diff:38
getFieldValues: NutchDocument.java: src.java.org.apache.nutch.indexer Diff:5
resolveEncodingAlias: EncodingDetector.java: src.java.org.apache.nutch.util Diff:21
unzipBestEffort: GZIPUtils.java: src.java.org.apache.nutch.util Diff:3
configure: LinkDbMerger.java: src.java.org.apache.nutch.crawl Diff:9
next: NutchDocumentTokenizer.java: src.java.org.apache.nutch.analysis Diff:1
run: CrawlDBScanner.java: src.java.org.apache.nutch.tools Diff:13
main: IndexMerger.java: src.java.org.apache.nutch.indexer Diff:14
doPost: Cached.java: src.java.org.apache.nutch.servlet Diff:8
filter: FieldQueryFilter.java: src.java.org.apache.nutch.searcher Diff:8
setMetaData: CrawlDatum.java: src.java.org.apache.nutch.crawl Diff:1
mapKey: SolrMappingReader.java: src.java.org.apache.nutch.indexer.solr Diff:31
reset: HTMLMetaTags.java: src.java.org.apache.nutch.parse Diff:2
configure: SolrDeleteDuplicates.java: src.java.org.apache.nutch.indexer.solr Diff:1
setConf: CCParseFilter.java: src.plugin.creativecommons.src.java.org.creativecommons.nutch Diff:12
retrieve: OntologyImpl.java: src.plugin.ontology.src.java.org.apache.nutch.ontology.jena Diff:50
reduce: ScoreUpdater.java: src.java.org.apache.nutch.scoring.webgraph Diff:8
merge: CrawlDbMerger.java: src.java.org.apache.nutch.crawl Diff:2
search: NutchBean.java: src.java.org.apache.nutch.searcher Diff:25
getExtensionFromAlias: ParserFactory.java: src.java.org.apache.nutch.parse Diff:46
getVersion: ParseData.java: src.java.org.apache.nutch.parse Diff:2
run: NodeDumper.java: src.java.org.apache.nutch.scoring.webgraph Diff:8
write: FieldsWritable.java: src.java.org.apache.nutch.indexer.field Diff:10
hasNext: NodeWalker.java: src.java.org.apache.nutch.util Diff:4
runExtractor: AnchorFields.java: src.java.org.apache.nutch.indexer.field Diff:1
getResponseWriter: ResponseWriters.java: src.java.org.apache.nutch.searcher.response Diff:1
getHttpEquivTags: HTMLMetaTags.java: src.java.org.apache.nutch.parse Diff:2
createLuceneDoc: LuceneWriter.java: src.java.org.apache.nutch.indexer.lucene Diff:18
run: SolrIndexer.java: src.java.org.apache.nutch.indexer.solr Diff:6
partitionSegment: Generator.java: src.java.org.apache.nutch.crawl Diff:27
close: FsDirectory.java: src.java.org.apache.nutch.indexer Diff:8
runScorer: BasicFields.java: src.java.org.apache.nutch.indexer.field Diff:3
getVersion: PluginDescriptor.java: src.java.org.apache.nutch.plugin Diff:8
run: ReprUrlFixer.java: src.java.org.apache.nutch.tools.compat Diff:27
run: Fetcher.java: src.java.org.apache.nutch.fetcher Diff:21
unzip: GZIPUtils.java: src.java.org.apache.nutch.util Diff:6
map: CrawlDbConverter.java: src.java.org.apache.nutch.tools.compat Diff:13
main: CustomFields.java: src.java.org.apache.nutch.indexer.field Diff:4
reduce: ReprUrlFixer.java: src.java.org.apache.nutch.tools.compat Diff:13
getDetails: LuceneSearchBean.java: src.java.org.apache.nutch.searcher Diff:2
search: SolrSearchBean.java: src.java.org.apache.nutch.searcher Diff:34
parseFieldNames: QueryFilters.java: src.java.org.apache.nutch.searcher Diff:1
getDetails: LuceneSearchBean.java: src.java.org.apache.nutch.searcher Diff:3
main: PluginRepository.java: src.java.org.apache.nutch.plugin Diff:45
logError: ArcSegmentCreator.java: src.java.org.apache.nutch.tools.arc Diff:48
getParser: OntologyImpl.java: src.plugin.ontology.src.java.org.apache.nutch.ontology.jena Diff:4
run: Generator.java: src.java.org.apache.nutch.crawl Diff:33
getAttribute: Extension.java: src.java.org.apache.nutch.plugin Diff:1
identify: LanguageIdentifier.java: src.plugin.languageidentifier.src.java.org.apache.nutch.analysis.lang Diff:23
get: NutchBean.java: src.java.org.apache.nutch.searcher Diff:1
getDirectory: IndexSearcher.java: src.java.org.apache.nutch.searcher Diff:2
addExportedLibRelative: PluginDescriptor.java: src.java.org.apache.nutch.plugin Diff:6
getDom: DomUtil.java: src.java.org.apache.nutch.util Diff:4
setConf: CCIndexingFilter.java: src.plugin.creativecommons.src.java.org.creativecommons.nutch Diff:3
runAnalysis: LinkRank.java: src.java.org.apache.nutch.scoring.webgraph Diff:8
getBaseHref: HTMLMetaTags.java: src.java.org.apache.nutch.parse Diff:2
update: CrawlDb.java: src.java.org.apache.nutch.crawl Diff:4
getMapRecords: SegmentReader.java: src.java.org.apache.nutch.segment Diff:32
distributeScoreToOutlink: TLDScoringFilter.java: src.plugin.tld.src.java.org.apache.nutch.scoring.tld Diff:3
main: LanguageIdentifier.java: src.plugin.languageidentifier.src.java.org.apache.nutch.analysis.lang Diff:7
getNoIndex: HTMLMetaTags.java: src.java.org.apache.nutch.parse Diff:2
list: SegmentReader.java: src.java.org.apache.nutch.segment Diff:55
clone: CrawlDatum.java: src.java.org.apache.nutch.crawl Diff:7
main: BasicFields.java: src.java.org.apache.nutch.indexer.field Diff:8
getHost: LinkDb.java: src.java.org.apache.nutch.crawl Diff:8
parseExtensionPoints: PluginManifestParser.java: src.java.org.apache.nutch.plugin Diff:23
getConf: CCParseFilter.java: src.plugin.creativecommons.src.java.org.creativecommons.nutch Diff:12
addLuceneBeans: DistributedSearchBean.java: src.java.org.apache.nutch.searcher Diff:2
get: AnalyzerFactory.java: src.java.org.apache.nutch.analysis Diff:1
setMajorCode: ParseStatus.java: src.java.org.apache.nutch.parse Diff:1
getModifiedTime: CrawlDatum.java: src.java.org.apache.nutch.crawl Diff:1
isLegalXml: OpenSearchServlet.java: src.java.org.apache.nutch.searcher Diff:14
read: HitDetails.java: src.java.org.apache.nutch.searcher Diff:4
getSorted: NGramProfile.java: src.plugin.languageidentifier.src.java.org.apache.nutch.analysis.lang Diff:20
init: LuceneSearchBean.java: src.java.org.apache.nutch.searcher Diff:6
getValues: HitDetails.java: src.java.org.apache.nutch.searcher Diff:5
readFields: GenericWritableConfigurable.java: src.java.org.apache.nutch.util Diff:1
map: CrawlDbFilter.java: src.java.org.apache.nutch.crawl Diff:5
getSegmentNames: FetchedSegments.java: src.java.org.apache.nutch.searcher Diff:2
map: ScoreUpdater.java: src.java.org.apache.nutch.scoring.webgraph Diff:1
main: FieldIndexer.java: src.java.org.apache.nutch.indexer.field Diff:10
main: NodeReader.java: src.java.org.apache.nutch.scoring.webgraph Diff:10
checkOutputSpecs: DeleteDuplicates.java: src.java.org.apache.nutch.indexer Diff:5
getPluginDescriptor: PluginRepository.java: src.java.org.apache.nutch.plugin Diff:20
getParsers: ParserFactory.java: src.java.org.apache.nutch.parse Diff:13
readFields: NutchDocument.java: src.java.org.apache.nutch.indexer Diff:5
readFields: Hits.java: src.java.org.apache.nutch.searcher Diff:7
run: PruneIndexTool.java: src.java.org.apache.nutch.tools Diff:7
indexSolr: SolrIndexer.java: src.java.org.apache.nutch.indexer.solr Diff:6
configure: CrawlDBScanner.java: src.java.org.apache.nutch.tools Diff:2
nextNode: NodeWalker.java: src.java.org.apache.nutch.util Diff:1
getExtensions: ParserFactory.java: src.java.org.apache.nutch.parse Diff:25
getDefault: AnalyzerFactory.java: src.java.org.apache.nutch.analysis Diff:4
getMimeType: MimeUtil.java: src.java.org.apache.nutch.util Diff:1
parseQueries: PruneIndexTool.java: src.java.org.apache.nutch.tools Diff:20
getDocumentMeta: NutchDocument.java: src.java.org.apache.nutch.indexer Diff:6
setBlackList: Subcollection.java: src.plugin.subcollection.src.java.org.apache.nutch.collection Diff:5
resolveUrls: ResolveUrls.java: src.java.org.apache.nutch.tools Diff:6
setRefresh: HTMLMetaTags.java: src.java.org.apache.nutch.parse Diff:2
makeIOException: SolrWriter.java: src.java.org.apache.nutch.indexer.solr Diff:11
get: AnalyzerFactory.java: src.java.org.apache.nutch.analysis Diff:1
dumpUrl: NodeReader.java: src.java.org.apache.nutch.scoring.webgraph Diff:7
get: NutchBean.java: src.java.org.apache.nutch.searcher Diff:1
getExplanation: NutchBean.java: src.java.org.apache.nutch.searcher Diff:22
toStrings: Summary.java: src.java.org.apache.nutch.searcher Diff:9
main: CrawlDbMerger.java: src.java.org.apache.nutch.crawl Diff:3
main: URLNormalizerChecker.java: src.java.org.apache.nutch.net Diff:10
getDetails: IndexSearcher.java: src.java.org.apache.nutch.searcher Diff:21
parseDmozFile: DmozParser.java: src.java.org.apache.nutch.tools Diff:4
run: DeleteDuplicates.java: src.java.org.apache.nutch.indexer Diff:11
readStatus: DomainSuffixesReader.java: src.java.org.apache.nutch.util.domain Diff:1
getId: Extension.java: src.java.org.apache.nutch.plugin Diff:1
getRecordReader: ArcInputFormat.java: src.java.org.apache.nutch.tools.arc Diff:2
configure: CrawlDbConverter.java: src.java.org.apache.nutch.tools.compat Diff:1
getRefreshTime: HTMLMetaTags.java: src.java.org.apache.nutch.parse Diff:2
main: CrawlDBScanner.java: src.java.org.apache.nutch.tools Diff:12
isStopWord: NutchAnalysis.java: src.java.org.apache.nutch.analysis Diff:1
getSummary: NutchBean.java: src.java.org.apache.nutch.searcher Diff:18
createFields: CustomFields.java: src.java.org.apache.nutch.indexer.field Diff:4
write: FieldWritable.java: src.java.org.apache.nutch.indexer.field Diff:1
open: SolrWriter.java: src.java.org.apache.nutch.indexer.solr Diff:2
readFields: Summary.java: src.java.org.apache.nutch.searcher Diff:12
merge: LinkDbMerger.java: src.java.org.apache.nutch.crawl Diff:11
main: ParsePluginsReader.java: src.java.org.apache.nutch.parse Diff:14
configure: DomainStatistics.java: src.java.org.apache.nutch.util.domain Diff:2
hasCopy: SolrMappingReader.java: src.java.org.apache.nutch.indexer.solr Diff:29
getRecordWriter: FetcherOutputFormat.java: src.java.org.apache.nutch.fetcher Diff:10
addNotExportedLibRelative: PluginDescriptor.java: src.java.org.apache.nutch.plugin Diff:6
addFieldOptions: LuceneWriter.java: src.java.org.apache.nutch.indexer.lucene Diff:40
filter: PluginRepository.java: src.java.org.apache.nutch.plugin Diff:40
search: DistributedSearchBean.java: src.java.org.apache.nutch.searcher Diff:29
reduce: LinkDbMerger.java: src.java.org.apache.nutch.crawl Diff:9
addSubCollectionField: SubcollectionIndexingFilter.java: src.plugin.subcollection.src.java.org.apache.nutch.indexer.subcollection Diff:4
renderRestriction: OntologyImpl.java: src.plugin.ontology.src.java.org.apache.nutch.ontology.jena Diff:49
filter: FeedIndexingFilter.java: src.plugin.feed.src.java.org.apache.nutch.indexer.feed Diff:12
readFields: FetcherOutput.java: src.java.org.apache.nutch.fetcher Diff:3
getSeqRecords: SegmentReader.java: src.java.org.apache.nutch.segment Diff:38
encode: Entities.java: src.java.org.apache.nutch.html Diff:9
init: OpenSearchServlet.java: src.java.org.apache.nutch.searcher Diff:2
createOutput: FsDirectory.java: src.java.org.apache.nutch.indexer Diff:9
fileLength: FsDirectory.java: src.java.org.apache.nutch.indexer Diff:6
getConf: HTMLLanguageParser.java: src.plugin.languageidentifier.src.java.org.apache.nutch.analysis.lang Diff:12
decode: Entities.java: src.java.org.apache.nutch.html Diff:2
setMeta: MetaWrapper.java: src.java.org.apache.nutch.metadata Diff:2
reduce: SegmentReader.java: src.java.org.apache.nutch.segment Diff:5
translateHits: IndexSearcher.java: src.java.org.apache.nutch.searcher Diff:22
getCopyMap: SolrMappingReader.java: src.java.org.apache.nutch.indexer.solr Diff:27
guessEncoding: EncodingDetector.java: src.java.org.apache.nutch.util Diff:3
reduce: DeleteDuplicates.java: src.java.org.apache.nutch.indexer Diff:5
getConf: FeedIndexingFilter.java: src.plugin.feed.src.java.org.apache.nutch.indexer.feed Diff:12
getDescriptor: Extension.java: src.java.org.apache.nutch.plugin Diff:2
indexerScore: TLDScoringFilter.java: src.plugin.tld.src.java.org.apache.nutch.scoring.tld Diff:3
incrementToken: NutchDocumentTokenizer.java: src.java.org.apache.nutch.analysis Diff:1
main: LinkDb.java: src.java.org.apache.nutch.crawl Diff:24
parse: ParsePluginsReader.java: src.java.org.apache.nutch.parse Diff:11
setFetchTime: CrawlDatum.java: src.java.org.apache.nutch.crawl Diff:1
addIndexBackendOptions: FeedIndexingFilter.java: src.plugin.feed.src.java.org.apache.nutch.indexer.feed Diff:17
getTargetPoint: Extension.java: src.java.org.apache.nutch.plugin Diff:2
reduce: ParseSegment.java: src.java.org.apache.nutch.parse Diff:31
main: LinkRank.java: src.java.org.apache.nutch.scoring.webgraph Diff:10
run: OldFetcher.java: src.java.org.apache.nutch.fetcher Diff:11
getConf: FieldQueryFilter.java: src.java.org.apache.nutch.searcher Diff:8
forceRefetch: AbstractFetchSchedule.java: src.java.org.apache.nutch.crawl Diff:25
deleteFile: FsDirectory.java: src.java.org.apache.nutch.indexer Diff:7
isStoringContent: OldFetcher.java: src.java.org.apache.nutch.fetcher Diff:1
getOutlinksJDK5Impl: OutlinkExtractor.java: src.java.org.apache.nutch.parse Diff:2
search: NutchBean.java: src.java.org.apache.nutch.searcher Diff:23
addSearchTerm: OntologyImpl.java: src.plugin.ontology.src.java.org.apache.nutch.ontology.jena Diff:49
main: SolrIndexer.java: src.java.org.apache.nutch.indexer.solr Diff:6
readConfig: NutchBean.java: src.java.org.apache.nutch.searcher Diff:1
setFetchSchedule: AdaptiveFetchSchedule.java: src.java.org.apache.nutch.crawl Diff:4
getRecordWriter: IndexerOutputFormat.java: src.java.org.apache.nutch.indexer Diff:4
leftPad: StringUtil.java: src.java.org.apache.nutch.util Diff:5
ping: NutchBean.java: src.java.org.apache.nutch.searcher Diff:8
invert: LinkDb.java: src.java.org.apache.nutch.crawl Diff:19
initialize: Subcollection.java: src.plugin.subcollection.src.java.org.apache.nutch.collection Diff:4
getRefreshHref: HTMLMetaTags.java: src.java.org.apache.nutch.parse Diff:2
setPluginClass: PluginDescriptor.java: src.java.org.apache.nutch.plugin Diff:2
getDetails: IndexSearcher.java: src.java.org.apache.nutch.searcher Diff:22
save: NGramProfile.java: src.plugin.languageidentifier.src.java.org.apache.nutch.analysis.lang Diff:48
addClassToConf: NutchIndexWriterFactory.java: src.java.org.apache.nutch.indexer Diff:5
addFieldUnprotected: NutchDocument.java: src.java.org.apache.nutch.indexer Diff:1
run: OldFetcher.java: src.java.org.apache.nutch.fetcher Diff:4
shouldFetch: AbstractFetchSchedule.java: src.java.org.apache.nutch.crawl Diff:18
getFieldNames: NutchDocument.java: src.java.org.apache.nutch.indexer Diff:7
setConf: TLDScoringFilter.java: src.plugin.tld.src.java.org.apache.nutch.scoring.tld Diff:3
runAnalysis: LinkRank.java: src.java.org.apache.nutch.scoring.webgraph Diff:8
getClazz: Extension.java: src.java.org.apache.nutch.plugin Diff:1
create: NGramProfile.java: src.plugin.languageidentifier.src.java.org.apache.nutch.analysis.lang Diff:41
oldToNew: IndexSorter.java: src.java.org.apache.nutch.indexer Diff:3
getExtension: ParserFactory.java: src.java.org.apache.nutch.parse Diff:43
close: CrawlDbConverter.java: src.java.org.apache.nutch.tools.compat Diff:13
renderHierarchy: OntologyImpl.java: src.plugin.ontology.src.java.org.apache.nutch.ontology.jena Diff:55
generatorSortValue: TLDScoringFilter.java: src.plugin.tld.src.java.org.apache.nutch.scoring.tld Diff:3
synonyms: OntologyImpl.java: src.plugin.ontology.src.java.org.apache.nutch.ontology.jena Diff:48
getRetriesSinceFetch: CrawlDatum.java: src.java.org.apache.nutch.crawl Diff:1
putAllMetaData: CrawlDatum.java: src.java.org.apache.nutch.crawl Diff:1
getDetails: SolrSearchBean.java: src.java.org.apache.nutch.searcher Diff:49
getValue: HitDetails.java: src.java.org.apache.nutch.searcher Diff:1
run: Injector.java: src.java.org.apache.nutch.crawl Diff:9
setPluginList: ParsePluginList.java: src.java.org.apache.nutch.parse Diff:2
close: LinkRank.java: src.java.org.apache.nutch.scoring.webgraph Diff:8
removeField: NutchDocument.java: src.java.org.apache.nutch.indexer Diff:6
hashCode: CrawlDatum.java: src.java.org.apache.nutch.crawl Diff:7
addIndexBackendOptions: LanguageIndexingFilter.java: src.plugin.languageidentifier.src.java.org.apache.nutch.analysis.lang Diff:15
usage: PruneIndexTool.java: src.java.org.apache.nutch.tools Diff:20
main: ParseText.java: src.java.org.apache.nutch.parse Diff:1
setAliases: ParsePluginList.java: src.java.org.apache.nutch.parse Diff:1
setClazz: Extension.java: src.java.org.apache.nutch.plugin Diff:2
reportStatus: OldFetcher.java: src.java.org.apache.nutch.fetcher Diff:1
getExtension: AnalyzerFactory.java: src.java.org.apache.nutch.analysis Diff:1
inject: Injector.java: src.java.org.apache.nutch.crawl Diff:10
get: DomainSuffixes.java: src.java.org.apache.nutch.util.domain Diff:2
getResourceString: PluginDescriptor.java: src.java.org.apache.nutch.plugin Diff:8
getConf: TLDScoringFilter.java: src.plugin.tld.src.java.org.apache.nutch.scoring.tld Diff:3
getParserById: ParserFactory.java: src.java.org.apache.nutch.parse Diff:21
init: CollectionManager.java: src.plugin.subcollection.src.java.org.apache.nutch.collection Diff:6
updateDbScore: TLDScoringFilter.java: src.plugin.tld.src.java.org.apache.nutch.scoring.tld Diff:3
ping: DistributedSearchBean.java: src.java.org.apache.nutch.searcher Diff:42
getFields: FieldsWritable.java: src.java.org.apache.nutch.indexer.field Diff:8
map: ParseSegment.java: src.java.org.apache.nutch.parse Diff:30
getExplanation: IndexSearcher.java: src.java.org.apache.nutch.searcher Diff:16
index: FieldIndexer.java: src.java.org.apache.nutch.indexer.field Diff:10
getContent: DistributedSegmentBean.java: src.java.org.apache.nutch.searcher Diff:2
fetch: Fetcher.java: src.java.org.apache.nutch.fetcher Diff:17
getDependencyLibs: PluginDescriptor.java: src.java.org.apache.nutch.plugin Diff:5
calculate: TextProfileSignature.java: src.java.org.apache.nutch.crawl Diff:22
getConf: TLDIndexingFilter.java: src.plugin.tld.src.java.org.apache.nutch.indexer.tld Diff:4
getInlinks: LinkDbReader.java: src.java.org.apache.nutch.crawl Diff:1
toHexString: StringUtil.java: src.java.org.apache.nutch.util Diff:9
findLoops: Loops.java: src.java.org.apache.nutch.scoring.webgraph Diff:5
calculate: MD5Signature.java: src.java.org.apache.nutch.crawl Diff:6
run: Loops.java: src.java.org.apache.nutch.scoring.webgraph Diff:7
getMetaData: CrawlDatum.java: src.java.org.apache.nutch.crawl Diff:1
init: CommonGrams.java: src.java.org.apache.nutch.analysis Diff:16
map: IndexerMapReduce.java: src.java.org.apache.nutch.indexer Diff:3
setPageRetrySchedule: AbstractFetchSchedule.java: src.java.org.apache.nutch.crawl Diff:11
read: Summary.java: src.java.org.apache.nutch.searcher Diff:8
setFParsePluginsFile: ParsePluginsReader.java: src.java.org.apache.nutch.parse Diff:14
mergeMetadata: FeedParser.java: src.plugin.feed.src.java.org.apache.nutch.parse.feed Diff:58
setNoCache: HTMLMetaTags.java: src.java.org.apache.nutch.parse Diff:2
fetch: OldFetcher.java: src.java.org.apache.nutch.fetcher Diff:7
subclasses: OntologyImpl.java: src.plugin.ontology.src.java.org.apache.nutch.ontology.jena Diff:27
configure: CrawlDbFilter.java: src.java.org.apache.nutch.crawl Diff:1
renderAnonymous: OntologyImpl.java: src.plugin.ontology.src.java.org.apache.nutch.ontology.jena Diff:53
close: ReprUrlFixer.java: src.java.org.apache.nutch.tools.compat Diff:13
run: ArcSegmentCreator.java: src.java.org.apache.nutch.tools.arc Diff:55
map: FieldIndexer.java: src.java.org.apache.nutch.indexer.field Diff:2
map: SegmentMerger.java: src.java.org.apache.nutch.segment Diff:5
getConf: FeedParser.java: src.plugin.feed.src.java.org.apache.nutch.parse.feed Diff:12
lengthNorm: NutchSimilarity.java: src.java.org.apache.nutch.indexer Diff:3
checkConfiguration: Fetcher.java: src.java.org.apache.nutch.fetcher Diff:27
createJob: CrawlDb.java: src.java.org.apache.nutch.crawl Diff:6
equals: CrawlDatum.java: src.java.org.apache.nutch.crawl Diff:8
configure: LinkDbFilter.java: src.java.org.apache.nutch.crawl Diff:1
main: ParseData.java: src.java.org.apache.nutch.parse Diff:2
reduce: FieldIndexer.java: src.java.org.apache.nutch.indexer.field Diff:9
main: EncodingDetector.java: src.java.org.apache.nutch.util Diff:25
equals: Summary.java: src.java.org.apache.nutch.searcher Diff:10
setNoIndex: HTMLMetaTags.java: src.java.org.apache.nutch.parse Diff:2
getInlinks: NutchBean.java: src.java.org.apache.nutch.searcher Diff:13
getProtocol: ProtocolFactory.java: src.java.org.apache.nutch.protocol Diff:5
dumpUrl: LoopReader.java: src.java.org.apache.nutch.scoring.webgraph Diff:3
getMetaValues: MetaWrapper.java: src.java.org.apache.nutch.metadata Diff:4
readSuffix: DomainSuffixesReader.java: src.java.org.apache.nutch.util.domain Diff:3
map: ArcSegmentCreator.java: src.java.org.apache.nutch.tools.arc Diff:55
getFilter: CommonGrams.java: src.java.org.apache.nutch.analysis Diff:17
getConf: LanguageIndexingFilter.java: src.plugin.languageidentifier.src.java.org.apache.nutch.analysis.lang Diff:15
setConf: FeedIndexingFilter.java: src.plugin.feed.src.java.org.apache.nutch.indexer.feed Diff:17
main: CrawlDbReader.java: src.java.org.apache.nutch.crawl Diff:1
setMinorCode: ParseStatus.java: src.java.org.apache.nutch.parse Diff:1
getScore: CrawlDatum.java: src.java.org.apache.nutch.crawl Diff:1
filter: HTMLLanguageParser.java: src.plugin.languageidentifier.src.java.org.apache.nutch.analysis.lang Diff:9
main: ParserChecker.java: src.java.org.apache.nutch.parse Diff:13
getFetchSchedule: FetchScheduleFactory.java: src.java.org.apache.nutch.crawl Diff:7
init: LinkDbReader.java: src.java.org.apache.nutch.crawl Diff:2
addFieldOptions: LuceneWriter.java: src.java.org.apache.nutch.indexer.lucene Diff:39
createSubCollection: CollectionManager.java: src.plugin.subcollection.src.java.org.apache.nutch.collection Diff:19
toString: Summary.java: src.java.org.apache.nutch.searcher Diff:1
getOnlineClusterer: OnlineClustererFactory.java: src.java.org.apache.nutch.clustering Diff:3
dumpLinks: LinkDumper.java: src.java.org.apache.nutch.scoring.webgraph Diff:4
parseMapping: SolrMappingReader.java: src.java.org.apache.nutch.indexer.solr Diff:27
processOptions: LuceneWriter.java: src.java.org.apache.nutch.indexer.lucene Diff:35
addIndexBackendOptions: CCIndexingFilter.java: src.plugin.creativecommons.src.java.org.creativecommons.nutch Diff:3
getConf: CCQueryFilter.java: src.plugin.creativecommons.src.java.org.creativecommons.nutch Diff:1
fileExists: FsDirectory.java: src.java.org.apache.nutch.indexer Diff:6
add: NutchDocument.java: src.java.org.apache.nutch.indexer Diff:1
reduce: SolrDeleteDuplicates.java: src.java.org.apache.nutch.indexer.solr Diff:8
fixup: Query.java: src.java.org.apache.nutch.searcher Diff:4
search: NutchBean.java: src.java.org.apache.nutch.searcher Diff:24
getExtensionInstance: Extension.java: src.java.org.apache.nutch.plugin Diff:2
rightPad: StringUtil.java: src.java.org.apache.nutch.util Diff:2
invert: LinkDb.java: src.java.org.apache.nutch.crawl Diff:11
getConf: DomainStatistics.java: src.java.org.apache.nutch.util.domain Diff:2
getGeneralTags: HTMLMetaTags.java: src.java.org.apache.nutch.parse Diff:2
main: CrawlDbConverter.java: src.java.org.apache.nutch.tools.compat Diff:13
configure: CrawlDbReducer.java: src.java.org.apache.nutch.crawl Diff:1
add: LuceneWriter.java: src.java.org.apache.nutch.indexer.lucene Diff:34
runInitializer: LinkRank.java: src.java.org.apache.nutch.scoring.webgraph Diff:4
normalize: SpellCheckedMetadata.java: src.java.org.apache.nutch.metadata Diff:2
parseByExtensionId: ParseUtil.java: src.java.org.apache.nutch.parse Diff:20
close: LinkDbFilter.java: src.java.org.apache.nutch.crawl Diff:1
getClassLoader: PluginDescriptor.java: src.java.org.apache.nutch.plugin Diff:6
main: NutchDocumentTokenizer.java: src.java.org.apache.nutch.analysis Diff:2
getDomainName: URLUtil.java: src.java.org.apache.nutch.util Diff:2
addMeta: MetaWrapper.java: src.java.org.apache.nutch.metadata Diff:1
closeReaders: FSUtils.java: src.java.org.apache.nutch.util Diff:3
isDomainSuffix: DomainSuffixes.java: src.java.org.apache.nutch.util.domain Diff:3
readGTLDs: DomainSuffixesReader.java: src.java.org.apache.nutch.util.domain Diff:2
run: CrawlDbConverter.java: src.java.org.apache.nutch.tools.compat Diff:18
output: ArcSegmentCreator.java: src.java.org.apache.nutch.tools.arc Diff:48
doPost: SearchServlet.java: src.java.org.apache.nutch.searcher.response Diff:4
closeReaders: FSUtils.java: src.java.org.apache.nutch.util Diff:2
main: Fetcher.java: src.java.org.apache.nutch.fetcher Diff:17
isSuccess: ParseResult.java: src.java.org.apache.nutch.parse Diff:3
main: LinkDbReader.java: src.java.org.apache.nutch.crawl Diff:1
configure: Fetcher.java: src.java.org.apache.nutch.fetcher Diff:3
deflate: DeflateUtils.java: src.java.org.apache.nutch.util Diff:11
