StdXMLParser.java: net.n3.nanoxml IXMLReader.java: net.n3.nanoxml 1->2: 1  2->1: 201
InputFormat.java: org.jhotdraw.draw PertApplet.java: org.jhotdraw.samples.pert 1->2: 18  2->1: 0
Figure.java: org.jhotdraw.draw ODGGroupFigure.java: org.jhotdraw.samples.odg.figures 1->2: 36  2->1: 41
AbstractHandle.java: org.jhotdraw.draw LinkHandle.java: org.jhotdraw.samples.svg.figures 1->2: 24  2->1: 13
GeometryEdit.java: org.jhotdraw.draw TransformHandleKit.java: org.jhotdraw.draw 1->2: 18  2->1: 0
AbstractFigure.java: org.jhotdraw.draw Dimension2DDouble.java: org.jhotdraw.geom 1->2: 1  2->1: 14
DrawingEditor.java: org.jhotdraw.draw AttributeKey.java: org.jhotdraw.draw 1->2: 2  2->1: 100
AttributeKeys.java: org.jhotdraw.draw ButtonFactory.java: org.jhotdraw.draw.action 1->2: 22  2->1: 0
ODGView.java: org.jhotdraw.samples.odg SVGImageFigure.java: org.jhotdraw.samples.svg.figures 1->2: 10  2->1: 29
QuadTreeCompositeFigure.java: org.jhotdraw.draw QuadTree.java: org.jhotdraw.geom 1->2: 7  2->1: 36
AttributeKey.java: org.jhotdraw.draw PathTool.java: org.jhotdraw.samples.odg 1->2: 23  2->1: 0
Figure.java: org.jhotdraw.draw AttributeToggler.java: org.jhotdraw.draw.action 1->2: 18  2->1: 0
AttributeKey.java: org.jhotdraw.draw ODGGroupFigure.java: org.jhotdraw.samples.odg.figures 1->2: 140  2->1: 18
Figure.java: org.jhotdraw.draw ODGRectRadiusHandle.java: org.jhotdraw.samples.odg.figures 1->2: 18  2->1: 19
DrawingEditor.java: org.jhotdraw.draw StrokeToolBar.java: org.jhotdraw.samples.svg.gui 1->2: 26  2->1: 0
GraphicalCompositeFigure.java: org.jhotdraw.draw Handle.java: org.jhotdraw.draw 1->2: 10  2->1: 37
ChopRoundRectangleConnector.java: org.jhotdraw.draw RoundRectangleFigure.java: org.jhotdraw.draw 1->2: 7  2->1: 13
AbstractTool.java: org.jhotdraw.draw MoveConstrainedAction.java: org.jhotdraw.draw.action 1->2: 6  2->1: 26
FigureAttributeEditorHandler.java: org.jhotdraw.gui StrokeToolBar.java: org.jhotdraw.samples.svg.gui 1->2: 32  2->1: 0
AttributeKey.java: org.jhotdraw.draw SVGAttributeKeys.java: org.jhotdraw.samples.svg 1->2: 205  2->1: 0
CompositeColor.java: org.jhotdraw.color JHarmonicColorWheel.java: org.jhotdraw.color 1->2: 37  2->1: 0
AbstractView.java: org.jhotdraw.app SVGView.java: org.jhotdraw.samples.svg 1->2: 35  2->1: 17
ButtonFactory.java: org.jhotdraw.draw.action FontToolBar.java: org.jhotdraw.samples.svg.gui 1->2: 34  2->1: 0
StyleManager.java: org.jhotdraw.xml.css CSSParser.java: org.jhotdraw.xml.css 1->2: 15  2->1: 0
AbstractTool.java: org.jhotdraw.draw MoveAction.java: org.jhotdraw.draw.action 1->2: 2  2->1: 42
AttributeKeys.java: org.jhotdraw.draw QuadTreeCompositeFigure.java: org.jhotdraw.draw 1->2: 2  2->1: 16
ImageInputFormat.java: org.jhotdraw.draw Images.java: org.jhotdraw.util 1->2: 8  2->1: 10
StrokeToolBar.java: org.jhotdraw.samples.svg.gui ResourceBundleUtil.java: org.jhotdraw.util 1->2: 0  2->1: 33
ButtonFactory.java: org.jhotdraw.draw.action PertApplicationModel.java: org.jhotdraw.samples.pert 1->2: 20  2->1: 0
DrawingView.java: org.jhotdraw.draw FloatingTextArea.java: org.jhotdraw.draw 1->2: 17  2->1: 1
FigureEvent.java: org.jhotdraw.draw FigureAdapter.java: org.jhotdraw.draw 1->2: 21  2->1: 0
Figure.java: org.jhotdraw.draw AlignAction.java: org.jhotdraw.draw.action 1->2: 47  2->1: 0
FontToolBar.java: org.jhotdraw.samples.svg.gui JavaNumberFormatter.java: org.jhotdraw.text 1->2: 0  2->1: 18
DefaultDrawingViewTransferHandler.java: org.jhotdraw.draw Drawing.java: org.jhotdraw.draw 1->2: 0  2->1: 127
JPopupButton.java: org.jhotdraw.gui DrawingPanel.java: org.jhotdraw.samples.draw 1->2: 288  2->1: 4
Application.java: org.jhotdraw.app TeddyApplicationModel.java: org.jhotdraw.samples.teddy 1->2: 15  2->1: 0
Actions.java: org.jhotdraw.app.action DelegationSelectionTool.java: org.jhotdraw.draw 1->2: 54  2->1: 0
SVGPathFigure.java: org.jhotdraw.samples.svg.figures ResourceBundleUtil.java: org.jhotdraw.util 1->2: 10  2->1: 20
DrawingEditor.java: org.jhotdraw.draw Tool.java: org.jhotdraw.draw 1->2: 7  2->1: 27
Drawing.java: org.jhotdraw.draw LabeledLineConnectionFigureSample.java: org.jhotdraw.samples.mini 1->2: 23  2->1: 0
SVGView.java: org.jhotdraw.samples.svg SVGImageFigure.java: org.jhotdraw.samples.svg.figures 1->2: 10  2->1: 30
DelegationSelectionTool.java: org.jhotdraw.draw TextAreaCreationTool.java: org.jhotdraw.draw 1->2: 6  2->1: 17
IXMLReader.java: net.n3.nanoxml PIReader.java: net.n3.nanoxml 1->2: 31  2->1: 20
Connector.java: org.jhotdraw.draw ODGPathFigure.java: org.jhotdraw.samples.odg.figures 1->2: 41  2->1: 9
Drawing.java: org.jhotdraw.draw SelectionComponentRepainter.java: org.jhotdraw.draw.action 1->2: 34  2->1: 0
DefaultDrawing.java: org.jhotdraw.draw DrawingPanel.java: org.jhotdraw.samples.draw 1->2: 35  2->1: 2
DefaultDrawingViewTransferHandler.java: org.jhotdraw.draw CompositeFigureEvent.java: org.jhotdraw.draw 1->2: 0  2->1: 19
DrawLiveConnectApplet.java: org.jhotdraw.samples.draw NanoXMLDOMInput.java: org.jhotdraw.xml 1->2: 1  2->1: 24
ButtonFactory.java: org.jhotdraw.draw.action ODGDrawingPanel.java: org.jhotdraw.samples.odg 1->2: 34  2->1: 4
LinkToolBar.java: org.jhotdraw.samples.svg.gui ResourceBundleUtil.java: org.jhotdraw.util 1->2: 0  2->1: 17
ButtonFactory.java: org.jhotdraw.draw.action NetApplicationModel.java: org.jhotdraw.samples.net 1->2: 17  2->1: 0
TransformHandleKit.java: org.jhotdraw.draw SVGTextFigure.java: org.jhotdraw.samples.svg.figures 1->2: 12  2->1: 62
SVGRectFigure.java: org.jhotdraw.samples.svg.figures SVGOutputFormat.java: org.jhotdraw.samples.svg.io 1->2: 61  2->1: 0
ButtonFactory.java: org.jhotdraw.draw.action NetView.java: org.jhotdraw.samples.net 1->2: 8  2->1: 20
TextInputFormat.java: org.jhotdraw.draw Drawing.java: org.jhotdraw.draw 1->2: 4  2->1: 38
TextAreaFigure.java: org.jhotdraw.draw TextAreaEditingTool.java: org.jhotdraw.draw 1->2: 12  2->1: 21
LinearGradientPaint.java: org.apache.batik.ext.awt MultipleGradientPaintContext.java: org.apache.batik.ext.awt 1->2: 18  2->1: 1
DrawingView.java: org.jhotdraw.draw ConnectionTool.java: org.jhotdraw.draw 1->2: 44  2->1: 33
Figure.java: org.jhotdraw.draw NullHandle.java: org.jhotdraw.draw 1->2: 6  2->1: 18
DefaultColorSliderModel.java: org.jhotdraw.color JMixer.java: org.jhotdraw.samples.color 1->2: 26  2->1: 0
ConnectorHandle.java: org.jhotdraw.draw ResourceBundleUtil.java: org.jhotdraw.util 1->2: 2  2->1: 13
DrawingEditor.java: org.jhotdraw.draw BoundsOutlineHandle.java: org.jhotdraw.draw 1->2: 10  2->1: 20
FontCollectionNode.java: org.jhotdraw.gui.fontchooser PaletteFontChooserUI.java: org.jhotdraw.gui.plaf.palette 1->2: 124  2->1: 0
DefaultMDIApplication.java: org.jhotdraw.app ArrangeAction.java: org.jhotdraw.app.action 1->2: 1  2->1: 26
CompositeFigure.java: org.jhotdraw.draw Insets2D.java: org.jhotdraw.geom 1->2: 8  2->1: 34
LabeledLineConnectionFigure.java: org.jhotdraw.draw AttributeKey.java: org.jhotdraw.draw 1->2: 17  2->1: 91
MoveHandle.java: org.jhotdraw.draw Handle.java: org.jhotdraw.draw 1->2: 10  2->1: 24
LineConnectionFigure.java: org.jhotdraw.draw DOMOutput.java: org.jhotdraw.xml 1->2: 1  2->1: 18
DrawingEditor.java: org.jhotdraw.draw NetPanel.java: org.jhotdraw.samples.net 1->2: 59  2->1: 3
DefaultDrawingEditor.java: org.jhotdraw.draw PertPanel.java: org.jhotdraw.samples.pert 1->2: 60  2->1: 3
BezierFigure.java: org.jhotdraw.draw BezierControlPointHandle.java: org.jhotdraw.draw 1->2: 112  2->1: 23
FocusAction.java: org.jhotdraw.app.action ResourceBundleUtil.java: org.jhotdraw.util 1->2: 0  2->1: 24
DrawingView.java: org.jhotdraw.draw DefaultDrawingView.java: org.jhotdraw.draw 1->2: 151  2->1: 61
BezierTool.java: org.jhotdraw.draw DrawingPanel.java: org.jhotdraw.samples.draw 1->2: 22  2->1: 14
GridConstrainer.java: org.jhotdraw.draw EditGridPanel.java: org.jhotdraw.draw.action 1->2: 66  2->1: 0
Drawing.java: org.jhotdraw.draw MultiEditorSample.java: org.jhotdraw.samples.mini 1->2: 48  2->1: 0
DiamondFigure.java: org.jhotdraw.draw ChopDiamondConnector.java: org.jhotdraw.draw 1->2: 8  2->1: 12
DefaultDrawingEditor.java: org.jhotdraw.draw DrawingView.java: org.jhotdraw.draw 1->2: 24  2->1: 46
DrawView.java: org.jhotdraw.samples.draw ResourceBundleUtil.java: org.jhotdraw.util 1->2: 1  2->1: 17
DOMStorableInputOutputFormat.java: org.jhotdraw.draw PertView.java: org.jhotdraw.samples.pert 1->2: 25  2->1: 19
ConnectionTool.java: org.jhotdraw.draw AbstractTool.java: org.jhotdraw.draw 1->2: 12  2->1: 73
Drawing.java: org.jhotdraw.draw SVGDrawingPanel.java: org.jhotdraw.samples.svg 1->2: 89  2->1: 0
DrawingView.java: org.jhotdraw.draw AbstractDrawingViewAction.java: org.jhotdraw.draw.action 1->2: 19  2->1: 5
LineDecoration.java: org.jhotdraw.draw CompositeLineDecoration.java: org.jhotdraw.draw 1->2: 21  2->1: 6
Figure.java: org.jhotdraw.draw TextAreaCreationTool.java: org.jhotdraw.draw 1->2: 32  2->1: 17
AttributeKey.java: org.jhotdraw.draw ConvexHullOutlineHandle.java: org.jhotdraw.samples.svg.figures 1->2: 272  2->1: 2
DefaultHarmonicColorModel.java: org.jhotdraw.color DefaultColorSliderModel.java: org.jhotdraw.color 1->2: 64  2->1: 20
JFontChooser.java: org.jhotdraw.gui FontCollectionNode.java: org.jhotdraw.gui.fontchooser 1->2: 0  2->1: 38
DrawingView.java: org.jhotdraw.draw DefaultDragTracker.java: org.jhotdraw.draw 1->2: 33  2->1: 0
ODGView.java: org.jhotdraw.samples.odg UndoRedoManager.java: org.jhotdraw.undo 1->2: 8  2->1: 41
DnDTracker.java: org.jhotdraw.draw SelectionTool.java: org.jhotdraw.draw 1->2: 10  2->1: 14
Figure.java: org.jhotdraw.draw CompositeLineDecoration.java: org.jhotdraw.draw 1->2: 10  2->1: 18
ButtonFactory.java: org.jhotdraw.draw.action NetPanel.java: org.jhotdraw.samples.net 1->2: 14  2->1: 2
PaletteSliderUI.java: org.jhotdraw.gui.plaf.palette FontToolBar.java: org.jhotdraw.samples.svg.gui 1->2: 22  2->1: 0
TransformHandleKit.java: org.jhotdraw.draw Figure.java: org.jhotdraw.draw 1->2: 0  2->1: 111
PathTool.java: org.jhotdraw.samples.odg SVGPathFigure.java: org.jhotdraw.samples.svg.figures 1->2: 0  2->1: 25
AbstractConnectionHandle.java: org.jhotdraw.draw Handle.java: org.jhotdraw.draw 1->2: 13  2->1: 49
DrawingView.java: org.jhotdraw.draw DrawingEditor.java: org.jhotdraw.draw 1->2: 19  2->1: 32
CompositeFigure.java: org.jhotdraw.draw VerticalLayouter.java: org.jhotdraw.draw 1->2: 60  2->1: 8
HandleAttributeKeys.java: org.jhotdraw.draw ConvexHullOutlineHandle.java: org.jhotdraw.samples.svg.figures 1->2: 24  2->1: 3
RoundRectangleRadiusHandle.java: org.jhotdraw.draw AbstractHandle.java: org.jhotdraw.draw 1->2: 14  2->1: 33
DrawingEditor.java: org.jhotdraw.draw BezierTool.java: org.jhotdraw.draw 1->2: 39  2->1: 23
Handle.java: org.jhotdraw.draw SelectionTool.java: org.jhotdraw.draw 1->2: 12  2->1: 6
SVGDrawingPanel.java: org.jhotdraw.samples.svg ViewToolBar.java: org.jhotdraw.samples.svg.gui 1->2: 4  2->1: 11
HandleMulticaster.java: org.jhotdraw.draw Handle.java: org.jhotdraw.draw 1->2: 10  2->1: 24
Tool.java: org.jhotdraw.draw ButtonFactory.java: org.jhotdraw.draw.action 1->2: 83  2->1: 0
DOMStorableInputOutputFormat.java: org.jhotdraw.draw NanoXMLDOMInput.java: org.jhotdraw.xml 1->2: 45  2->1: 50
SVGTextAreaFigure.java: org.jhotdraw.samples.svg.figures ImageMapOutputFormat.java: org.jhotdraw.samples.svg.io 1->2: 33  2->1: 0
CompositeEdit.java: org.jhotdraw.undo UndoRedoManager.java: org.jhotdraw.undo 1->2: 7  2->1: 21
SVGTextFigure.java: org.jhotdraw.samples.svg.figures LinkHandle.java: org.jhotdraw.samples.svg.figures 1->2: 4  2->1: 12
BezierPath.java: org.jhotdraw.geom BezierDemo.java: org.jhotdraw.samples.mini 1->2: 171  2->1: 0
Figure.java: org.jhotdraw.draw Drawing.java: org.jhotdraw.draw 1->2: 121  2->1: 54
PaletteToolBarUI.java: org.jhotdraw.gui.plaf.palette PaletteLookAndFeel.java: org.jhotdraw.gui.plaf.palette 1->2: 0  2->1: 218
CloseHandle.java: org.jhotdraw.draw Figure.java: org.jhotdraw.draw 1->2: 18  2->1: 13
StdXMLReader.java: net.n3.nanoxml ODGInputFormat.java: org.jhotdraw.samples.odg.io 1->2: 80  2->1: 308
ODGEllipseFigure.java: org.jhotdraw.samples.odg.figures ODGInputFormat.java: org.jhotdraw.samples.odg.io 1->2: 45  2->1: 0
ChopRoundRectangleConnector.java: org.jhotdraw.draw Geom.java: org.jhotdraw.geom 1->2: 13  2->1: 39
TextFigure.java: org.jhotdraw.draw NetApplet.java: org.jhotdraw.samples.net 1->2: 28  2->1: 0
BezierFigure.java: org.jhotdraw.draw BezierPointLocator.java: org.jhotdraw.draw 1->2: 12  2->1: 8
DrawingEditor.java: org.jhotdraw.draw SVGApplicationModel.java: org.jhotdraw.samples.svg 1->2: 24  2->1: 0
TextAreaCreationTool.java: org.jhotdraw.draw AttributeKey.java: org.jhotdraw.draw 1->2: 2  2->1: 98
BezierPath.java: org.jhotdraw.geom DoubleStroke.java: org.jhotdraw.geom 1->2: 83  2->1: 0
AbstractHandle.java: org.jhotdraw.draw ODGRectRadiusHandle.java: org.jhotdraw.samples.odg.figures 1->2: 20  2->1: 13
DrawingEditor.java: org.jhotdraw.draw MultiEditorSample.java: org.jhotdraw.samples.mini 1->2: 15  2->1: 0
LineConnectionFigure.java: org.jhotdraw.draw DOMInput.java: org.jhotdraw.xml 1->2: 2  2->1: 39
ODGPathFigure.java: org.jhotdraw.samples.odg.figures ResourceBundleUtil.java: org.jhotdraw.util 1->2: 10  2->1: 20
FigureEvent.java: org.jhotdraw.draw LabeledLineConnectionFigure.java: org.jhotdraw.draw 1->2: 19  2->1: 19
SVGDrawingPanel.java: org.jhotdraw.samples.svg StrokeToolBar.java: org.jhotdraw.samples.svg.gui 1->2: 6  2->1: 21
ODGInputFormat.java: org.jhotdraw.samples.odg.io Gradient.java: org.jhotdraw.samples.svg 1->2: 0  2->1: 29
Figure.java: org.jhotdraw.draw ImageInputFormat.java: org.jhotdraw.draw 1->2: 28  2->1: 0
Figure.java: org.jhotdraw.draw DefaultDrawingView.java: org.jhotdraw.draw 1->2: 188  2->1: 12
DefaultDrawing.java: org.jhotdraw.draw NetPanel.java: org.jhotdraw.samples.net 1->2: 35  2->1: 2
ODGRectRadiusHandle.java: org.jhotdraw.samples.odg.figures ResourceBundleUtil.java: org.jhotdraw.util 1->2: 7  2->1: 12
CreationTool.java: org.jhotdraw.draw AbstractTool.java: org.jhotdraw.draw 1->2: 6  2->1: 42
Insets2D.java: org.jhotdraw.geom FileIconsSample.java: org.jhotdraw.samples.mini 1->2: 60  2->1: 0
ODGPathFigure.java: org.jhotdraw.samples.odg.figures Gradient.java: org.jhotdraw.samples.svg 1->2: 2  2->1: 17
ColorSliderUI.java: org.jhotdraw.color DefaultColorSliderModel.java: org.jhotdraw.color 1->2: 7  2->1: 12
StdXMLReader.java: net.n3.nanoxml ODGStylesReader.java: org.jhotdraw.samples.odg.io 1->2: 60  2->1: 231
TextAreaFigure.java: org.jhotdraw.draw FontSizeHandle.java: org.jhotdraw.draw 1->2: 9  2->1: 20
ToolEvent.java: org.jhotdraw.draw SelectionTool.java: org.jhotdraw.draw 1->2: 23  2->1: 2
AbstractAttributeEditorHandler.java: org.jhotdraw.gui FigureAttributeEditorHandler.java: org.jhotdraw.gui 1->2: 5  2->1: 45
QuadTreeCompositeFigure.java: org.jhotdraw.draw Dimension2DDouble.java: org.jhotdraw.geom 1->2: 0  2->1: 16
TextFigure.java: org.jhotdraw.draw TextHolderFigure.java: org.jhotdraw.draw 1->2: 23  2->1: 35
TextCreationTool.java: org.jhotdraw.draw CreationTool.java: org.jhotdraw.draw 1->2: 9  2->1: 49
Figure.java: org.jhotdraw.draw SVGOutputFormat.java: org.jhotdraw.samples.svg.io 1->2: 62  2->1: 0
LocatorConnector.java: org.jhotdraw.draw AbstractConnector.java: org.jhotdraw.draw 1->2: 11  2->1: 15
CreationTool.java: org.jhotdraw.draw TextAreaCreationTool.java: org.jhotdraw.draw 1->2: 60  2->1: 10
DiamondFigure.java: org.jhotdraw.draw Figure.java: org.jhotdraw.draw 1->2: 39  2->1: 30
AbstractApplication.java: org.jhotdraw.app Application.java: org.jhotdraw.app 1->2: 52  2->1: 98
ImageInputFormat.java: org.jhotdraw.draw DrawApplet.java: org.jhotdraw.samples.draw 1->2: 19  2->1: 1
SVGApplet.java: org.jhotdraw.samples.svg ResourceBundleUtil.java: org.jhotdraw.util 1->2: 0  2->1: 31
AbstractAttributedDecoratedFigure.java: org.jhotdraw.draw Insets2D.java: org.jhotdraw.geom 1->2: 2  2->1: 25
Figure.java: org.jhotdraw.draw AttributeAction.java: org.jhotdraw.draw.action 1->2: 24  2->1: 0
Figure.java: org.jhotdraw.draw StraightLineFigure.java: org.jhotdraw.samples.mini 1->2: 18  2->1: 36
HSVHarmonicColorWheelImageProducer.java: org.jhotdraw.color ColorWheelImageProducer.java: org.jhotdraw.color 1->2: 20  2->1: 22
ExportAction.java: org.jhotdraw.app.action JSheet.java: org.jhotdraw.gui 1->2: 3  2->1: 15
ButtonFactory.java: org.jhotdraw.draw.action ColorIcon.java: org.jhotdraw.draw.action 1->2: 0  2->1: 512
DrawingEditor.java: org.jhotdraw.draw BidirectionalConnectionTool.java: org.jhotdraw.draw 1->2: 9  2->1: 23
JPopupButton.java: org.jhotdraw.gui ODGDrawingPanel.java: org.jhotdraw.samples.odg 1->2: 292  2->1: 4
AttributeKeys.java: org.jhotdraw.draw TriangleFigure.java: org.jhotdraw.draw 1->2: 23  2->1: 2
DrawingView.java: org.jhotdraw.draw Handle.java: org.jhotdraw.draw 1->2: 12  2->1: 39
Handle.java: org.jhotdraw.draw ODGPathFigure.java: org.jhotdraw.samples.odg.figures 1->2: 44  2->1: 11
View.java: org.jhotdraw.app ODGInputFormat.java: org.jhotdraw.samples.odg.io 1->2: 93  2->1: 36
DOMStorableInputOutputFormat.java: org.jhotdraw.draw NetApplet.java: org.jhotdraw.samples.net 1->2: 28  2->1: 1
ButtonFactory.java: org.jhotdraw.draw.action AttributeAction.java: org.jhotdraw.draw.action 1->2: 0  2->1: 258
