NumberAxis.java: com.jrefinery.chart TickUnits.java: com.jrefinery.chart 1->2: 0  2->1: 74
JFreeChart.java: com.jrefinery.chart ChartChangeEvent.java: com.jrefinery.chart.event 1->2: 16  2->1: 49
XYPlot.java: com.jrefinery.chart ValueAxis.java: com.jrefinery.chart 1->2: 15  2->1: 97
Axis.java: com.jrefinery.chart VerticalNumberAxis3D.java: com.jrefinery.chart 1->2: 110  2->1: 26
XYPlot.java: com.jrefinery.chart VerticalNumberAxis.java: com.jrefinery.chart 1->2: 60  2->1: 47
HorizontalBarRenderer.java: com.jrefinery.chart HorizontalBarPlot.java: com.jrefinery.chart 1->2: 12  2->1: 4
ChartFactory.java: com.jrefinery.chart HorizontalDateAxis.java: com.jrefinery.chart 1->2: 0  2->1: 30
CombinedPlot.java: com.jrefinery.chart.combination AbstractAxisRange.java: com.jrefinery.chart.combination 1->2: 3  2->1: 31
Tick.java: com.jrefinery.chart CombinedHorizontalNumberAxis.java: com.jrefinery.chart.combination 1->2: 27  2->1: 1
CandlestickRenderer.java: com.jrefinery.chart XYPlot.java: com.jrefinery.chart 1->2: 1  2->1: 13
JFreeChart.java: com.jrefinery.chart JFreeChartPanel.java: com.jrefinery.chart 1->2: 75  2->1: 16
Plot.java: com.jrefinery.chart ChartChangeEvent.java: com.jrefinery.chart.event 1->2: 3  2->1: 16
ChartFactory.java: com.jrefinery.chart CombinedChart.java: com.jrefinery.chart.combination 1->2: 0  2->1: 14
HorizontalNumberAxis.java: com.jrefinery.chart CombinedHorizontalNumberAxis.java: com.jrefinery.chart.combination 1->2: 65  2->1: 57
JFreeChart.java: com.jrefinery.chart AbstractTitle.java: com.jrefinery.chart 1->2: 11  2->1: 88
Plot.java: com.jrefinery.chart CombinedChart.java: com.jrefinery.chart.combination 1->2: 10  2->1: 16
OverlaidHorizontalNumberAxis.java: com.jrefinery.chart.combination CombinedHorizontalNumberAxis.java: com.jrefinery.chart.combination 1->2: 33  2->1: 35
ValueAxis.java: com.jrefinery.chart JFreeChartDemo.java: com.jrefinery.chart.demo 1->2: 28  2->1: 0
Axis.java: com.jrefinery.chart AxisPropertyEditPanel.java: com.jrefinery.chart.ui 1->2: 78  2->1: 13
CombinedPlot.java: com.jrefinery.chart.combination CombinedVerticalNumberAxis.java: com.jrefinery.chart.combination 1->2: 41  2->1: 59
JFreeChart.java: com.jrefinery.chart ChartPropertyEditPanel.java: com.jrefinery.chart.ui 1->2: 24  2->1: 2
ChartFactory.java: com.jrefinery.chart VerticalNumberAxis.java: com.jrefinery.chart 1->2: 0  2->1: 63
HorizontalDateAxis.java: com.jrefinery.chart JFreeChartDemo.java: com.jrefinery.chart.demo 1->2: 25  2->1: 0
TextTitle.java: com.jrefinery.chart AbstractTitle.java: com.jrefinery.chart 1->2: 7  2->1: 101
VerticalNumberAxis.java: com.jrefinery.chart CombinedVerticalNumberAxis.java: com.jrefinery.chart.combination 1->2: 94  2->1: 60
DateUnit.java: com.jrefinery.chart DateAxis.java: com.jrefinery.chart 1->2: 18  2->1: 3
Axis.java: com.jrefinery.chart CombinedHorizontalNumberAxis.java: com.jrefinery.chart.combination 1->2: 108  2->1: 26
ValueAxis.java: com.jrefinery.chart HorizontalDateAxis.java: com.jrefinery.chart 1->2: 42  2->1: 19
JFreeChart.java: com.jrefinery.chart JFreeChartServletDemo.java: com.jrefinery.chart.demo 1->2: 42  2->1: 0
HorizontalNumberAxis.java: com.jrefinery.chart Plot.java: com.jrefinery.chart 1->2: 39  2->1: 79
HorizontalCategoryAxis.java: com.jrefinery.chart Axis.java: com.jrefinery.chart 1->2: 31  2->1: 95
DrawInfo.java: com.jrefinery.chart HorizontalBarPlot.java: com.jrefinery.chart 1->2: 13  2->1: 11
Axis.java: com.jrefinery.chart CombinedHorizontalDateAxis.java: com.jrefinery.chart.combination 1->2: 94  2->1: 26
PiePlot.java: com.jrefinery.chart Axis.java: com.jrefinery.chart 1->2: 26  2->1: 43
PiePlot.java: com.jrefinery.chart Plot.java: com.jrefinery.chart 1->2: 34  2->1: 107
XYPlot.java: com.jrefinery.chart StandardXYItemRenderer.java: com.jrefinery.chart 1->2: 14  2->1: 4
AbstractTitle.java: com.jrefinery.chart ImageTitle.java: com.jrefinery.chart 1->2: 59  2->1: 7
VerticalAxis.java: com.jrefinery.chart VerticalCategoryAxis.java: com.jrefinery.chart 1->2: 3  2->1: 12
HorizontalCategoryAxis.java: com.jrefinery.chart HorizontalAxis.java: com.jrefinery.chart 1->2: 12  2->1: 4
AxisNotCompatibleException.java: com.jrefinery.chart Plot.java: com.jrefinery.chart 1->2: 12  2->1: 2
CombinedHorizontalDateAxis.java: com.jrefinery.chart.combination AxisRange.java: com.jrefinery.chart.combination 1->2: 0  2->1: 20
PeriodMarkerPlot.java: com.jrefinery.chart Axis.java: com.jrefinery.chart 1->2: 26  2->1: 94
Plot.java: com.jrefinery.chart JFreeChartDemo.java: com.jrefinery.chart.demo 1->2: 464  2->1: 6
JFreeChart.java: com.jrefinery.chart TextTitle.java: com.jrefinery.chart 1->2: 10  2->1: 45
Tick.java: com.jrefinery.chart CombinedVerticalNumberAxis.java: com.jrefinery.chart.combination 1->2: 28  2->1: 1
JFreeChartFrame.java: com.jrefinery.chart JFreeChartDemo.java: com.jrefinery.chart.demo 1->2: 176  2->1: 0
MovingAveragePlotFitAlgorithm.java: com.jrefinery.chart.data JFreeChartDemo.java: com.jrefinery.chart.demo 1->2: 17  2->1: 0
Axis.java: com.jrefinery.chart Plot.java: com.jrefinery.chart 1->2: 265  2->1: 72
JFreeChart.java: com.jrefinery.chart Axis.java: com.jrefinery.chart 1->2: 44  2->1: 48
CombinedPlot.java: com.jrefinery.chart.combination CombinableAxis.java: com.jrefinery.chart.combination 1->2: 14  2->1: 35
LineAndShapeRenderer.java: com.jrefinery.chart LinePlot.java: com.jrefinery.chart 1->2: 9  2->1: 12
VerticalNumberAxis.java: com.jrefinery.chart JFreeChartServletDemo.java: com.jrefinery.chart.demo 1->2: 23  2->1: 0
HorizontalAxis.java: com.jrefinery.chart HorizontalNumberAxis.java: com.jrefinery.chart 1->2: 3  2->1: 12
ValueAxis.java: com.jrefinery.chart HorizontalBarPlot.java: com.jrefinery.chart 1->2: 24  2->1: 15
VerticalCategoryAxis.java: com.jrefinery.chart Plot.java: com.jrefinery.chart 1->2: 37  2->1: 67
Legend.java: com.jrefinery.chart LegendPropertyEditPanel.java: com.jrefinery.chart.ui 1->2: 19  2->1: 0
SampleXYDataset.java: com.jrefinery.chart.demo JFreeChartDemo.java: com.jrefinery.chart.demo 1->2: 15  2->1: 1
ChartFactory.java: com.jrefinery.chart JFreeChartServletDemo.java: com.jrefinery.chart.demo 1->2: 18  2->1: 0
VerticalBarPlot.java: com.jrefinery.chart VerticalNumberAxis.java: com.jrefinery.chart 1->2: 60  2->1: 46
CombinedChart.java: com.jrefinery.chart.combination CombinedPlot.java: com.jrefinery.chart.combination 1->2: 13  2->1: 8
Plot.java: com.jrefinery.chart CombinedHorizontalDateAxis.java: com.jrefinery.chart.combination 1->2: 40  2->1: 29
VerticalNumberAxis.java: com.jrefinery.chart NumberTickUnit.java: com.jrefinery.chart 1->2: 0  2->1: 14
CombinedVerticalNumberAxis.java: com.jrefinery.chart.combination OverlaidVerticalNumberAxis.java: com.jrefinery.chart.combination 1->2: 40  2->1: 35
Plot.java: com.jrefinery.chart CombinedPlot.java: com.jrefinery.chart.combination 1->2: 394  2->1: 47
DrawInfo.java: com.jrefinery.chart LinePlot.java: com.jrefinery.chart 1->2: 6  2->1: 11
CategoryAxis.java: com.jrefinery.chart Axis.java: com.jrefinery.chart 1->2: 3  2->1: 33
NumberAxis.java: com.jrefinery.chart HorizontalNumberAxis.java: com.jrefinery.chart 1->2: 26  2->1: 10
JFreeChartDemo.java: com.jrefinery.chart.demo DemoDatasetFactory.java: com.jrefinery.chart.demo 1->2: 15  2->1: 46
HorizontalDateAxis.java: com.jrefinery.chart CombinedHorizontalDateAxis.java: com.jrefinery.chart.combination 1->2: 74  2->1: 47
CategoryAxis.java: com.jrefinery.chart LinePlot.java: com.jrefinery.chart 1->2: 18  2->1: 3
JFreeChart.java: com.jrefinery.chart JFreeChartAppletDemo.java: com.jrefinery.chart.demo 1->2: 18  2->1: 0
VerticalNumberAxis.java: com.jrefinery.chart OverlaidVerticalNumberAxis.java: com.jrefinery.chart.combination 1->2: 57  2->1: 60
HorizontalAxis.java: com.jrefinery.chart CombinedPlot.java: com.jrefinery.chart.combination 1->2: 4  2->1: 10
AxisRange.java: com.jrefinery.chart.combination CombinedVerticalNumberAxis.java: com.jrefinery.chart.combination 1->2: 18  2->1: 0
ChartFactory.java: com.jrefinery.chart HorizontalNumberAxis.java: com.jrefinery.chart 1->2: 0  2->1: 16
Tick.java: com.jrefinery.chart HorizontalNumberAxis.java: com.jrefinery.chart 1->2: 128  2->1: 1
XYPlot.java: com.jrefinery.chart XYItemRenderer.java: com.jrefinery.chart 1->2: 9  2->1: 6
VerticalBarRenderer.java: com.jrefinery.chart VerticalBarPlot.java: com.jrefinery.chart 1->2: 15  2->1: 5
Plot.java: com.jrefinery.chart OverlaidHorizontalDateAxis.java: com.jrefinery.chart.combination 1->2: 33  2->1: 29
JFreeChartDemo.java: com.jrefinery.chart.demo SampleHighLowDataset.java: com.jrefinery.chart.demo 1->2: 49  2->1: 20
StandardLegendItemLayout.java: com.jrefinery.chart LegendItem.java: com.jrefinery.chart 1->2: 0  2->1: 31
HorizontalDateAxis.java: com.jrefinery.chart Plot.java: com.jrefinery.chart 1->2: 39  2->1: 69
JFreeChartPanel.java: com.jrefinery.chart Plot.java: com.jrefinery.chart 1->2: 7  2->1: 113
Tick.java: com.jrefinery.chart VerticalNumberAxis3D.java: com.jrefinery.chart 1->2: 29  2->1: 1
Tick.java: com.jrefinery.chart VerticalCategoryAxis.java: com.jrefinery.chart 1->2: 36  2->1: 1
JFreeChartServletDemo.java: com.jrefinery.chart.demo DemoDatasetFactory.java: com.jrefinery.chart.demo 1->2: 16  2->1: 207
ValueAxis.java: com.jrefinery.chart VerticalNumberAxis3D.java: com.jrefinery.chart 1->2: 19  2->1: 15
Plot.java: com.jrefinery.chart CombinedVerticalNumberAxis.java: com.jrefinery.chart.combination 1->2: 42  2->1: 29
Axis.java: com.jrefinery.chart AxisChangeEvent.java: com.jrefinery.chart.event 1->2: 17  2->1: 26
Plot.java: com.jrefinery.chart PlotChangeEvent.java: com.jrefinery.chart.event 1->2: 10  2->1: 30
VerticalCategoryAxis.java: com.jrefinery.chart HorizontalBarPlot.java: com.jrefinery.chart 1->2: 28  2->1: 46
Axis.java: com.jrefinery.chart OverlaidHorizontalNumberAxis.java: com.jrefinery.chart.combination 1->2: 77  2->1: 26
AxisRange.java: com.jrefinery.chart.combination CombinedPlot.java: com.jrefinery.chart.combination 1->2: 34  2->1: 3
CategoryAxis.java: com.jrefinery.chart VerticalCategoryAxis.java: com.jrefinery.chart 1->2: 16  2->1: 3
ValueAxis.java: com.jrefinery.chart WindItemRenderer.java: com.jrefinery.chart 1->2: 14  2->1: 0
DrawInfo.java: com.jrefinery.chart CombinedPlot.java: com.jrefinery.chart.combination 1->2: 4  2->1: 12
VerticalNumberAxis3D.java: com.jrefinery.chart StackedVerticalBarRenderer3D.java: com.jrefinery.chart 1->2: 15  2->1: 0
Axis.java: com.jrefinery.chart HorizontalBarPlot.java: com.jrefinery.chart 1->2: 168  2->1: 28
HorizontalAxis.java: com.jrefinery.chart OverlaidHorizontalNumberAxis.java: com.jrefinery.chart.combination 1->2: 9  2->1: 12
VerticalBarPlot.java: com.jrefinery.chart Plot.java: com.jrefinery.chart 1->2: 42  2->1: 115
StandardLegend.java: com.jrefinery.chart LegendPropertyEditPanel.java: com.jrefinery.chart.ui 1->2: 42  2->1: 4
VerticalBarPlot.java: com.jrefinery.chart BarPlot.java: com.jrefinery.chart 1->2: 21  2->1: 49
VerticalAxis.java: com.jrefinery.chart CombinedPlot.java: com.jrefinery.chart.combination 1->2: 4  2->1: 10
Plot.java: com.jrefinery.chart OverlaidVerticalNumberAxis.java: com.jrefinery.chart.combination 1->2: 33  2->1: 29
VerticalBarPlot.java: com.jrefinery.chart ChartFactory.java: com.jrefinery.chart 1->2: 25  2->1: 0
HorizontalAxis.java: com.jrefinery.chart HorizontalDateAxis.java: com.jrefinery.chart 1->2: 3  2->1: 12
JFreeChart.java: com.jrefinery.chart ChartUtilities.java: com.jrefinery.chart 1->2: 17  2->1: 0
ValueAxis.java: com.jrefinery.chart HorizontalNumberAxis.java: com.jrefinery.chart 1->2: 28  2->1: 19
Axis.java: com.jrefinery.chart VerticalCategoryAxis.java: com.jrefinery.chart 1->2: 93  2->1: 31
DescriptionPanel.java: com.jrefinery.chart.demo JFreeChartDemo.java: com.jrefinery.chart.demo 1->2: 61  2->1: 1
CombinedVerticalNumberAxis.java: com.jrefinery.chart.combination CombinableAxis.java: com.jrefinery.chart.combination 1->2: 8  2->1: 8
AxisPropertyEditPanel.java: com.jrefinery.chart.ui PlotPropertyEditPanel.java: com.jrefinery.chart.ui 1->2: 19  2->1: 1
NumberAxis.java: com.jrefinery.chart JFreeChartDemo.java: com.jrefinery.chart.demo 1->2: 56  2->1: 0
