figureRequestUpdate:;StandardDrawing.java:;package;CH.ifa.draw.standard;[in;StandardDrawing.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];11
execute:;AlignCommand.java:;package;CH.ifa.draw.standard;[in;AlignCommand.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];31
readBoolean:;StorableInput.java:;package;CH.ifa.draw.util;[in;StorableInput.java;[in;CH.ifa.draw.util;[in;src;[in;JHotDraw_5.2]]]];11
chop:;PolygonFigure.java:;package;CH.ifa.draw.contrib;[in;PolygonFigure.java;[in;CH.ifa.draw.contrib;[in;src;[in;JHotDraw_5.2]]]];41
findConnectionTarget:;ChangeConnectionHandle.java:;package;CH.ifa.draw.standard;[in;ChangeConnectionHandle.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];11
setAttribute:;PolyLineFigure.java:;package;CH.ifa.draw.figures;[in;PolyLineFigure.java;[in;CH.ifa.draw.figures;[in;src;[in;JHotDraw_5.2]]]];28
selectionChanged:;DrawApplication.java:;package;CH.ifa.draw.application;[in;DrawApplication.java;[in;CH.ifa.draw.application;[in;src;[in;JHotDraw_5.2]]]];12
release:;CompositeFigure.java:;package;CH.ifa.draw.standard;[in;CompositeFigure.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];11
setupAttributes:;DrawApplet.java:;package;CH.ifa.draw.applet;[in;DrawApplet.java;[in;CH.ifa.draw.applet;[in;src;[in;JHotDraw_5.2]]]];25
newWindow:;MDI_DrawApplication.java:;package;CH.ifa.draw.contrib;[in;[Working;copy];MDI_DrawApplication.java;[in;CH.ifa.draw.contrib;[in;src;[in;JHotDraw_5.2]]]];11
calculateLayout:;StandardLayouter.java:;package;CH.ifa.draw.contrib;[in;StandardLayouter.java;[in;CH.ifa.draw.contrib;[in;src;[in;JHotDraw_5.2]]]];34
endEdit:;TextTool.java:;package;CH.ifa.draw.figures;[in;TextTool.java;[in;CH.ifa.draw.figures;[in;src;[in;JHotDraw_5.2]]]];12
smoothPoints:;PolygonFigure.java:;package;CH.ifa.draw.contrib;[in;PolygonFigure.java;[in;CH.ifa.draw.contrib;[in;src;[in;JHotDraw_5.2]]]];32
ChangeAttributeCommand:;ChangeAttributeCommand.java:;package;CH.ifa.draw.standard;[in;ChangeAttributeCommand.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];14
actionPerformed:;CommandMenu.java:;package;CH.ifa.draw.util;[in;CommandMenu.java;[in;CH.ifa.draw.util;[in;src;[in;JHotDraw_5.2]]]];20
createTools:;DrawApplet.java:;package;CH.ifa.draw.applet;[in;DrawApplet.java;[in;CH.ifa.draw.applet;[in;src;[in;JHotDraw_5.2]]]];12
adjustFileName:;StandardStorageFormat.java:;package;CH.ifa.draw.util;[in;StandardStorageFormat.java;[in;CH.ifa.draw.util;[in;src;[in;JHotDraw_5.2]]]];14
createArrowMenu:;DrawApplication.java:;package;CH.ifa.draw.application;[in;DrawApplication.java;[in;CH.ifa.draw.application;[in;src;[in;JHotDraw_5.2]]]];11
read:;TextFigure.java:;package;CH.ifa.draw.figures;[in;TextFigure.java;[in;CH.ifa.draw.figures;[in;src;[in;JHotDraw_5.2]]]];14
figureRequestRemove:;StandardDrawing.java:;package;CH.ifa.draw.standard;[in;StandardDrawing.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];14
getImage:;Iconkit.java:;package;CH.ifa.draw.util;[in;Iconkit.java;[in;CH.ifa.draw.util;[in;src;[in;JHotDraw_5.2]]]];14
lineContainsPoint:;Geom.java:;package;CH.ifa.draw.util;[in;Geom.java;[in;CH.ifa.draw.util;[in;src;[in;JHotDraw_5.2]]]];29
lock:;StandardDrawing.java:;package;CH.ifa.draw.standard;[in;StandardDrawing.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];13
findSegment:;PolygonFigure.java:;package;CH.ifa.draw.contrib;[in;PolygonFigure.java;[in;CH.ifa.draw.contrib;[in;src;[in;JHotDraw_5.2]]]];20
add:;CommandMenu.java:;package;CH.ifa.draw.util;[in;CommandMenu.java;[in;CH.ifa.draw.util;[in;src;[in;JHotDraw_5.2]]]];11
restore:;SerializationStorageFormat.java:;package;CH.ifa.draw.util;[in;SerializationStorageFormat.java;[in;CH.ifa.draw.util;[in;src;[in;JHotDraw_5.2]]]];17
mouseMove:;FollowURLTool.java:;package;CH.ifa.draw.samples.javadraw;[in;FollowURLTool.java;[in;CH.ifa.draw.samples.javadraw;[in;src;[in;JHotDraw_5.2]]]];13
mouseDrag:;ConnectionTool.java:;package;CH.ifa.draw.standard;[in;ConnectionTool.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];16
switchToolBar:;CustomToolBar.java:;package;CH.ifa.draw.contrib;[in;CustomToolBar.java;[in;CH.ifa.draw.contrib;[in;src;[in;JHotDraw_5.2]]]];11
createAlignmentMenu:;DrawApplication.java:;package;CH.ifa.draw.application;[in;DrawApplication.java;[in;CH.ifa.draw.application;[in;src;[in;JHotDraw_5.2]]]];17
StandardDrawingView:;StandardDrawingView.java:;package;CH.ifa.draw.standard;[in;StandardDrawingView.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];18
createSplitPane:;SplitPaneDrawApplication.java:;package;CH.ifa.draw.contrib;[in;SplitPaneDrawApplication.java;[in;CH.ifa.draw.contrib;[in;src;[in;JHotDraw_5.2]]]];13
beginEdit:;TextTool.java:;package;CH.ifa.draw.figures;[in;TextTool.java;[in;CH.ifa.draw.figures;[in;src;[in;JHotDraw_5.2]]]];13
animationStep:;AnimationDecorator.java:;package;CH.ifa.draw.samples.javadraw;[in;AnimationDecorator.java;[in;CH.ifa.draw.samples.javadraw;[in;src;[in;JHotDraw_5.2]]]];20
scaleRotate:;PolygonFigure.java:;package;CH.ifa.draw.contrib;[in;PolygonFigure.java;[in;CH.ifa.draw.contrib;[in;src;[in;JHotDraw_5.2]]]];34
AlignCommand:;AlignCommand.java:;package;CH.ifa.draw.standard;[in;AlignCommand.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];11
store:;SerializationStorageFormat.java:;package;CH.ifa.draw.util;[in;SerializationStorageFormat.java;[in;CH.ifa.draw.util;[in;src;[in;JHotDraw_5.2]]]];14
createAttributesPanel:;DrawApplet.java:;package;CH.ifa.draw.applet;[in;DrawApplet.java;[in;CH.ifa.draw.applet;[in;src;[in;JHotDraw_5.2]]]];23
readString:;StorableInput.java:;package;CH.ifa.draw.util;[in;StorableInput.java;[in;CH.ifa.draw.util;[in;src;[in;JHotDraw_5.2]]]];12
displayBox:;LocatorConnector.java:;package;CH.ifa.draw.standard;[in;LocatorConnector.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];11
endOverlay:;FloatingTextField.java:;package;CH.ifa.draw.util;[in;FloatingTextField.java;[in;CH.ifa.draw.util;[in;src;[in;JHotDraw_5.2]]]];13
mousePressed:;StandardDrawingView.java:;package;CH.ifa.draw.standard;[in;StandardDrawingView.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];12
setDrawing:;StandardDrawingView.java:;package;CH.ifa.draw.standard;[in;StandardDrawingView.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];16
layout:;StandardLayouter.java:;package;CH.ifa.draw.contrib;[in;StandardLayouter.java;[in;CH.ifa.draw.contrib;[in;src;[in;JHotDraw_5.2]]]];29
remove:;CompositeFigure.java:;package;CH.ifa.draw.standard;[in;CompositeFigure.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];11
insertFigures:;FigureTransferCommand.java:;package;CH.ifa.draw.standard;[in;FigureTransferCommand.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];13
checkMinimumSize:;StandardDrawingView.java:;package;CH.ifa.draw.standard;[in;StandardDrawingView.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];14
createTools:;NetApp.java:;package;CH.ifa.draw.samples.net;[in;NetApp.java;[in;CH.ifa.draw.samples.net;[in;src;[in;JHotDraw_5.2]]]];12
removePointAt:;PolygonFigure.java:;package;CH.ifa.draw.contrib;[in;PolygonFigure.java;[in;CH.ifa.draw.contrib;[in;src;[in;JHotDraw_5.2]]]];16
constrainY:;ElbowHandle.java:;package;CH.ifa.draw.figures;[in;ElbowHandle.java;[in;CH.ifa.draw.figures;[in;src;[in;JHotDraw_5.2]]]];21
draw:;AbstractHandle.java:;package;CH.ifa.draw.standard;[in;AbstractHandle.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];12
locator:;PolygonFigure.java:;package;CH.ifa.draw.contrib;[in;PolygonFigure.java;[in;CH.ifa.draw.contrib;[in;src;[in;JHotDraw_5.2]]]];14
draw:;LocatorConnector.java:;package;CH.ifa.draw.standard;[in;LocatorConnector.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];11
keyPressed:;StandardDrawingView.java:;package;CH.ifa.draw.standard;[in;StandardDrawingView.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];19
updateLocation:;TextFigure.java:;package;CH.ifa.draw.figures;[in;TextFigure.java;[in;CH.ifa.draw.figures;[in;src;[in;JHotDraw_5.2]]]];17
splitSegment:;PolygonFigure.java:;package;CH.ifa.draw.contrib;[in;PolygonFigure.java;[in;CH.ifa.draw.contrib;[in;src;[in;JHotDraw_5.2]]]];13
invalidate:;AbstractFigure.java:;package;CH.ifa.draw.standard;[in;AbstractFigure.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];12
containsPoint:;PolyLineFigure.java:;package;CH.ifa.draw.figures;[in;PolyLineFigure.java;[in;CH.ifa.draw.figures;[in;src;[in;JHotDraw_5.2]]]];15
createTools:;PertApplication.java:;package;CH.ifa.draw.samples.pert;[in;PertApplication.java;[in;CH.ifa.draw.samples.pert;[in;src;[in;JHotDraw_5.2]]]];20
mouseDown:;TextTool.java:;package;CH.ifa.draw.figures;[in;TextTool.java;[in;CH.ifa.draw.figures;[in;src;[in;JHotDraw_5.2]]]];27
createWindowMenu:;JavaDrawApp.java:;package;CH.ifa.draw.samples.javadraw;[in;JavaDrawApp.java;[in;CH.ifa.draw.samples.javadraw;[in;src;[in;JHotDraw_5.2]]]];22
findFigureWithout:;CompositeFigure.java:;package;CH.ifa.draw.standard;[in;CompositeFigure.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];20
endPoint:;LineConnection.java:;package;CH.ifa.draw.figures;[in;LineConnection.java;[in;CH.ifa.draw.figures;[in;src;[in;JHotDraw_5.2]]]];11
addListeners:;DrawApplication.java:;package;CH.ifa.draw.application;[in;DrawApplication.java;[in;CH.ifa.draw.application;[in;src;[in;JHotDraw_5.2]]]];12
removeAll:;CompositeFigure.java:;package;CH.ifa.draw.standard;[in;CompositeFigure.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];12
startPoint:;LineConnection.java:;package;CH.ifa.draw.figures;[in;LineConnection.java;[in;CH.ifa.draw.figures;[in;src;[in;JHotDraw_5.2]]]];11
ToggleGridCommand:;ToggleGridCommand.java:;package;CH.ifa.draw.standard;[in;ToggleGridCommand.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];11
remove:;StandardDrawing.java:;package;CH.ifa.draw.standard;[in;StandardDrawing.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];12
getData:;FigureSelection.java:;package;CH.ifa.draw.framework;[in;FigureSelection.java;[in;CH.ifa.draw.framework;[in;src;[in;JHotDraw_5.2]]]];26
findEnd:;ChopBoxConnector.java:;package;CH.ifa.draw.standard;[in;ChopBoxConnector.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];12
loadDrawing:;DrawApplet.java:;package;CH.ifa.draw.applet;[in;DrawApplet.java;[in;CH.ifa.draw.applet;[in;src;[in;JHotDraw_5.2]]]];11
execute:;PasteCommand.java:;package;CH.ifa.draw.standard;[in;PasteCommand.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];15
handleCursorKey:;StandardDrawingView.java:;package;CH.ifa.draw.standard;[in;StandardDrawingView.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];29
decompose:;AbstractFigure.java:;package;CH.ifa.draw.standard;[in;AbstractFigure.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];11
handles:;PertFigure.java:;package;CH.ifa.draw.samples.pert;[in;PertFigure.java;[in;CH.ifa.draw.samples.pert;[in;src;[in;JHotDraw_5.2]]]];11
changed:;AbstractFigure.java:;package;CH.ifa.draw.standard;[in;AbstractFigure.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];12
handles:;LineConnection.java:;package;CH.ifa.draw.figures;[in;LineConnection.java;[in;CH.ifa.draw.figures;[in;src;[in;JHotDraw_5.2]]]];13
MDI_InternalFrame:;MDI_InternalFrame.java:;package;CH.ifa.draw.contrib;[in;MDI_InternalFrame.java;[in;CH.ifa.draw.contrib;[in;src;[in;JHotDraw_5.2]]]];11
addHandles:;BoxHandleKit.java:;package;CH.ifa.draw.standard;[in;BoxHandleKit.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];11
createTools:;NothingApp.java:;package;CH.ifa.draw.samples.nothing;[in;NothingApp.java;[in;CH.ifa.draw.samples.nothing;[in;src;[in;JHotDraw_5.2]]]];27
replace:;CompositeFigure.java:;package;CH.ifa.draw.standard;[in;CompositeFigure.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];12
mouseDown:;MySelectionTool.java:;package;CH.ifa.draw.samples.javadraw;[in;MySelectionTool.java;[in;CH.ifa.draw.samples.javadraw;[in;src;[in;JHotDraw_5.2]]]];13
findFigureInside:;AbstractFigure.java:;package;CH.ifa.draw.standard;[in;AbstractFigure.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];12
readInt:;StorableInput.java:;package;CH.ifa.draw.util;[in;StorableInput.java;[in;CH.ifa.draw.util;[in;src;[in;JHotDraw_5.2]]]];13
updatePoints:;ElbowConnection.java:;package;CH.ifa.draw.figures;[in;ElbowConnection.java;[in;CH.ifa.draw.figures;[in;src;[in;JHotDraw_5.2]]]];29
read:;PolyLineFigure.java:;package;CH.ifa.draw.figures;[in;PolyLineFigure.java;[in;CH.ifa.draw.figures;[in;src;[in;JHotDraw_5.2]]]];13
mouseDown:;DragTracker.java:;package;CH.ifa.draw.standard;[in;DragTracker.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];13
findConnectableFigure:;ConnectionTool.java:;package;CH.ifa.draw.standard;[in;ConnectionTool.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];11
mouseDown:;ConnectedTextTool.java:;package;CH.ifa.draw.figures;[in;ConnectedTextTool.java;[in;CH.ifa.draw.figures;[in;src;[in;JHotDraw_5.2]]]];15
adjustOffsets:;CustomSelectionTool.java:;package;CH.ifa.draw.contrib;[in;CustomSelectionTool.java;[in;CH.ifa.draw.contrib;[in;src;[in;JHotDraw_5.2]]]];13
findFigureInside:;CompositeFigure.java:;package;CH.ifa.draw.standard;[in;CompositeFigure.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];15
createFileFilter:;StandardStorageFormat.java:;package;CH.ifa.draw.util;[in;StandardStorageFormat.java;[in;CH.ifa.draw.util;[in;src;[in;JHotDraw_5.2]]]];24
mouseDrag:;DragTracker.java:;package;CH.ifa.draw.standard;[in;DragTracker.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];12
selectGroup:;SelectAreaTracker.java:;package;CH.ifa.draw.standard;[in;SelectAreaTracker.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];14
handlePopupMenu:;CustomSelectionTool.java:;package;CH.ifa.draw.contrib;[in;CustomSelectionTool.java;[in;CH.ifa.draw.contrib;[in;src;[in;JHotDraw_5.2]]]];16
writeString:;StorableOutput.java:;package;CH.ifa.draw.util;[in;StorableOutput.java;[in;CH.ifa.draw.util;[in;src;[in;JHotDraw_5.2]]]];20
write:;AttributeFigure.java:;package;CH.ifa.draw.figures;[in;AttributeFigure.java;[in;CH.ifa.draw.figures;[in;src;[in;JHotDraw_5.2]]]];12
initialize:;PertFigure.java:;package;CH.ifa.draw.samples.pert;[in;PertFigure.java;[in;CH.ifa.draw.samples.pert;[in;src;[in;JHotDraw_5.2]]]];25
readFromObjectInput:;DrawApplet.java:;package;CH.ifa.draw.applet;[in;DrawApplet.java;[in;CH.ifa.draw.applet;[in;src;[in;JHotDraw_5.2]]]];16
loadImageResource:;Iconkit.java:;package;CH.ifa.draw.util;[in;Iconkit.java;[in;CH.ifa.draw.util;[in;src;[in;JHotDraw_5.2]]]];11
checkDamage:;StandardDrawingView.java:;package;CH.ifa.draw.standard;[in;StandardDrawingView.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];12
createTools:;NothingApplet.java:;package;CH.ifa.draw.samples.nothing;[in;NothingApplet.java;[in;CH.ifa.draw.samples.nothing;[in;src;[in;JHotDraw_5.2]]]];29
beginEdit:;URLTool.java:;package;CH.ifa.draw.samples.javadraw;[in;URLTool.java;[in;CH.ifa.draw.samples.javadraw;[in;src;[in;JHotDraw_5.2]]]];20
mouseUp:;CreationTool.java:;package;CH.ifa.draw.standard;[in;CreationTool.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];11
mouseDown:;SelectionTool.java:;package;CH.ifa.draw.standard;[in;SelectionTool.java;[in;CH.ifa.draw.standard;[in;src;[in;JHotDraw_5.2]]]];31
