PigContext.java: org.apache.pig.impl FindQuantiles.java: org.apache.pig.impl.builtin 1->2: 5  2->1: 39
FloatMin.java: org.apache.pig.builtin TestBuiltin.java: org.apache.pig.test 1->2: 115  2->1: 0
PigException.java: org.apache.pig MIN.java: org.apache.pig.builtin 1->2: 80  2->1: 2
Schema.java: org.apache.hadoop.zebra.types TestSimpleType.java: org.apache.hadoop.zebra.pig 1->2: 48  2->1: 0
Schema.java: org.apache.hadoop.zebra.types LongMin.java: org.apache.pig.builtin 1->2: 34  2->1: 0
MRCompiler.java: org.apache.pig.backend.hadoop.executionengine.mapReduceLayer TestMergeJoin.java: org.apache.pig.test 1->2: 43  2->1: 0
PhysicalOperator.java: org.apache.pig.backend.hadoop.executionengine.physicalLayer POLocalRearrangeForIllustrate.java: org.apache.pig.backend.hadoop.executionengine.physicalLayer.relationalOperators 1->2: 33  2->1: 5
LOVisitor.java: org.apache.pig.impl.logicalLayer LOMapLookup.java: org.apache.pig.impl.logicalLayer 1->2: 86  2->1: 75
CachedTableScanner.java: org.apache.hadoop.zebra.mapred Tuple.java: org.apache.pig.data 1->2: 0  2->1: 19
LogicalOperator.java: org.apache.pig.impl.logicalLayer TestStore.java: org.apache.pig.test 1->2: 21  2->1: 0
LOProject.java: org.apache.pig.impl.logicalLayer ProjectStarTranslator.java: org.apache.pig.impl.logicalLayer 1->2: 49  2->1: 8
ExecException.java: org.apache.pig.backend.executionengine LocalLogToPhyTranslationVisitor.java: org.apache.pig.backend.local.executionengine.physicalLayer 1->2: 26  2->1: 0
LogToPhyTranslationVisitor.java: org.apache.pig.backend.hadoop.executionengine.physicalLayer NodeIdGenerator.java: org.apache.pig.impl.plan 1->2: 0  2->1: 77
LOProject.java: org.apache.pig.impl.logicalLayer Schema.java: org.apache.pig.impl.logicalLayer.schema 1->2: 20  2->1: 653
DefaultTuple.java: org.apache.pig.data TestDataBagAccess.java: org.apache.pig.test 1->2: 51  2->1: 0
SIGNUM.java: org.apache.pig.piggybank.evaluation.math FuncSpec.java: org.apache.pig 1->2: 0  2->1: 36
COR.java: org.apache.pig.piggybank.evaluation.stats Schema.java: org.apache.pig.impl.logicalLayer.schema 1->2: 6  2->1: 89
Schema.java: org.apache.hadoop.zebra.types TestSchemaParser.java: org.apache.pig.test 1->2: 114  2->1: 0
DotLOPrinter.java: org.apache.pig.impl.logicalLayer Operator.java: org.apache.pig.impl.plan 1->2: 0  2->1: 21
POForEach.java: org.apache.pig.backend.hadoop.executionengine.physicalLayer.relationalOperators ExampleTuple.java: org.apache.pig.pen.util 1->2: 0  2->1: 119
LocalLogToPhyTranslationVisitor.java: org.apache.pig.backend.local.executionengine.physicalLayer Schema.java: org.apache.pig.impl.logicalLayer.schema 1->2: 0  2->1: 34
ParseException.java: org.apache.hadoop.zebra.types TestNegative.java: org.apache.hadoop.zebra.io 1->2: 72  2->1: 0
PlanVisitor.java: org.apache.pig.impl.plan DependencyOrderLimitedWalker.java: org.apache.pig.pen.util 1->2: 5  2->1: 20
Schema.java: org.apache.hadoop.zebra.types TestSchemaPrimitive.java: org.apache.hadoop.zebra.types 1->2: 243  2->1: 0
ExpressionOperator.java: org.apache.pig.backend.hadoop.executionengine.physicalLayer.expressionOperators POPreCombinerLocalRearrange.java: org.apache.pig.backend.hadoop.executionengine.physicalLayer.relationalOperators 1->2: 31  2->1: 3
FloatRound.java: org.apache.pig.piggybank.evaluation.math Schema.java: org.apache.pig.impl.logicalLayer.schema 1->2: 0  2->1: 42
MRCompiler.java: org.apache.pig.backend.hadoop.executionengine.mapReduceLayer POFRJoin.java: org.apache.pig.backend.hadoop.executionengine.physicalLayer.relationalOperators 1->2: 1  2->1: 120
TestBasicTableIOFormatLocalFS.java: org.apache.hadoop.zebra.mapred Tuple.java: org.apache.pig.data 1->2: 0  2->1: 189
DefaultTuple.java: org.apache.pig.data TestUnion.java: org.apache.pig.test 1->2: 57  2->1: 0
InputOutputFileVisitor.java: org.apache.pig.impl.logicalLayer.validators PlanValidationException.java: org.apache.pig.impl.plan 1->2: 0  2->1: 65
PigMapBase.java: org.apache.pig.backend.hadoop.executionengine.mapReduceLayer PhysicalPlan.java: org.apache.pig.backend.hadoop.executionengine.physicalLayer.plans 1->2: 2  2->1: 17
GreaterThanExpr.java: org.apache.pig.backend.hadoop.executionengine.physicalLayer.expressionOperators DataType.java: org.apache.pig.data 1->2: 10  2->1: 20
Tuple.java: org.apache.pig.data TestConstExpr.java: org.apache.pig.test 1->2: 45  2->1: 0
FileLocalizer.java: org.apache.pig.impl.io StreamingCommand.java: org.apache.pig.impl.streaming 1->2: 8  2->1: 16
FloatMax.java: org.apache.pig.piggybank.evaluation.math Schema.java: org.apache.hadoop.zebra.types 1->2: 0  2->1: 50
LONot.java: org.apache.pig.impl.logicalLayer TestTypeCheckingValidator.java: org.apache.pig.test 1->2: 50  2->1: 0
SimpleCharStream.java: org.apache.hadoop.zebra.types TableSchemaParser.java: org.apache.hadoop.zebra.types 1->2: 112  2->1: 68
ParseException.java: org.apache.hadoop.zebra.types TestColumnGroupInserters.java: org.apache.hadoop.zebra.io 1->2: 36  2->1: 0
PhyPlanVisitor.java: org.apache.pig.backend.hadoop.executionengine.physicalLayer.plans POMultiQueryPackage.java: org.apache.pig.backend.hadoop.executionengine.physicalLayer.relationalOperators 1->2: 3  2->1: 72
LOSort.java: org.apache.pig.impl.logicalLayer FrontendException.java: org.apache.pig.impl.logicalLayer 1->2: 0  2->1: 65
Schema.java: org.apache.pig.impl.logicalLayer.schema NGramGenerator.java: org.apache.pig.tutorial 1->2: 81  2->1: 0
PlanPrinter.java: org.apache.pig.backend.hadoop.executionengine.physicalLayer.plans TestOperatorPlan.java: org.apache.pig.test 1->2: 138  2->1: 0
TestNegative.java: org.apache.hadoop.zebra.io Tuple.java: org.apache.pig.data 1->2: 0  2->1: 173
TestBasicTable.java: org.apache.hadoop.zebra.io Schema.java: org.apache.pig.impl.logicalLayer.schema 1->2: 0  2->1: 31
ExecException.java: org.apache.pig.backend.executionengine POSplit.java: org.apache.pig.backend.local.executionengine.physicalLayer.relationalOperators 1->2: 26  2->1: 0
MAX.java: org.apache.pig.piggybank.evaluation.math Schema.java: org.apache.hadoop.zebra.types 1->2: 0  2->1: 60
StringMax.java: org.apache.pig.builtin Schema.java: org.apache.pig.impl.logicalLayer.schema 1->2: 0  2->1: 29
DataByteArray.java: org.apache.pig.data TestLocalPOSplit.java: org.apache.pig.test 1->2: 158  2->1: 0
PigSlice.java: org.apache.pig.backend.executionengine Tuple.java: org.apache.pig.data 1->2: 0  2->1: 22
LogicalOperator.java: org.apache.pig.impl.logicalLayer BinaryExpressionOperator.java: org.apache.pig.impl.logicalLayer 1->2: 16  2->1: 12
CompilationMessageCollector.java: org.apache.pig.impl.plan LogicalPlanTester.java: org.apache.pig.test.utils 1->2: 34  2->1: 0
MIN.java: org.apache.pig.piggybank.evaluation.math TestMultiQuery.java: org.apache.pig.test 1->2: 31  2->1: 0
UnaryExpressionOperator.java: org.apache.pig.impl.logicalLayer LogicalPlanCloneHelper.java: org.apache.pig.impl.logicalLayer 1->2: 132  2->1: 80
LOStore.java: org.apache.pig.impl.logicalLayer RequiredFields.java: org.apache.pig.impl.plan 1->2: 0  2->1: 44
LogToPhyTranslationVisitor.java: org.apache.pig.backend.hadoop.executionengine.physicalLayer LogicalOperator.java: org.apache.pig.impl.logicalLayer 1->2: 185  2->1: 424
Schema.java: org.apache.hadoop.zebra.types StringMax.java: org.apache.pig.builtin 1->2: 35  2->1: 4
PigInputFormat.java: org.apache.pig.backend.hadoop.executionengine.mapReduceLayer Tuple.java: org.apache.pig.data 1->2: 0  2->1: 56
Tuple.java: org.apache.pig.data TestMRCompiler.java: org.apache.pig.test 1->2: 93  2->1: 0
PhysicalOperator.java: org.apache.pig.backend.hadoop.executionengine.physicalLayer POFilter.java: org.apache.pig.backend.hadoop.executionengine.physicalLayer.relationalOperators 1->2: 144  2->1: 19
HExecutionEngine.java: org.apache.pig.backend.hadoop.executionengine FileLocalizer.java: org.apache.pig.impl.io 1->2: 40  2->1: 50
TableLoader.java: org.apache.hadoop.zebra.pig TestBasicUnion.java: org.apache.hadoop.zebra.pig 1->2: 48  2->1: 0
DataType.java: org.apache.pig.data TestTypeCheckingValidatorNoSchema.java: org.apache.pig.test 1->2: 33  2->1: 0
LOBinCond.java: org.apache.pig.impl.logicalLayer SchemaCalculator.java: org.apache.pig.impl.logicalLayer.optimizer 1->2: 78  2->1: 42
Subtract.java: org.apache.pig.backend.hadoop.executionengine.physicalLayer.expressionOperators BinaryExpressionOperator.java: org.apache.pig.impl.logicalLayer 1->2: 10  2->1: 10
LOCogroup.java: org.apache.pig.impl.logicalLayer OpLimitOptimizerPrinter.java: org.apache.pig.test 1->2: 25  2->1: 105
POSplit.java: org.apache.pig.backend.hadoop.executionengine.physicalLayer.relationalOperators TestMRCompiler.java: org.apache.pig.test 1->2: 40  2->1: 2
FloatSum.java: org.apache.pig.builtin Tuple.java: org.apache.pig.data 1->2: 0  2->1: 42
DataByteArray.java: org.apache.pig.data TestUnion.java: org.apache.pig.test 1->2: 75  2->1: 0
DataType.java: org.apache.pig.data TestCharArrayToNumeric.java: org.apache.pig.test 1->2: 39  2->1: 0
EvalFunc.java: org.apache.pig Tuple.java: org.apache.pig.data 1->2: 0  2->1: 41
TestHelper.java: org.apache.pig.piggybank.test.storage TestFRJoin.java: org.apache.pig.test 1->2: 37  2->1: 0
LocalLogToPhyTranslationVisitor.java: org.apache.pig.backend.local.executionengine.physicalLayer LOSplit.java: org.apache.pig.impl.logicalLayer 1->2: 14  2->1: 11
DataStorage.java: org.apache.pig.backend.datastorage PigContext.java: org.apache.pig.impl 1->2: 29  2->1: 1
TestDataModel.java: org.apache.pig.test Util.java: org.apache.pig.test 1->2: 0  2->1: 32
LOGreaterThanEqual.java: org.apache.pig.impl.logicalLayer DotGraphVisitor.java: org.apache.pig.test.utils.dotGraph 1->2: 69  2->1: 74
MRCompiler.java: org.apache.pig.backend.hadoop.executionengine.mapReduceLayer POJoinPackage.java: org.apache.pig.backend.hadoop.executionengine.physicalLayer.relationalOperators 1->2: 0  2->1: 115
