RepositoryHandler.java: net.sourceforge.atunes.kernel.handlers Repository.java: net.sourceforge.atunes.kernel.modules.repository 1->2: 0  2->1: 205
PlayListHandler.java: net.sourceforge.atunes.kernel.handlers PlayListCommonOps.java: net.sourceforge.atunes.kernel.modules.playlist 1->2: 11  2->1: 25
PlayListHandler.java: net.sourceforge.atunes.kernel.handlers ApplicationDataHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 33  2->1: 4
EditPreferencesDialogController.java: net.sourceforge.atunes.kernel.controllers.editPreferencesDialog LanguageTool.java: net.sourceforge.atunes.utils.language 1->2: 0  2->1: 59
Artist.java: net.sourceforge.atunes.model.info Album.java: net.sourceforge.atunes.model.info 1->2: 8  2->1: 27
AudioScrobblerController.java: net.sourceforge.atunes.kernel.controllers.audioScrobbler RepositoryHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 3  2->1: 14
NavigationController.java: net.sourceforge.atunes.kernel.controllers.navigation Genre.java: net.sourceforge.atunes.model.info 1->2: 0  2->1: 17
RipperHandler.java: net.sourceforge.atunes.kernel.handlers Logger.java: net.sourceforge.atunes.utils.log4j 1->2: 0  2->1: 17
CloseListener.java: net.sourceforge.atunes.gui.dockableView DockableFrame.java: net.sourceforge.atunes.gui.dockableView 1->2: 18  2->1: 0
UrlLabel.java: net.sourceforge.atunes.gui.views.controls AudioScrobblerPanel.java: net.sourceforge.atunes.gui.views.panels 1->2: 36  2->1: 0
ExportOptionsDialogController.java: net.sourceforge.atunes.kernel.controllers.exportOptionsDialog VisualHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 0  2->1: 23
VisualHandler.java: net.sourceforge.atunes.kernel.handlers PlayListCommonOps.java: net.sourceforge.atunes.kernel.modules.playlist 1->2: 15  2->1: 20
NavigationPanel.java: net.sourceforge.atunes.gui.views.panels NavigationController.java: net.sourceforge.atunes.kernel.controllers.navigation 1->2: 115  2->1: 18
RepositoryHandler.java: net.sourceforge.atunes.kernel.handlers AbstractPlayer.java: net.sourceforge.atunes.kernel.handlers 1->2: 9  2->1: 88
AudioScrobblerController.java: net.sourceforge.atunes.kernel.controllers.audioScrobbler AudioScrobblerListener.java: net.sourceforge.atunes.kernel.modules.audioscrobbler 1->2: 2  2->1: 10
PlayListController.java: net.sourceforge.atunes.kernel.controllers.playList RepositoryHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 4  2->1: 65
NavigationController.java: net.sourceforge.atunes.kernel.controllers.navigation NavigationTableControlsActionListener.java: net.sourceforge.atunes.kernel.controllers.navigation.listeners 1->2: 13  2->1: 4
PlayListColumns.java: net.sourceforge.atunes.gui.views.controls.playList Radio.java: net.sourceforge.atunes.kernel.modules.radio 1->2: 0  2->1: 61
RipperHandler.java: net.sourceforge.atunes.kernel.handlers Encoder.java: net.sourceforge.atunes.kernel.modules.cdripper.encoders 1->2: 0  2->1: 11
NavigationController.java: net.sourceforge.atunes.kernel.controllers.navigation NavigationTabbedPaneChangeListener.java: net.sourceforge.atunes.kernel.controllers.navigation.listeners 1->2: 25  2->1: 2
PlayListController.java: net.sourceforge.atunes.kernel.controllers.playList PlayList.java: net.sourceforge.atunes.model.player 1->2: 0  2->1: 234
AudioScrobblerService.java: net.sourceforge.atunes.kernel.modules.audioscrobbler NetworkUtils.java: net.sourceforge.atunes.kernel.modules.network 1->2: 3  2->1: 50
ImageLoader.java: net.sourceforge.atunes.gui.images PlayListControlsPanel.java: net.sourceforge.atunes.gui.views.panels 1->2: 15  2->1: 0
AudioScrobblerAlbumsRunnable.java: net.sourceforge.atunes.kernel.modules.audioscrobbler AudioFile.java: net.sourceforge.atunes.kernel.modules.repository.audio 1->2: 0  2->1: 18
ControllerProxy.java: net.sourceforge.atunes.kernel AppMenuListener.java: net.sourceforge.atunes.kernel.controllers.menu 1->2: 157  2->1: 0
ChangeTitlesProcess.java: net.sourceforge.atunes.kernel.executors.processes AudioFile.java: net.sourceforge.atunes.kernel.modules.repository.audio 1->2: 0  2->1: 15
AppMenuListener.java: net.sourceforge.atunes.kernel.controllers.menu PlayListHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 0  2->1: 124
RepositoryHandler.java: net.sourceforge.atunes.kernel.handlers TagEditionOperations.java: net.sourceforge.atunes.kernel.modules.repository.tags.writer 1->2: 15  2->1: 0
AppMenuListener.java: net.sourceforge.atunes.kernel.controllers.menu RadioHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 0  2->1: 74
PlayListHandler.java: net.sourceforge.atunes.kernel.handlers Logger.java: net.sourceforge.atunes.utils.log4j 1->2: 0  2->1: 56
CdRipper.java: net.sourceforge.atunes.kernel.modules.cdripper Cdda2wav.java: net.sourceforge.atunes.kernel.modules.cdripper.cdda2wav 1->2: 3  2->1: 14
ControllerProxy.java: net.sourceforge.atunes.kernel EditTagDialogController.java: net.sourceforge.atunes.kernel.controllers.editTagDialog 1->2: 2  2->1: 11
RipperHandler.java: net.sourceforge.atunes.kernel.handlers CdRipper.java: net.sourceforge.atunes.kernel.modules.cdripper 1->2: 0  2->1: 24
FilePropertiesDialog.java: net.sourceforge.atunes.gui.views.dialogs LanguageTool.java: net.sourceforge.atunes.utils.language 1->2: 1  2->1: 33
NavigationTableModel.java: net.sourceforge.atunes.gui.model AudioFile.java: net.sourceforge.atunes.kernel.modules.repository.audio 1->2: 1  2->1: 30
ImageLoader.java: net.sourceforge.atunes.gui.images NavigationPanel.java: net.sourceforge.atunes.gui.views.panels 1->2: 14  2->1: 0
ID3v2TagReader.java: net.sourceforge.atunes.kernel.modules.repository.tags.reader ID3v2Tag.java: net.sourceforge.atunes.kernel.modules.repository.tags.tag 1->2: 0  2->1: 12
PlayListColumns.java: net.sourceforge.atunes.gui.views.controls.playList Genre.java: net.sourceforge.atunes.model.info 1->2: 0  2->1: 24
AbstractPlayer.java: net.sourceforge.atunes.kernel.handlers SystemTrayHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 110  2->1: 13
AudioScrobblerServiceHandler.java: net.sourceforge.atunes.kernel.handlers AudioScrobblerArtist.java: net.sourceforge.atunes.kernel.modules.audioscrobbler 1->2: 0  2->1: 23
Kernel.java: net.sourceforge.atunes.kernel Logger.java: net.sourceforge.atunes.utils.log4j 1->2: 6  2->1: 18
PlayListTable.java: net.sourceforge.atunes.gui.views.controls.playList PlayListController.java: net.sourceforge.atunes.kernel.controllers.playList 1->2: 137  2->1: 8
AudioScrobblerPanel.java: net.sourceforge.atunes.gui.views.panels AudioScrobblerController.java: net.sourceforge.atunes.kernel.controllers.audioScrobbler 1->2: 57  2->1: 2
ControllerProxy.java: net.sourceforge.atunes.kernel NavigationController.java: net.sourceforge.atunes.kernel.controllers.navigation 1->2: 19  2->1: 7
RadioHandler.java: net.sourceforge.atunes.kernel.handlers Radio.java: net.sourceforge.atunes.kernel.modules.radio 1->2: 0  2->1: 28
VisualHandler.java: net.sourceforge.atunes.kernel.handlers PlayListRowOps.java: net.sourceforge.atunes.kernel.modules.playlist 1->2: 25  2->1: 0
CopyProgressDialog.java: net.sourceforge.atunes.gui.views.dialogs VisualHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 28  2->1: 0
StandardFrame.java: net.sourceforge.atunes.gui PlayerControlsPanel.java: net.sourceforge.atunes.gui.views.panels 1->2: 3  2->1: 9
ControllerProxy.java: net.sourceforge.atunes.kernel PlayListHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 60  2->1: 14
RepositoryHandler.java: net.sourceforge.atunes.kernel.handlers Album.java: net.sourceforge.atunes.model.info 1->2: 1  2->1: 134
AppMenuListener.java: net.sourceforge.atunes.kernel.controllers.menu VisualHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 3  2->1: 102
NavigationMenusActionListener.java: net.sourceforge.atunes.kernel.controllers.navigation.listeners Album.java: net.sourceforge.atunes.model.info 1->2: 0  2->1: 22
TagViewRefresher.java: net.sourceforge.atunes.kernel.controllers.navigation Genre.java: net.sourceforge.atunes.model.info 1->2: 0  2->1: 12
MultipleFrame.java: net.sourceforge.atunes.gui DockableDialog.java: net.sourceforge.atunes.gui.dockableView 1->2: 8  2->1: 16
NodeToSongsTranslator.java: net.sourceforge.atunes.kernel.controllers.navigation RepositoryHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 0  2->1: 85
ApplicationUpdates.java: net.sourceforge.atunes.kernel.modules.updates LanguageTool.java: net.sourceforge.atunes.utils.language 1->2: 1  2->1: 11
VisualHandler.java: net.sourceforge.atunes.kernel.handlers AudioScrobblerServiceHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 22  2->1: 37
ExportOptionsDialogController.java: net.sourceforge.atunes.kernel.controllers.exportOptionsDialog ExportFilesProcess.java: net.sourceforge.atunes.kernel.executors.processes 1->2: 0  2->1: 11
AmazonService.java: net.sourceforge.atunes.kernel.modules.amazon Proxy.java: net.sourceforge.atunes.kernel.modules.proxy 1->2: 0  2->1: 36
AbstractPlayer.java: net.sourceforge.atunes.kernel.handlers PlayListIO.java: net.sourceforge.atunes.kernel.modules.playlist 1->2: 17  2->1: 0
ToolBar.java: net.sourceforge.atunes.gui ToolBarListener.java: net.sourceforge.atunes.kernel.controllers.toolbar 1->2: 18  2->1: 0
SetAlbumNamesProcess.java: net.sourceforge.atunes.kernel.executors.processes AudioFile.java: net.sourceforge.atunes.kernel.modules.repository.audio 1->2: 0  2->1: 16
EditTagDialog.java: net.sourceforge.atunes.gui.views.dialogs LanguageTool.java: net.sourceforge.atunes.utils.language 1->2: 1  2->1: 21
Kernel.java: net.sourceforge.atunes.kernel BackgroundExecutor.java: net.sourceforge.atunes.kernel.executors 1->2: 6  2->1: 7
NavigationController.java: net.sourceforge.atunes.kernel.controllers.navigation NavigationMenusActionListener.java: net.sourceforge.atunes.kernel.controllers.navigation.listeners 1->2: 32  2->1: 4
MultipleFrame.java: net.sourceforge.atunes.gui Kernel.java: net.sourceforge.atunes.kernel 1->2: 4  2->1: 16
AudioScrobblerServiceHandler.java: net.sourceforge.atunes.kernel.handlers AudioScrobblerListener.java: net.sourceforge.atunes.kernel.modules.audioscrobbler 1->2: 13  2->1: 16
NodeToSongsTranslator.java: net.sourceforge.atunes.kernel.controllers.navigation RadioHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 0  2->1: 19
MultipleFrame.java: net.sourceforge.atunes.gui DockableFrame.java: net.sourceforge.atunes.gui.dockableView 1->2: 14  2->1: 26
AudioScrobblerServiceHandler.java: net.sourceforge.atunes.kernel.handlers Radio.java: net.sourceforge.atunes.kernel.modules.radio 1->2: 1  2->1: 37
BackgroundExecutor.java: net.sourceforge.atunes.kernel.executors VisualHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 9  2->1: 7
NavigationController.java: net.sourceforge.atunes.kernel.controllers.navigation Folder.java: net.sourceforge.atunes.model.info 1->2: 0  2->1: 18
MPlayerHandler.java: net.sourceforge.atunes.kernel.modules.mplayer AudioFile.java: net.sourceforge.atunes.kernel.modules.repository.audio 1->2: 0  2->1: 21
StandardFrame.java: net.sourceforge.atunes.gui Kernel.java: net.sourceforge.atunes.kernel 1->2: 3  2->1: 22
ApplicationMenuBar.java: net.sourceforge.atunes.gui.views.menu MenuController.java: net.sourceforge.atunes.kernel.controllers.menu 1->2: 127  2->1: 0
PlayListIO.java: net.sourceforge.atunes.kernel.modules.playlist PlayList.java: net.sourceforge.atunes.model.player 1->2: 0  2->1: 17
VisualHandler.java: net.sourceforge.atunes.kernel.handlers AudioFile.java: net.sourceforge.atunes.kernel.modules.repository.audio 1->2: 0  2->1: 60
PlayListControlsPanel.java: net.sourceforge.atunes.gui.views.panels PlayListControlsListener.java: net.sourceforge.atunes.kernel.controllers.playListControls 1->2: 19  2->1: 0
DockableDialog.java: net.sourceforge.atunes.gui.dockableView DockableFrame.java: net.sourceforge.atunes.gui.dockableView 1->2: 11  2->1: 10
Kernel.java: net.sourceforge.atunes.kernel SystemTrayHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 25  2->1: 10
RepositoryHandler.java: net.sourceforge.atunes.kernel.handlers TagModifier.java: net.sourceforge.atunes.kernel.modules.repository.tags.writer 1->2: 15  2->1: 1
PlayListTableModel.java: net.sourceforge.atunes.gui.model PlayListColumnModel.java: net.sourceforge.atunes.gui.views.controls.playList 1->2: 19  2->1: 0
Frame.java: net.sourceforge.atunes.gui VisualHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 116  2->1: 15
InternetPanel.java: net.sourceforge.atunes.gui.views.dialogs.editPreferences LanguageTool.java: net.sourceforge.atunes.utils.language 1->2: 0  2->1: 16
DragAndDropListener.java: net.sourceforge.atunes.kernel.controllers LanguageTool.java: net.sourceforge.atunes.utils.language 1->2: 0  2->1: 14
PlayListColumnModel.java: net.sourceforge.atunes.gui.views.controls.playList PlayListTable.java: net.sourceforge.atunes.gui.views.controls.playList 1->2: 7  2->1: 6
AudioScrobblerController.java: net.sourceforge.atunes.kernel.controllers.audioScrobbler AudioScrobblerTrack.java: net.sourceforge.atunes.kernel.modules.audioscrobbler 1->2: 0  2->1: 18
Kernel.java: net.sourceforge.atunes.kernel Timer.java: net.sourceforge.atunes.utils 1->2: 1  2->1: 14
ControllerProxy.java: net.sourceforge.atunes.kernel Kernel.java: net.sourceforge.atunes.kernel 1->2: 12  2->1: 14
CustomButton.java: net.sourceforge.atunes.gui.views.controls NavigationPanel.java: net.sourceforge.atunes.gui.views.panels 1->2: 24  2->1: 0
ExportFilesProcess.java: net.sourceforge.atunes.kernel.executors.processes Logger.java: net.sourceforge.atunes.utils.log4j 1->2: 0  2->1: 17
AudioScrobblerSimilarArtistsRunnable.java: net.sourceforge.atunes.kernel.modules.audioscrobbler AudioScrobblerService.java: net.sourceforge.atunes.kernel.modules.audioscrobbler 1->2: 0  2->1: 11
PlayerControlsPanel.java: net.sourceforge.atunes.gui.views.panels LanguageTool.java: net.sourceforge.atunes.utils.language 1->2: 0  2->1: 14
AudioFile.java: net.sourceforge.atunes.kernel.modules.repository.audio Logger.java: net.sourceforge.atunes.utils.log4j 1->2: 5  2->1: 6
MPlayerOutputReader.java: net.sourceforge.atunes.kernel.modules.mplayer MPlayerHandler.java: net.sourceforge.atunes.kernel.modules.mplayer 1->2: 4  2->1: 10
AudioFile.java: net.sourceforge.atunes.kernel.modules.repository.audio TagModifier.java: net.sourceforge.atunes.kernel.modules.repository.tags.writer 1->2: 107  2->1: 2
RepositoryHandler.java: net.sourceforge.atunes.kernel.handlers PlayListHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 79  2->1: 79
VisualHandler.java: net.sourceforge.atunes.kernel.handlers Radio.java: net.sourceforge.atunes.kernel.modules.radio 1->2: 0  2->1: 42
ID3v1Tag.java: net.sourceforge.atunes.kernel.modules.repository.tags.tag Tag.java: net.sourceforge.atunes.kernel.modules.repository.tags.tag 1->2: 1  2->1: 13
PlayListFilterOps.java: net.sourceforge.atunes.kernel.modules.playlist PlayListCommonOps.java: net.sourceforge.atunes.kernel.modules.playlist 1->2: 0  2->1: 11
AudioFile.java: net.sourceforge.atunes.kernel.modules.repository.audio ID3v2Tag.java: net.sourceforge.atunes.kernel.modules.repository.tags.tag 1->2: 8  2->1: 16
Cdda2wav.java: net.sourceforge.atunes.kernel.modules.cdripper.cdda2wav SystemProperties.java: net.sourceforge.atunes.kernel.utils 1->2: 0  2->1: 11
PlayListColumnSelector.java: net.sourceforge.atunes.gui.views.controls.playList Column.java: net.sourceforge.atunes.gui.views.controls.playList 1->2: 0  2->1: 66
EditTagDialog.java: net.sourceforge.atunes.gui.views.dialogs VisualHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 15  2->1: 0
AudioScrobblerAlbumsRunnable.java: net.sourceforge.atunes.kernel.modules.audioscrobbler AudioScrobblerRunnable.java: net.sourceforge.atunes.kernel.modules.audioscrobbler 1->2: 15  2->1: 13
AppMenuListener.java: net.sourceforge.atunes.kernel.controllers.menu AbstractPlayer.java: net.sourceforge.atunes.kernel.handlers 1->2: 0  2->1: 84
MPlayerErrorReader.java: net.sourceforge.atunes.kernel.modules.mplayer MPlayerHandler.java: net.sourceforge.atunes.kernel.modules.mplayer 1->2: 4  2->1: 7
SearchDialog.java: net.sourceforge.atunes.gui.views.dialogs NavigationMenusActionListener.java: net.sourceforge.atunes.kernel.controllers.navigation.listeners 1->2: 16  2->1: 2
AddRadioDialog.java: net.sourceforge.atunes.gui.views.dialogs Radio.java: net.sourceforge.atunes.kernel.modules.radio 1->2: 0  2->1: 12
PlayListColumns.java: net.sourceforge.atunes.gui.views.controls.playList Album.java: net.sourceforge.atunes.model.info 1->2: 0  2->1: 44
Frame.java: net.sourceforge.atunes.gui AudioScrobblerPanel.java: net.sourceforge.atunes.gui.views.panels 1->2: 17  2->1: 4
AmazonAlbum.java: net.sourceforge.atunes.kernel.modules.amazon Artist.java: net.sourceforge.atunes.model.info 1->2: 4  2->1: 7
ID3v2Tag.java: net.sourceforge.atunes.kernel.modules.repository.tags.tag Tag.java: net.sourceforge.atunes.kernel.modules.repository.tags.tag 1->2: 1  2->1: 30
VisualHandler.java: net.sourceforge.atunes.kernel.handlers MPlayerHandler.java: net.sourceforge.atunes.kernel.modules.mplayer 1->2: 141  2->1: 33
Kernel.java: net.sourceforge.atunes.kernel AudioScrobblerServiceHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 34  2->1: 10
AbstractPlayer.java: net.sourceforge.atunes.kernel.handlers PlayListRowOps.java: net.sourceforge.atunes.kernel.modules.playlist 1->2: 42  2->1: 0
Frame.java: net.sourceforge.atunes.gui ApplicationMenuBar.java: net.sourceforge.atunes.gui.views.menu 1->2: 12  2->1: 2
ImportProcess.java: net.sourceforge.atunes.kernel.executors RepositoryHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 4  2->1: 11
RepositoryLoader.java: net.sourceforge.atunes.kernel.modules.repository Album.java: net.sourceforge.atunes.model.info 1->2: 0  2->1: 87
Repository.java: net.sourceforge.atunes.kernel.modules.repository AudioFile.java: net.sourceforge.atunes.kernel.modules.repository.audio 1->2: 0  2->1: 18
RipperHandler.java: net.sourceforge.atunes.kernel.handlers OggEncoder.java: net.sourceforge.atunes.kernel.modules.cdripper.encoders 1->2: 0  2->1: 17
ImageLoader.java: net.sourceforge.atunes.gui.images ApplicationMenuBar.java: net.sourceforge.atunes.gui.views.menu 1->2: 24  2->1: 0
SetTrackNumberProcess.java: net.sourceforge.atunes.kernel.executors.processes VisualHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 9  2->1: 8
ImageLoader.java: net.sourceforge.atunes.gui.images PlayerControlsPanel.java: net.sourceforge.atunes.gui.views.panels 1->2: 30  2->1: 0
ControllerProxy.java: net.sourceforge.atunes.kernel AudioScrobblerServiceHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 49  2->1: 14
PlayListPanel.java: net.sourceforge.atunes.gui.views.panels ControllerProxy.java: net.sourceforge.atunes.kernel 1->2: 13  2->1: 0
ControllerProxy.java: net.sourceforge.atunes.kernel RepositoryHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 134  2->1: 14
MultipleFrame.java: net.sourceforge.atunes.gui DockableFrameController.java: net.sourceforge.atunes.gui.dockableView 1->2: 16  2->1: 16
RipperProgressDialog.java: net.sourceforge.atunes.gui.views.dialogs RipperHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 29  2->1: 0
