MetaReader.java: org.apache.hadoop.hbase.catalog Pair.java: org.apache.hadoop.hbase.util 1->2: 4  2->1: 77
HTable.java: org.apache.hadoop.hbase.client TableInputFormatBase.java: org.apache.hadoop.hbase.mapred 1->2: 161  2->1: 1
HTablePool.java: org.apache.hadoop.hbase.client ScannerResultGenerator.java: org.apache.hadoop.hbase.rest 1->2: 12  2->1: 17
HFileScanner.java: org.apache.hadoop.hbase.io.hfile TestReseekTo.java: org.apache.hadoop.hbase.io.hfile 1->2: 31  2->1: 0
ServerShutdownHandler.java: org.apache.hadoop.hbase.master.handler HLog.java: org.apache.hadoop.hbase.regionserver.wal 1->2: 24  2->1: 20
Permission.java: org.apache.hadoop.hbase.security.access TestAccessController.java: org.apache.hadoop.hbase.security.access 1->2: 389  2->1: 0
StoreScanner.java: org.apache.hadoop.hbase.regionserver ScanQueryMatcher.java: org.apache.hadoop.hbase.regionserver 1->2: 59  2->1: 83
Result.java: org.apache.hadoop.hbase.client TestAdmin.java: org.apache.hadoop.hbase.client 1->2: 86  2->1: 0
ZKSecretWatcher.java: org.apache.hadoop.hbase.security.token AuthenticationTokenSecretManager.java: org.apache.hadoop.hbase.security.token 1->2: 14  2->1: 26
AccessController.java: org.apache.hadoop.hbase.security.access WritableByteArrayComparable.java: org.apache.hadoop.hbase.filter 1->2: 0  2->1: 29
ServerName.java: org.apache.hadoop.hbase TestMasterStatusServlet.java: org.apache.hadoop.hbase.master 1->2: 63  2->1: 0
EventHandler.java: org.apache.hadoop.hbase.executor DisableTableHandler.java: org.apache.hadoop.hbase.master.handler 1->2: 9  2->1: 23
MetaMigrationRemovingHTD.java: org.apache.hadoop.hbase.catalog Bytes.java: org.apache.hadoop.hbase.util 1->2: 2  2->1: 56
AuthenticationKey.java: org.apache.hadoop.hbase.security.token AuthenticationTokenSecretManager.java: org.apache.hadoop.hbase.security.token 1->2: 72  2->1: 11
HRegionInterface.java: org.apache.hadoop.hbase.ipc HRegion.java: org.apache.hadoop.hbase.regionserver 1->2: 1114  2->1: 311
KeyValue.java: org.apache.hadoop.hbase GroupingTableMap.java: org.apache.hadoop.hbase.mapred 1->2: 61  2->1: 1
KeyValue.java: org.apache.hadoop.hbase TestStore.java: org.apache.hadoop.hbase.regionserver 1->2: 861  2->1: 4
HFileReaderV1.java: org.apache.hadoop.hbase.io.hfile HFile.java: org.apache.hadoop.hbase.io.hfile 1->2: 19  2->1: 15
HRegion.java: org.apache.hadoop.hbase.regionserver TestGetClosestAtOrBefore.java: org.apache.hadoop.hbase.regionserver 1->2: 381  2->1: 0
Bytes.java: org.apache.hadoop.hbase.util TestHBaseTestingUtility.java: org.apache.hadoop.hbase 1->2: 54  2->1: 0
Exec.java: org.apache.hadoop.hbase.client.coprocessor HbaseObjectWritable.java: org.apache.hadoop.hbase.io 1->2: 50  2->1: 35
Bytes.java: org.apache.hadoop.hbase.util TestRegionObserverInterface.java: org.apache.hadoop.hbase.coprocessor 1->2: 168  2->1: 0
HalfStoreFileReader.java: org.apache.hadoop.hbase.io StoreFile.java: org.apache.hadoop.hbase.regionserver 1->2: 15  2->1: 42
HColumnDescriptor.java: org.apache.hadoop.hbase ColumnSchemaModel.java: org.apache.hadoop.hbase.rest.model 1->2: 120  2->1: 38
HRegionInfo090x.java: org.apache.hadoop.hbase.migration Bytes.java: org.apache.hadoop.hbase.util 1->2: 61  2->1: 215
SplitTransaction.java: org.apache.hadoop.hbase.regionserver ZooKeeperWatcher.java: org.apache.hadoop.hbase.zookeeper 1->2: 0  2->1: 50
HRegionInfo.java: org.apache.hadoop.hbase TableModifyFamilyHandler.java: org.apache.hadoop.hbase.master.handler 1->2: 13  2->1: 15
Bytes.java: org.apache.hadoop.hbase.util TestStore.java: org.apache.hadoop.hbase.regionserver 1->2: 375  2->1: 0
Put.java: org.apache.hadoop.hbase.client OOMERegionServer.java: org.apache.hadoop.hbase.regionserver 1->2: 34  2->1: 17
Store.java: org.apache.hadoop.hbase.regionserver TestWALReplay.java: org.apache.hadoop.hbase.regionserver.wal 1->2: 70  2->1: 0
ZooKeeperNodeTracker.java: org.apache.hadoop.hbase.zookeeper ZKUtil.java: org.apache.hadoop.hbase.zookeeper 1->2: 21  2->1: 27
SecureRpcEngine.java: org.apache.hadoop.hbase.ipc HBaseRPC.java: org.apache.hadoop.hbase.ipc 1->2: 25  2->1: 29
Put.java: org.apache.hadoop.hbase.client TsvImporterCustomTestMapper.java: org.apache.hadoop.hbase.mapreduce 1->2: 26  2->1: 6
ImmutableBytesWritable.java: org.apache.hadoop.hbase.io TestSimpleTotalOrderPartitioner.java: org.apache.hadoop.hbase.mapreduce 1->2: 55  2->1: 0
ScannerModel.java: org.apache.hadoop.hbase.rest.model TestScannersWithFilters.java: org.apache.hadoop.hbase.rest 1->2: 76  2->1: 0
ZKTable.java: org.apache.hadoop.hbase.zookeeper TestZKTable.java: org.apache.hadoop.hbase.zookeeper 1->2: 39  2->1: 0
Put.java: org.apache.hadoop.hbase.client TestDependentColumnFilter.java: org.apache.hadoop.hbase.filter 1->2: 120  2->1: 0
AssignmentManager.java: org.apache.hadoop.hbase.master AssignCallable.java: org.apache.hadoop.hbase.master 1->2: 39  2->1: 15
Bytes.java: org.apache.hadoop.hbase.util TestCompaction.java: org.apache.hadoop.hbase.regionserver 1->2: 159  2->1: 0
ColumnPrefixFilter.java: org.apache.hadoop.hbase.filter TestMultipleColumnPrefixFilter.java: org.apache.hadoop.hbase.filter 1->2: 34  2->1: 0
Put.java: org.apache.hadoop.hbase.client TestZooKeeperNodeTracker.java: org.apache.hadoop.hbase.zookeeper 1->2: 80  2->1: 0
HRegionInfo.java: org.apache.hadoop.hbase TestMigrationFrom090To092.java: org.apache.hadoop.hbase.migration 1->2: 72  2->1: 0
WALEdit.java: org.apache.hadoop.hbase.regionserver.wal TestDistributedLogSplitting.java: org.apache.hadoop.hbase.master 1->2: 30  2->1: 1
HTableDescriptor.java: org.apache.hadoop.hbase KeyValue.java: org.apache.hadoop.hbase 1->2: 142  2->1: 138
HConstants.java: org.apache.hadoop.hbase HBaseTestingUtility.java: org.apache.hadoop.hbase 1->2: 42  2->1: 0
WritableByteArrayComparable.java: org.apache.hadoop.hbase.filter HRegionServer.java: org.apache.hadoop.hbase.regionserver 1->2: 51  2->1: 5
Filter.java: org.apache.hadoop.hbase.filter ParseFilter.java: org.apache.hadoop.hbase.filter 1->2: 33  2->1: 1
HColumnDescriptor.java: org.apache.hadoop.hbase HbaseObjectWritable.java: org.apache.hadoop.hbase.io 1->2: 70  2->1: 176
HConnection.java: org.apache.hadoop.hbase.client HRegionInterface.java: org.apache.hadoop.hbase.ipc 1->2: 0  2->1: 29
HRegion.java: org.apache.hadoop.hbase.regionserver RegionSplitPolicy.java: org.apache.hadoop.hbase.regionserver 1->2: 34  2->1: 33
AggregationClient.java: org.apache.hadoop.hbase.client.coprocessor ColumnInterpreter.java: org.apache.hadoop.hbase.coprocessor 1->2: 5  2->1: 23
Cluster.java: org.apache.hadoop.hbase.rest.client TestStatusResource.java: org.apache.hadoop.hbase.rest 1->2: 30  2->1: 0
HTablePool.java: org.apache.hadoop.hbase.client HTable.java: org.apache.hadoop.hbase.client 1->2: 39  2->1: 525
Bytes.java: org.apache.hadoop.hbase.util TestHFileOutputFormat.java: org.apache.hadoop.hbase.mapreduce 1->2: 130  2->1: 1
RegexStringComparator.java: org.apache.hadoop.hbase.filter TestScannersWithFilters.java: org.apache.hadoop.hbase.rest 1->2: 36  2->1: 0
GroupingTableMapper.java: org.apache.hadoop.hbase.mapreduce Bytes.java: org.apache.hadoop.hbase.util 1->2: 2  2->1: 30
HBaseFsck.java: org.apache.hadoop.hbase.util Merge.java: org.apache.hadoop.hbase.util 1->2: 7  2->1: 93
InclusiveStopFilter.java: org.apache.hadoop.hbase.filter TestParseFilter.java: org.apache.hadoop.hbase.filter 1->2: 42  2->1: 0
RandomRowFilter.java: org.apache.hadoop.hbase.filter TestRandomRowFilter.java: org.apache.hadoop.hbase.filter 1->2: 29  2->1: 0
RegionCoprocessorHost.java: org.apache.hadoop.hbase.regionserver Store.java: org.apache.hadoop.hbase.regionserver 1->2: 7  2->1: 48
HLogPrettyPrinter.java: org.apache.hadoop.hbase.regionserver.wal Bytes.java: org.apache.hadoop.hbase.util 1->2: 2  2->1: 39
HConnection.java: org.apache.hadoop.hbase.client TestHBaseFsck.java: org.apache.hadoop.hbase.util 1->2: 30  2->1: 0
HTableInterface.java: org.apache.hadoop.hbase.client Delete.java: org.apache.hadoop.hbase.client 1->2: 132  2->1: 58
SecureServer.java: org.apache.hadoop.hbase.ipc SecureRpcEngine.java: org.apache.hadoop.hbase.ipc 1->2: 13  2->1: 19
AbstractHFileReader.java: org.apache.hadoop.hbase.io.hfile HFile.java: org.apache.hadoop.hbase.io.hfile 1->2: 21  2->1: 10
HBaseTestingUtility.java: org.apache.hadoop.hbase TestReplicationSink.java: org.apache.hadoop.hbase.replication.regionserver 1->2: 32  2->1: 0
KeyValue.java: org.apache.hadoop.hbase HRegion.java: org.apache.hadoop.hbase.regionserver 1->2: 1520  2->1: 751
HFileWriterV2.java: org.apache.hadoop.hbase.io.hfile AbstractHFileWriter.java: org.apache.hadoop.hbase.io.hfile 1->2: 24  2->1: 11
Bytes.java: org.apache.hadoop.hbase.util TestParseFilter.java: org.apache.hadoop.hbase.filter 1->2: 40  2->1: 0
MetaReader.java: org.apache.hadoop.hbase.catalog HConnection.java: org.apache.hadoop.hbase.client 1->2: 29  2->1: 2
HTable.java: org.apache.hadoop.hbase.client TestTableMapReduce.java: org.apache.hadoop.hbase.mapreduce 1->2: 130  2->1: 0
MultiPut.java: org.apache.hadoop.hbase.client MultiAction.java: org.apache.hadoop.hbase.client 1->2: 17  2->1: 31
IllegalArgument.java: org.apache.hadoop.hbase.thrift.generated Hbase.java: org.apache.hadoop.hbase.thrift.generated 1->2: 6918  2->1: 0
HColumnDescriptor.java: org.apache.hadoop.hbase TestStore.java: org.apache.hadoop.hbase.regionserver 1->2: 59  2->1: 0
HTable.java: org.apache.hadoop.hbase.client TableEventHandler.java: org.apache.hadoop.hbase.master.handler 1->2: 74  2->1: 15
Hbase.java: org.apache.hadoop.hbase.thrift.generated AlreadyExists.java: org.apache.hadoop.hbase.thrift.generated 1->2: 0  2->1: 6054
HFileScanner.java: org.apache.hadoop.hbase.io.hfile HFilePerformanceEvaluation.java: org.apache.hadoop.hbase 1->2: 31  2->1: 0
User.java: org.apache.hadoop.hbase.security TestUser.java: org.apache.hadoop.hbase.security 1->2: 51  2->1: 0
LoadIncrementalHFiles.java: org.apache.hadoop.hbase.mapreduce HBaseFsck.java: org.apache.hadoop.hbase.util 1->2: 37  2->1: 5
User.java: org.apache.hadoop.hbase.security TestWALReplay.java: org.apache.hadoop.hbase.regionserver.wal 1->2: 62  2->1: 0
Put.java: org.apache.hadoop.hbase.client MultiPut.java: org.apache.hadoop.hbase.client 1->2: 357  2->1: 54
HRegionInfo.java: org.apache.hadoop.hbase DeleteTableHandler.java: org.apache.hadoop.hbase.master.handler 1->2: 28  2->1: 15
HColumnDescriptor.java: org.apache.hadoop.hbase TestTableMapReduce.java: org.apache.hadoop.hbase.mapred 1->2: 34  2->1: 0
HTableInterface.java: org.apache.hadoop.hbase.client Batch.java: org.apache.hadoop.hbase.client.coprocessor 1->2: 30  2->1: 11
Get.java: org.apache.hadoop.hbase.client RegionObserver.java: org.apache.hadoop.hbase.coprocessor 1->2: 79  2->1: 0
Bytes.java: org.apache.hadoop.hbase.util TestScanDeleteTracker.java: org.apache.hadoop.hbase.regionserver 1->2: 88  2->1: 0
KeyValue.java: org.apache.hadoop.hbase ColumnAggregationEndpoint.java: org.apache.hadoop.hbase.coprocessor 1->2: 43  2->1: 5
KeyValue.java: org.apache.hadoop.hbase HMerge.java: org.apache.hadoop.hbase.util 1->2: 59  2->1: 0
Bytes.java: org.apache.hadoop.hbase.util TestStorageClusterStatusModel.java: org.apache.hadoop.hbase.rest.model 1->2: 41  2->1: 0
IndexBuilder.java: org.apache.hadoop.hbase.mapreduce HTable.java: org.apache.hadoop.hbase.client 1->2: 10  2->1: 55
MetaReader.java: org.apache.hadoop.hbase.catalog HMaster.java: org.apache.hadoop.hbase.master 1->2: 211  2->1: 31
OperationStatus.java: org.apache.hadoop.hbase.regionserver TestHRegion.java: org.apache.hadoop.hbase.regionserver 1->2: 35  2->1: 0
Action.java: org.apache.hadoop.hbase.client HTable.java: org.apache.hadoop.hbase.client 1->2: 60  2->1: 24
ClusterStatus.java: org.apache.hadoop.hbase HBaseFsck.java: org.apache.hadoop.hbase.util 1->2: 48  2->1: 0
HTableDescriptor.java: org.apache.hadoop.hbase MasterObserver.java: org.apache.hadoop.hbase.coprocessor 1->2: 56  2->1: 0
HRegion.java: org.apache.hadoop.hbase.regionserver TestWideScanner.java: org.apache.hadoop.hbase.regionserver 1->2: 84  2->1: 0
Scan.java: org.apache.hadoop.hbase.client TestHTableUtil.java: org.apache.hadoop.hbase.client 1->2: 42  2->1: 0
HTableInterface.java: org.apache.hadoop.hbase.client RegionsResource.java: org.apache.hadoop.hbase.rest 1->2: 41  2->1: 22
HBaseAdmin.java: org.apache.hadoop.hbase.client TestScannersWithFilters.java: org.apache.hadoop.hbase.rest 1->2: 45  2->1: 0
MiniHBaseCluster.java: org.apache.hadoop.hbase TestRSKilledWhenMasterInitializing.java: org.apache.hadoop.hbase.regionserver 1->2: 46  2->1: 1
WALEdit.java: org.apache.hadoop.hbase.regionserver.wal TestLogRolling.java: org.apache.hadoop.hbase.regionserver.wal 1->2: 42  2->1: 0
KeyValue.java: org.apache.hadoop.hbase TestFilterList.java: org.apache.hadoop.hbase.filter 1->2: 761  2->1: 0
HRegionServer.java: org.apache.hadoop.hbase.regionserver RegionServerServices.java: org.apache.hadoop.hbase.regionserver 1->2: 20  2->1: 13
Invocation.java: org.apache.hadoop.hbase.ipc HRegionServer.java: org.apache.hadoop.hbase.regionserver 1->2: 67  2->1: 30
HBaseConfiguration.java: org.apache.hadoop.hbase RemoteHTable.java: org.apache.hadoop.hbase.rest.client 1->2: 20  2->1: 16
KeyValue.java: org.apache.hadoop.hbase HColumnDescriptor.java: org.apache.hadoop.hbase 1->2: 109  2->1: 75
ObserverContext.java: org.apache.hadoop.hbase.coprocessor RegionCoprocessorHost.java: org.apache.hadoop.hbase.regionserver 1->2: 300  2->1: 0
HTable.java: org.apache.hadoop.hbase.client ExecutorService.java: org.apache.hadoop.hbase.executor 1->2: 73  2->1: 11
ImmutableBytesWritable.java: org.apache.hadoop.hbase.io TestTimeRangeMapRed.java: org.apache.hadoop.hbase.mapreduce 1->2: 61  2->1: 0
HTable.java: org.apache.hadoop.hbase.client LoadIncrementalHFiles.java: org.apache.hadoop.hbase.mapreduce 1->2: 248  2->1: 12
MetricsString.java: org.apache.hadoop.hbase.metrics HBaseInfo.java: org.apache.hadoop.hbase.metrics 1->2: 60  2->1: 0
StoreFile.java: org.apache.hadoop.hbase.regionserver TestHRegion.java: org.apache.hadoop.hbase.regionserver 1->2: 102  2->1: 0
MultiResponse.java: org.apache.hadoop.hbase.client HRegionServer.java: org.apache.hadoop.hbase.regionserver 1->2: 117  2->1: 20
OperationStatus.java: org.apache.hadoop.hbase.regionserver HRegionServer.java: org.apache.hadoop.hbase.regionserver 1->2: 25  2->1: 7
ServerName.java: org.apache.hadoop.hbase Bytes.java: org.apache.hadoop.hbase.util 1->2: 39  2->1: 69
Result.java: org.apache.hadoop.hbase.client TableRecordReaderImpl.java: org.apache.hadoop.hbase.mapred 1->2: 46  2->1: 3
HRegionInfo.java: org.apache.hadoop.hbase HRegionLocation.java: org.apache.hadoop.hbase 1->2: 67  2->1: 50
CreateTableHandler.java: org.apache.hadoop.hbase.master.handler HRegion.java: org.apache.hadoop.hbase.regionserver 1->2: 131  2->1: 68
Put.java: org.apache.hadoop.hbase.client TestAdmin.java: org.apache.hadoop.hbase.client 1->2: 433  2->1: 0
HColumnDescriptor.java: org.apache.hadoop.hbase HRegionServer.java: org.apache.hadoop.hbase.regionserver 1->2: 99  2->1: 146
ImmutableBytesWritable.java: org.apache.hadoop.hbase.io TableRecordReader.java: org.apache.hadoop.hbase.mapreduce 1->2: 36  2->1: 4
AccessController.java: org.apache.hadoop.hbase.security.access Put.java: org.apache.hadoop.hbase.client 1->2: 0  2->1: 318
ImmutableBytesWritable.java: org.apache.hadoop.hbase.io TableRecordReader.java: org.apache.hadoop.hbase.mapred 1->2: 46  2->1: 4
MXBeanImpl.java: org.apache.hadoop.hbase.master HRegionServer.java: org.apache.hadoop.hbase.regionserver 1->2: 41  2->1: 65
ServerName.java: org.apache.hadoop.hbase TestRollingRestart.java: org.apache.hadoop.hbase.master 1->2: 50  2->1: 0
RegionObserver.java: org.apache.hadoop.hbase.coprocessor BaseRegionObserver.java: org.apache.hadoop.hbase.coprocessor 1->2: 47  2->1: 44
Put.java: org.apache.hadoop.hbase.client ThriftServer.java: org.apache.hadoop.hbase.thrift 1->2: 454  2->1: 0
Get.java: org.apache.hadoop.hbase.client HBaseFsck.java: org.apache.hadoop.hbase.util 1->2: 34  2->1: 0
Scan.java: org.apache.hadoop.hbase.client TestCoprocessorInterface.java: org.apache.hadoop.hbase.coprocessor 1->2: 112  2->1: 0
Scan.java: org.apache.hadoop.hbase.client MetaScanner.java: org.apache.hadoop.hbase.client 1->2: 289  2->1: 0
HRegionInfo.java: org.apache.hadoop.hbase TestStore.java: org.apache.hadoop.hbase.regionserver 1->2: 37  2->1: 0
Get.java: org.apache.hadoop.hbase.client HRegionInterface.java: org.apache.hadoop.hbase.ipc 1->2: 43  2->1: 71
HTableDescriptor.java: org.apache.hadoop.hbase TestColumnPrefixFilter.java: org.apache.hadoop.hbase.filter 1->2: 32  2->1: 0
HRegionInterface.java: org.apache.hadoop.hbase.ipc MemStore.java: org.apache.hadoop.hbase.regionserver 1->2: 153  2->1: 28
HTableDescriptor.java: org.apache.hadoop.hbase UnmodifyableHTableDescriptor.java: org.apache.hadoop.hbase.client 1->2: 176  2->1: 34
SplitTransaction.java: org.apache.hadoop.hbase.regionserver TestSplitTransaction.java: org.apache.hadoop.hbase.regionserver 1->2: 74  2->1: 1
GroupingTableMapper.java: org.apache.hadoop.hbase.mapreduce TableMapReduceUtil.java: org.apache.hadoop.hbase.mapreduce 1->2: 36  2->1: 7
Result.java: org.apache.hadoop.hbase.client TestEndToEndSplitTransaction.java: org.apache.hadoop.hbase.regionserver 1->2: 34  2->1: 9
Delete.java: org.apache.hadoop.hbase.client TestRegionObserverInterface.java: org.apache.hadoop.hbase.coprocessor 1->2: 50  2->1: 0
Bytes.java: org.apache.hadoop.hbase.util TestServerName.java: org.apache.hadoop.hbase 1->2: 43  2->1: 0
RandomRowFilter.java: org.apache.hadoop.hbase.filter HbaseObjectWritable.java: org.apache.hadoop.hbase.io 1->2: 50  2->1: 8
PrefixFilter.java: org.apache.hadoop.hbase.filter TestFilterList.java: org.apache.hadoop.hbase.filter 1->2: 39  2->1: 0
KeyValueSkipListSet.java: org.apache.hadoop.hbase.regionserver TestKeyValueSkipListSet.java: org.apache.hadoop.hbase.regionserver 1->2: 45  2->1: 0
KeyValueSkipListSet.java: org.apache.hadoop.hbase.regionserver TestMemStore.java: org.apache.hadoop.hbase.regionserver 1->2: 135  2->1: 0
KeyValue.java: org.apache.hadoop.hbase TestCacheOnWriteInSchema.java: org.apache.hadoop.hbase.regionserver 1->2: 151  2->1: 0
AccessController.java: org.apache.hadoop.hbase.security.access KeyValue.java: org.apache.hadoop.hbase 1->2: 16  2->1: 214
FSTableDescriptors.java: org.apache.hadoop.hbase.util TestDrainingServer.java: org.apache.hadoop.hbase 1->2: 93  2->1: 0
ResultScanner.java: org.apache.hadoop.hbase.client HBaseTestingUtility.java: org.apache.hadoop.hbase 1->2: 53  2->1: 0
Get.java: org.apache.hadoop.hbase.client HTable.java: org.apache.hadoop.hbase.client 1->2: 110  2->1: 112
ZKLeaderManager.java: org.apache.hadoop.hbase.zookeeper ZKUtil.java: org.apache.hadoop.hbase.zookeeper 1->2: 5  2->1: 23
HRegionServer.java: org.apache.hadoop.hbase.regionserver Bytes.java: org.apache.hadoop.hbase.util 1->2: 123  2->1: 185
Put.java: org.apache.hadoop.hbase.client TableMapReduceUtil.java: org.apache.hadoop.hbase.mapred 1->2: 81  2->1: 0
HTableDescriptor.java: org.apache.hadoop.hbase HConnectionManager.java: org.apache.hadoop.hbase.client 1->2: 215  2->1: 0
MXBean.java: org.apache.hadoop.hbase.master HRegionServer.java: org.apache.hadoop.hbase.regionserver 1->2: 16  2->1: 24
HMaster.java: org.apache.hadoop.hbase.master TestHLog.java: org.apache.hadoop.hbase.regionserver.wal 1->2: 22  2->1: 9
ServerName.java: org.apache.hadoop.hbase ServerShutdownHandler.java: org.apache.hadoop.hbase.master.handler 1->2: 51  2->1: 7
Exec.java: org.apache.hadoop.hbase.client.coprocessor Bytes.java: org.apache.hadoop.hbase.util 1->2: 36  2->1: 11
HLog.java: org.apache.hadoop.hbase.regionserver.wal Bytes.java: org.apache.hadoop.hbase.util 1->2: 18  2->1: 103
HBaseAdmin.java: org.apache.hadoop.hbase.client HBaseTestingUtility.java: org.apache.hadoop.hbase 1->2: 313  2->1: 119
Put.java: org.apache.hadoop.hbase.client HTablePool.java: org.apache.hadoop.hbase.client 1->2: 82  2->1: 0
StorageClusterStatusResource.java: org.apache.hadoop.hbase.rest RootResource.java: org.apache.hadoop.hbase.rest 1->2: 15  2->1: 25
HRegionInfo.java: org.apache.hadoop.hbase TestMasterFailover.java: org.apache.hadoop.hbase.master 1->2: 488  2->1: 10
ZooKeeperWatcher.java: org.apache.hadoop.hbase.zookeeper MockServer.java: org.apache.hadoop.hbase.util 1->2: 18  2->1: 20
HRegion.java: org.apache.hadoop.hbase.regionserver TestEndToEndSplitTransaction.java: org.apache.hadoop.hbase.regionserver 1->2: 266  2->1: 148
HRegionInfo.java: org.apache.hadoop.hbase ThriftServer.java: org.apache.hadoop.hbase.thrift 1->2: 31  2->1: 0
ServerName.java: org.apache.hadoop.hbase ServerManager.java: org.apache.hadoop.hbase.master 1->2: 219  2->1: 0
KeyValue.java: org.apache.hadoop.hbase RemoteHTable.java: org.apache.hadoop.hbase.rest.client 1->2: 310  2->1: 583
Bytes.java: org.apache.hadoop.hbase.util ByteBufferOutputStream.java: org.apache.hadoop.hbase.util 1->2: 1  2->1: 94
