CachedRow.java: org.hsqldb Row.java: org.hsqldb 1->2: 7  2->1: 27
Result.java: org.hsqldb QueryTool.java: org.hsqldb.util 1->2: 146  2->1: 0
Result.java: org.hsqldb jdbcResultSet.java: org.hsqldb 1->2: 1407  2->1: 71
Node.java: org.hsqldb Index.java: org.hsqldb 1->2: 156  2->1: 26
BinaryDatabaseRowInput.java: org.hsqldb DatabaseRowInput.java: org.hsqldb 1->2: 31  2->1: 34
ZaurusDatabaseManager.java: org.hsqldb.util DatabaseManager.java: org.hsqldb.util 1->2: 29  2->1: 53
Trace.java: org.hsqldb jdbcConnection.java: org.hsqldb 1->2: 455  2->1: 1
Database.java: org.hsqldb UserManager.java: org.hsqldb 1->2: 4  2->1: 235
HsqlProperties.java: org.hsqldb WebServer.java: org.hsqldb 1->2: 52  2->1: 0
Parser.java: org.hsqldb UserManager.java: org.hsqldb 1->2: 1  2->1: 154
Node.java: org.hsqldb PointerNode.java: org.hsqldb 1->2: 27  2->1: 17
DatabaseInformation.java: org.hsqldb User.java: org.hsqldb 1->2: 0  2->1: 32
Database.java: org.hsqldb Library.java: org.hsqldb 1->2: 7  2->1: 302
ReverseTextCache.java: org.hsqldb TextCache.java: org.hsqldb 1->2: 13  2->1: 13
Node.java: org.hsqldb Table.java: org.hsqldb 1->2: 71  2->1: 15
Parser.java: org.hsqldb Trace.java: org.hsqldb 1->2: 9  2->1: 244
DatabaseInformation.java: org.hsqldb Table.java: org.hsqldb 1->2: 0  2->1: 535
HsqlDatabaseProperties.java: org.hsqldb Cache.java: org.hsqldb 1->2: 19  2->1: 10
Trace.java: org.hsqldb Server.java: org.hsqldb 1->2: 98  2->1: 19
jdbcDatabaseMetaData.java: org.hsqldb jdbcResultSet.java: org.hsqldb 1->2: 12  2->1: 45
DataAccessPoint.java: org.hsqldb.util DataAccessPointException.java: org.hsqldb.util 1->2: 6  2->1: 54
Trace.java: org.hsqldb Index.java: org.hsqldb 1->2: 92  2->1: 8
Table.java: org.hsqldb Cache.java: org.hsqldb 1->2: 21  2->1: 66
TransferDb.java: org.hsqldb.util TransferResultSet.java: org.hsqldb.util 1->2: 0  2->1: 24
Constraint.java: org.hsqldb Index.java: org.hsqldb 1->2: 3  2->1: 72
Cache.java: org.hsqldb Log.java: org.hsqldb 1->2: 101  2->1: 21
Node.java: org.hsqldb TextTable.java: org.hsqldb 1->2: 20  2->1: 4
Grid.java: org.hsqldb.util ZaurusDatabaseManager.java: org.hsqldb.util 1->2: 31  2->1: 0
jdbcResultSet.java: org.hsqldb StringInputStream.java: org.hsqldb.lib 1->2: 0  2->1: 144
Servlet.java: org.hsqldb Database.java: org.hsqldb 1->2: 5  2->1: 30
Database.java: org.hsqldb jdbcConnection.java: org.hsqldb 1->2: 511  2->1: 94
jdbcStatement.java: org.hsqldb jdbcConnection.java: org.hsqldb 1->2: 151  2->1: 108
Result.java: org.hsqldb Trace.java: org.hsqldb 1->2: 13  2->1: 73
Result.java: org.hsqldb Parser.java: org.hsqldb 1->2: 181  2->1: 12
BinaryServerRowOutput.java: org.hsqldb Trace.java: org.hsqldb 1->2: 0  2->1: 58
Database.java: org.hsqldb Table.java: org.hsqldb 1->2: 29  2->1: 582
TransferSQLText.java: org.hsqldb.util TransferResultSet.java: org.hsqldb.util 1->2: 0  2->1: 78
Trace.java: org.hsqldb Cache.java: org.hsqldb 1->2: 93  2->1: 9
TransferTable.java: org.hsqldb.util TransferHelper.java: org.hsqldb.util 1->2: 4  2->1: 21
Transaction.java: org.hsqldb Session.java: org.hsqldb 1->2: 61  2->1: 1
jdbcDriver.java: org.hsqldb Database.java: org.hsqldb 1->2: 18  2->1: 32
TextDatabaseRowInput.java: org.hsqldb DatabaseRowInput.java: org.hsqldb 1->2: 31  2->1: 38
Result.java: org.hsqldb ScriptTool.java: org.hsqldb.util 1->2: 34  2->1: 0
Trace.java: org.hsqldb Session.java: org.hsqldb 1->2: 30  2->1: 5
Database.java: org.hsqldb Transfer.java: org.hsqldb.util 1->2: 10  2->1: 15
DiskNode.java: org.hsqldb Index.java: org.hsqldb 1->2: 106  2->1: 18
Parser.java: org.hsqldb HsqlName.java: org.hsqldb 1->2: 0  2->1: 100
jdbcPreparedStatement.java: org.hsqldb HsqlDateTime.java: org.hsqldb.lib 1->2: 32  2->1: 45
Session.java: org.hsqldb Log.java: org.hsqldb 1->2: 53  2->1: 1
TableWorks.java: org.hsqldb Table.java: org.hsqldb 1->2: 5  2->1: 127
Tree.java: org.hsqldb.util ZaurusDatabaseManager.java: org.hsqldb.util 1->2: 32  2->1: 0
Row.java: org.hsqldb ZaurusTableForm.java: org.hsqldb.util 1->2: 104  2->1: 0
CachedRow.java: org.hsqldb Index.java: org.hsqldb 1->2: 16  2->1: 12
Database.java: org.hsqldb Index.java: org.hsqldb 1->2: 1  2->1: 150
DatabaseManagerCommon.java: org.hsqldb.util DatabaseManager.java: org.hsqldb.util 1->2: 51  2->1: 15
jdbcPreparedStatement.java: org.hsqldb jdbcResultSet.java: org.hsqldb 1->2: 274  2->1: 394
jdbcPreparedStatement.java: org.hsqldb jdbcStatement.java: org.hsqldb 1->2: 58  2->1: 67
Column.java: org.hsqldb Library.java: org.hsqldb 1->2: 6  2->1: 52
ConnectionDialogSwing.java: org.hsqldb.util DatabaseManagerSwing.java: org.hsqldb.util 1->2: 30  2->1: 18
DatabaseFile.java: org.hsqldb TextCache.java: org.hsqldb 1->2: 45  2->1: 0
Database.java: org.hsqldb Session.java: org.hsqldb 1->2: 30  2->1: 347
Grid.java: org.hsqldb.util DatabaseManager.java: org.hsqldb.util 1->2: 127  2->1: 0
Result.java: org.hsqldb Column.java: org.hsqldb 1->2: 6  2->1: 35
Node.java: org.hsqldb MemoryNode.java: org.hsqldb 1->2: 37  2->1: 26
Log.java: org.hsqldb Index.java: org.hsqldb 1->2: 13  2->1: 45
Table.java: org.hsqldb Session.java: org.hsqldb 1->2: 6  2->1: 85
Database.java: org.hsqldb HsqlProperties.java: org.hsqldb 1->2: 3  2->1: 24
Expression.java: org.hsqldb Index.java: org.hsqldb 1->2: 36  2->1: 15
Trace.java: org.hsqldb MemoryNode.java: org.hsqldb 1->2: 68  2->1: 4
StringConverter.java: org.hsqldb Trace.java: org.hsqldb 1->2: 0  2->1: 25
Expression.java: org.hsqldb TableFilter.java: org.hsqldb 1->2: 240  2->1: 33
DatabaseRowOutput.java: org.hsqldb BinaryServerRowOutput.java: org.hsqldb 1->2: 23  2->1: 35
Trace.java: org.hsqldb PointerNode.java: org.hsqldb 1->2: 38  2->1: 2
Constraint.java: org.hsqldb TableWorks.java: org.hsqldb 1->2: 168  2->1: 0
Parser.java: org.hsqldb Function.java: org.hsqldb 1->2: 2  2->1: 23
jdbcDatabaseMetaData.java: org.hsqldb StringUtil.java: org.hsqldb.lib 1->2: 0  2->1: 25
Trace.java: org.hsqldb TextCache.java: org.hsqldb 1->2: 66  2->1: 0
Tree.java: org.hsqldb.util DatabaseManagerSwing.java: org.hsqldb.util 1->2: 67  2->1: 0
Constraint.java: org.hsqldb Database.java: org.hsqldb 1->2: 228  2->1: 8
DataAccessPoint.java: org.hsqldb.util TransferSQLText.java: org.hsqldb.util 1->2: 88  2->1: 6
Database.java: org.hsqldb HsqlName.java: org.hsqldb 1->2: 0  2->1: 190
PointerNode.java: org.hsqldb Index.java: org.hsqldb 1->2: 44  2->1: 11
TriggerDef.java: org.hsqldb Table.java: org.hsqldb 1->2: 25  2->1: 16
OracleTransferHelper.java: org.hsqldb.util TransferHelper.java: org.hsqldb.util 1->2: 6  2->1: 19
Result.java: org.hsqldb Record.java: org.hsqldb 1->2: 0  2->1: 48
DatabaseRowOutput.java: org.hsqldb TextDatabaseRowOutput.java: org.hsqldb 1->2: 36  2->1: 37
Table.java: org.hsqldb Row.java: org.hsqldb 1->2: 9  2->1: 84
Table.java: org.hsqldb Index.java: org.hsqldb 1->2: 33  2->1: 248
