RSSConnector.java: org.apache.manifoldcf.crawler.connectors.rss SpecificationNode.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 246
Messages.java: org.apache.manifoldcf.crawler.connectors.meridio Messages.java: org.apache.manifoldcf.crawler.connectors.sharepoint 1->2: 126  2->1: 126
Messages.java: org.apache.manifoldcf.crawler.connectors.cmis Messages.java: org.apache.manifoldcf.agents.output.opensearchserver 1->2: 126  2->1: 126
Messages.java: org.apache.manifoldcf.agents.output.gts Messages.java: org.apache.manifoldcf.crawler.connectors.rss 1->2: 126  2->1: 126
HttpPoster.java: org.apache.manifoldcf.agents.output.gts ManifoldCFException.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 364
GTSConnector.java: org.apache.manifoldcf.agents.output.gts HttpPoster.java: org.apache.manifoldcf.agents.output.gts 1->2: 20  2->1: 7
WikiConnector.java: org.apache.manifoldcf.crawler.connectors.wiki SingleLevelContext.java: org.apache.manifoldcf.crawler.connectors.wiki 1->2: 0  2->1: 123
CmisRepositoryConnector.java: org.apache.manifoldcf.crawler.connectors.cmis Messages.java: org.apache.manifoldcf.agents.output.solr 1->2: 6  2->1: 22
DNSManager.java: org.apache.manifoldcf.crawler.connectors.webcrawler IDBInterface.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 20
FilenetConnector.java: org.apache.manifoldcf.crawler.connectors.filenet ManifoldCF.java: org.apache.manifoldcf.core.system 1->2: 9  2->1: 6
AlfrescoRepositoryConnector.java: org.apache.manifoldcf.crawler.connectors.alfresco SpecificationNode.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 24
OpenSearchServerConnector.java: org.apache.manifoldcf.agents.output.opensearchserver Messages.java: org.apache.manifoldcf.agents.output.solr 1->2: 6  2->1: 22
OutputConnectionManager.java: org.apache.manifoldcf.agents.outputconnection IDBInterface.java: org.apache.manifoldcf.core.interfaces 1->2: 7  2->1: 62
LockClean.java: org.apache.manifoldcf.core ManifoldCFException.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 14
ThrottledFetcher.java: org.apache.manifoldcf.crawler.connectors.rss Logging.java: org.apache.manifoldcf.agents.system 1->2: 0  2->1: 26
IOutputConnection.java: org.apache.manifoldcf.agents.interfaces OutputConnectionManager.java: org.apache.manifoldcf.agents.outputconnection 1->2: 37  2->1: 0
JDBCConnectionFactory.java: org.apache.manifoldcf.crawler.connectors.jdbc ManifoldCFException.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 98
IncrementalIngester.java: org.apache.manifoldcf.agents.incrementalingest BaseTable.java: org.apache.manifoldcf.core.database 1->2: 0  2->1: 91
SharedDriveConnector.java: org.apache.manifoldcf.crawler.connectors.sharedrive ConfigParams.java: org.apache.manifoldcf.core.interfaces 1->2: 1  2->1: 196
Messages.java: org.apache.manifoldcf.crawler.connectors.filenet Messages.java: org.apache.manifoldcf.crawler.connectors.jdbc 1->2: 126  2->1: 126
Configuration.java: org.apache.manifoldcf.core.interfaces IHierarchyParent.java: org.apache.manifoldcf.core.interfaces 1->2: 9  2->1: 36
ConfigParams.java: org.apache.manifoldcf.core.interfaces ManifoldCFException.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 28
Database.java: org.apache.manifoldcf.core.database ManifoldCFException.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 594
LockManagerFactory.java: org.apache.manifoldcf.core.interfaces LockManager.java: org.apache.manifoldcf.core.lockmanager 1->2: 6  2->1: 12
Messages.java: org.apache.manifoldcf.crawler.connectors.filesystem LivelinkConnector.java: org.apache.manifoldcf.crawler.connectors.livelink 1->2: 596  2->1: 2
Uninstall.java: org.apache.manifoldcf.agents OutputConnectionManager.java: org.apache.manifoldcf.agents.outputconnection 1->2: 2  2->1: 13
Messages.java: org.apache.manifoldcf.crawler.connectors.sharedrive Messages.java: org.apache.manifoldcf.crawler.connectors.meridio 1->2: 126  2->1: 126
RSSConnector.java: org.apache.manifoldcf.crawler.connectors.rss Messages.java: org.apache.manifoldcf.agents.output.solr 1->2: 0  2->1: 510
Messages.java: org.apache.manifoldcf.crawler.connectors.meridio WebcrawlerConnector.java: org.apache.manifoldcf.crawler.connectors.webcrawler 1->2: 1033  2->1: 0
OutputConnectorFactory.java: org.apache.manifoldcf.agents.interfaces ConfigParams.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 77
OutputSpecification.java: org.apache.manifoldcf.agents.interfaces IOutputConnector.java: org.apache.manifoldcf.agents.interfaces 1->2: 18  2->1: 0
DBInterfaceDerby.java: org.apache.manifoldcf.core.database ColumnDescription.java: org.apache.manifoldcf.core.interfaces 1->2: 1  2->1: 32
AuthorityConnector.java: org.apache.manifoldcf.crawler.authorities.DCTM Messages.java: org.apache.manifoldcf.crawler.connectors.filesystem 1->2: 2  2->1: 126
CacheManager.java: org.apache.manifoldcf.core.cachemanager ICacheHandle.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 23
IDFactory.java: org.apache.manifoldcf.core.interfaces ManifoldCFException.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 14
IncrementalIngester.java: org.apache.manifoldcf.agents.incrementalingest OutputConnectorFactory.java: org.apache.manifoldcf.agents.interfaces 1->2: 10  2->1: 60
Messages.java: org.apache.manifoldcf.crawler.connectors.alfresco Messages.java: org.apache.manifoldcf.crawler.connectors.sharedrive 1->2: 126  2->1: 126
IncrementalIngester.java: org.apache.manifoldcf.agents.incrementalingest IResultRow.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 27
BaseDerby.java: org.apache.manifoldcf.cmis_tests BaseDerby.java: org.apache.manifoldcf.elasticsearch_tests 1->2: 7  2->1: 7
UnRegister.java: org.apache.manifoldcf.agents ManifoldCFException.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 14
DBInterfaceMySQL.java: org.apache.manifoldcf.core.database ResultSpecification.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 35
RobotsManager.java: org.apache.manifoldcf.crawler.connectors.webcrawler IResultSet.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 11
Messages.java: org.apache.manifoldcf.agents.output.gts Messages.java: org.apache.manifoldcf.agents.output.nullconnector 1->2: 126  2->1: 126
IAgentManager.java: org.apache.manifoldcf.agents.interfaces ManifoldCF.java: org.apache.manifoldcf.agents.system 1->2: 20  2->1: 0
DCTM.java: org.apache.manifoldcf.crawler.connectors.DCTM Messages.java: org.apache.manifoldcf.crawler.connectors.wiki 1->2: 2  2->1: 347
Messages.java: org.apache.manifoldcf.crawler.connectors.livelink SolrConnector.java: org.apache.manifoldcf.agents.output.solr 1->2: 454  2->1: 2
Messages.java: org.apache.manifoldcf.crawler.connectors.cmis OpenSearchServerConnector.java: org.apache.manifoldcf.agents.output.opensearchserver 1->2: 22  2->1: 6
AlfrescoRepositoryConnector.java: org.apache.manifoldcf.crawler.connectors.alfresco Messages.java: org.apache.manifoldcf.crawler.connectors.cmis 1->2: 8  2->1: 22
InitializationCommand.java: org.apache.manifoldcf.core ManifoldCFException.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 14
DBInterfaceMySQL.java: org.apache.manifoldcf.core.database ManifoldCFException.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 375
JDBCConnector.java: org.apache.manifoldcf.crawler.connectors.jdbc ConfigParams.java: org.apache.manifoldcf.core.interfaces 1->2: 1  2->1: 84
ThrottledFetcher.java: org.apache.manifoldcf.crawler.connectors.rss ThrottledFetcher.java: org.apache.manifoldcf.crawler.connectors.webcrawler 1->2: 10  2->1: 10
MeridioWrapper.java: org.apache.manifoldcf.crawler.connectors.meridio.meridiowrapper Configuration.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 101
Messages.java: org.apache.manifoldcf.agents.output.nullconnector WikiConnector.java: org.apache.manifoldcf.crawler.connectors.wiki 1->2: 160  2->1: 2
ManifoldCF.java: org.apache.manifoldcf.agents.system LockManagerFactory.java: org.apache.manifoldcf.core.interfaces 1->2: 2  2->1: 12
OutputConnectionManagerFactory.java: org.apache.manifoldcf.agents.interfaces OutputConnectionManager.java: org.apache.manifoldcf.agents.outputconnection 1->2: 5  2->1: 11
DCTM.java: org.apache.manifoldcf.crawler.connectors.DCTM Configuration.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 213
GTSConnector.java: org.apache.manifoldcf.agents.output.gts ServiceInterruption.java: org.apache.manifoldcf.agents.interfaces 1->2: 0  2->1: 18
Messages.java: org.apache.manifoldcf.crawler.connectors.filesystem Messages.java: org.apache.manifoldcf.agents.output.gts 1->2: 126  2->1: 126
IThreadContext.java: org.apache.manifoldcf.core.interfaces ManifoldCF.java: org.apache.manifoldcf.core.system 1->2: 68  2->1: 0
IThreadContext.java: org.apache.manifoldcf.core.interfaces HopcountTester.java: org.apache.manifoldcf.filesystem_tests 1->2: 22  2->1: 0
ElasticSearchConnector.java: org.apache.manifoldcf.agents.output.elasticsearch Messages.java: org.apache.manifoldcf.crawler.connectors.sharedrive 1->2: 8  2->1: 22
Messages.java: org.apache.manifoldcf.crawler.connectors.cmis Messages.java: org.apache.manifoldcf.crawler.connectors.webcrawler 1->2: 126  2->1: 126
Messages.java: org.apache.manifoldcf.crawler.connectors.filesystem Messages.java: org.apache.manifoldcf.crawler.connectors.jdbc 1->2: 126  2->1: 126
Messages.java: org.apache.manifoldcf.crawler.connectors.cmis Messages.java: org.apache.manifoldcf.crawler.connectors.livelink 1->2: 126  2->1: 126
SPSProxyHelper.java: org.apache.manifoldcf.crawler.connectors.sharepoint Logging.java: org.apache.manifoldcf.core.system 1->2: 0  2->1: 122
SharedDriveConnector.java: org.apache.manifoldcf.crawler.connectors.sharedrive Messages.java: org.apache.manifoldcf.crawler.connectors.wiki 1->2: 2  2->1: 540
Messages.java: org.apache.manifoldcf.crawler.connectors.jdbc Messages.java: org.apache.manifoldcf.crawler.connectors.rss 1->2: 126  2->1: 126
ManifoldCFException.java: org.apache.manifoldcf.core.interfaces ExpirationTester.java: org.apache.manifoldcf.filesystem_tests 1->2: 21  2->1: 0
IncrementalIngester.java: org.apache.manifoldcf.agents.incrementalingest IOutputConnection.java: org.apache.manifoldcf.agents.interfaces 1->2: 0  2->1: 40
AuthorityConnector.java: org.apache.manifoldcf.crawler.authorities.DCTM Messages.java: org.apache.manifoldcf.crawler.connectors.wiki 1->2: 2  2->1: 126
SharePointRepository.java: org.apache.manifoldcf.crawler.connectors.sharepoint ServiceInterruption.java: org.apache.manifoldcf.agents.interfaces 1->2: 0  2->1: 57
MatchMap.java: org.apache.manifoldcf.crawler.connectors.livelink MatchMap.java: org.apache.manifoldcf.crawler.connectors.sharepoint 1->2: 52  2->1: 52
RobotsManager.java: org.apache.manifoldcf.crawler.connectors.webcrawler BaseTable.java: org.apache.manifoldcf.core.database 1->2: 0  2->1: 19
MatchMap.java: org.apache.manifoldcf.crawler.connectors.cmis SharePointRepository.java: org.apache.manifoldcf.crawler.connectors.sharepoint 1->2: 139  2->1: 0
WebcrawlerConnector.java: org.apache.manifoldcf.crawler.connectors.webcrawler SequenceCredentials.java: org.apache.manifoldcf.crawler.connectors.webcrawler 1->2: 0  2->1: 18
MeridioConnector.java: org.apache.manifoldcf.crawler.connectors.meridio Logging.java: org.apache.manifoldcf.core.system 1->2: 0  2->1: 102
ActiveDirectoryConfig.java: org.apache.manifoldcf.authorities.authorities.activedirectory ActiveDirectoryAuthority.java: org.apache.manifoldcf.authorities.authorities.activedirectory 1->2: 43  2->1: 0
Messages.java: org.apache.manifoldcf.crawler.connectors.jdbc Messages.java: org.apache.manifoldcf.agents.output.nullconnector 1->2: 126  2->1: 126
GetConnectionInfo.java: org.apache.manifoldcf.crawler.connectors.sharedrive UTF8Stdout.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 115
Messages.java: org.apache.manifoldcf.agents.output.solr Messages.java: org.apache.manifoldcf.crawler.connectors.webcrawler 1->2: 126  2->1: 126
BaseUIDerby.java: org.apache.manifoldcf.alfresco_tests BaseUIDerby.java: org.apache.manifoldcf.wiki_tests 1->2: 6  2->1: 5
CmisRepositoryConnector.java: org.apache.manifoldcf.crawler.connectors.cmis Messages.java: org.apache.manifoldcf.crawler.connectors.DCTM 1->2: 8  2->1: 22
CookieManager.java: org.apache.manifoldcf.crawler.connectors.webcrawler Install.java: org.apache.manifoldcf.agents 1->2: 5  2->1: 28
IOutputConnectionManager.java: org.apache.manifoldcf.agents.interfaces SanityDerbyIT.java: org.apache.manifoldcf.wiki_tests 1->2: 17  2->1: 0
Messages.java: org.apache.manifoldcf.crawler.connectors.filesystem OpenSearchServerConnector.java: org.apache.manifoldcf.agents.output.opensearchserver 1->2: 22  2->1: 6
Messages.java: org.apache.manifoldcf.crawler.connectors.DCTM MeridioAuthority.java: org.apache.manifoldcf.crawler.connectors.meridio 1->2: 281  2->1: 2
Messages.java: org.apache.manifoldcf.crawler.connectors.DCTM RSSConnector.java: org.apache.manifoldcf.crawler.connectors.rss 1->2: 510  2->1: 2
SharedDriveConnector.java: org.apache.manifoldcf.crawler.connectors.sharedrive Messages.java: org.apache.manifoldcf.crawler.connectors.jdbc 1->2: 2  2->1: 540
Messages.java: org.apache.manifoldcf.agents.output.gts SharePointRepository.java: org.apache.manifoldcf.crawler.connectors.sharepoint 1->2: 840  2->1: 0
Messages.java: org.apache.manifoldcf.crawler.connectors.alfresco ElasticSearchConnector.java: org.apache.manifoldcf.agents.output.elasticsearch 1->2: 22  2->1: 8
DCTM.java: org.apache.manifoldcf.crawler.connectors.DCTM MatchMap.java: org.apache.manifoldcf.crawler.connectors.meridio 1->2: 0  2->1: 94
JDBCConnection.java: org.apache.manifoldcf.crawler.connectors.jdbc JDBCConnectionFactory.java: org.apache.manifoldcf.crawler.connectors.jdbc 1->2: 3  2->1: 37
WebcrawlerConnector.java: org.apache.manifoldcf.crawler.connectors.webcrawler WebURL.java: org.apache.manifoldcf.crawler.connectors.webcrawler 1->2: 0  2->1: 157
FileConnector.java: org.apache.manifoldcf.crawler.connectors.filesystem ManifoldCFException.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 154
WebcrawlerConnector.java: org.apache.manifoldcf.crawler.connectors.webcrawler LoginParameters.java: org.apache.manifoldcf.crawler.connectors.webcrawler 1->2: 0  2->1: 12
SharePointRepository.java: org.apache.manifoldcf.crawler.connectors.sharepoint IPostParameters.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 106
Messages.java: org.apache.manifoldcf.crawler.connectors.alfresco SolrConnector.java: org.apache.manifoldcf.agents.output.solr 1->2: 454  2->1: 2
CmisRepositoryConnector.java: org.apache.manifoldcf.crawler.connectors.cmis Messages.java: org.apache.manifoldcf.crawler.connectors.filesystem 1->2: 8  2->1: 22
RSSConnector.java: org.apache.manifoldcf.crawler.connectors.rss IPostParameters.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 88
SharedDriveConnector.java: org.apache.manifoldcf.crawler.connectors.sharedrive ServiceInterruption.java: org.apache.manifoldcf.agents.interfaces 1->2: 0  2->1: 81
ManifoldCF.java: org.apache.manifoldcf.core.system Logging.java: org.apache.manifoldcf.core.system 1->2: 4  2->1: 7
DNSManager.java: org.apache.manifoldcf.crawler.connectors.webcrawler StringSet.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 81
DBInterfaceHSQLDB.java: org.apache.manifoldcf.core.database IResultSet.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 31
SharedDriveConnector.java: org.apache.manifoldcf.crawler.connectors.sharedrive Messages.java: org.apache.manifoldcf.authorities.authorities.nullauthority 1->2: 0  2->1: 540
ConfigParams.java: org.apache.manifoldcf.core.interfaces IConnector.java: org.apache.manifoldcf.core.interfaces 1->2: 30  2->1: 1
CmisAuthorityConnector.java: org.apache.manifoldcf.crawler.connectors.cmis Messages.java: org.apache.manifoldcf.crawler.authorities.DCTM 1->2: 0  2->1: 55
Messages.java: org.apache.manifoldcf.crawler.connectors.meridio Messages.java: org.apache.manifoldcf.core.i18n 1->2: 19  2->1: 40
Messages.java: org.apache.manifoldcf.crawler.connectors.livelink Messages.java: org.apache.manifoldcf.agents.output.solr 1->2: 126  2->1: 126
NullConnector.java: org.apache.manifoldcf.agents.output.nullconnector NavigationDerbyUI.java: org.apache.manifoldcf.jdbc_tests 1->2: 28  2->1: 0
Messages.java: org.apache.manifoldcf.crawler.connectors.livelink WebcrawlerConnector.java: org.apache.manifoldcf.crawler.connectors.webcrawler 1->2: 1033  2->1: 0
Messages.java: org.apache.manifoldcf.crawler.connectors.filenet MeridioAuthority.java: org.apache.manifoldcf.crawler.connectors.meridio 1->2: 281  2->1: 2
Messages.java: org.apache.manifoldcf.agents.output.elasticsearch Messages.java: org.apache.manifoldcf.agents.output.solr 1->2: 126  2->1: 126
IKeystoreManager.java: org.apache.manifoldcf.core.interfaces KeystoreManager.java: org.apache.manifoldcf.core.keystore 1->2: 14  2->1: 13
MeridioConnector.java: org.apache.manifoldcf.crawler.connectors.meridio Messages.java: org.apache.manifoldcf.core.i18n 1->2: 0  2->1: 418
Messages.java: org.apache.manifoldcf.crawler.connectors.meridio Messages.java: org.apache.manifoldcf.agents.output.opensearchserver 1->2: 126  2->1: 126
Messages.java: org.apache.manifoldcf.crawler.connectors.filenet Messages.java: org.apache.manifoldcf.crawler.connectors.wiki 1->2: 126  2->1: 126
AlfrescoRepositoryConnector.java: org.apache.manifoldcf.crawler.connectors.alfresco ManifoldCF.java: org.apache.manifoldcf.core.system 1->2: 9  2->1: 4
Messages.java: org.apache.manifoldcf.crawler.authorities.DCTM Messages.java: org.apache.manifoldcf.agents.output.nullconnector 1->2: 126  2->1: 126
MatchMap.java: org.apache.manifoldcf.crawler.connectors.livelink SharePointRepository.java: org.apache.manifoldcf.crawler.connectors.sharepoint 1->2: 139  2->1: 0
ConfigurationNode.java: org.apache.manifoldcf.core.interfaces ManifoldCF.java: org.apache.manifoldcf.core.system 1->2: 25  2->1: 7
NullConnector.java: org.apache.manifoldcf.agents.output.nullconnector NavigationDerbyUI.java: org.apache.manifoldcf.wiki_tests 1->2: 28  2->1: 0
DataCache.java: org.apache.manifoldcf.crawler.connectors.webcrawler ManifoldCF.java: org.apache.manifoldcf.core.system 1->2: 1  2->1: 12
Database.java: org.apache.manifoldcf.core.database ManifoldCF.java: org.apache.manifoldcf.core.system 1->2: 82  2->1: 6
Messages.java: org.apache.manifoldcf.crawler.connectors.filesystem ManifoldCFException.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 21
SharePointRepository.java: org.apache.manifoldcf.crawler.connectors.sharepoint Logging.java: org.apache.manifoldcf.core.system 1->2: 0  2->1: 123
JDBCConnector.java: org.apache.manifoldcf.crawler.connectors.jdbc Database.java: org.apache.manifoldcf.core.database 1->2: 49  2->1: 18
ThrottledFetcher.java: org.apache.manifoldcf.crawler.connectors.webcrawler Logging.java: org.apache.manifoldcf.core.system 1->2: 0  2->1: 50
RSSConnector.java: org.apache.manifoldcf.crawler.connectors.rss DataCache.java: org.apache.manifoldcf.crawler.connectors.rss 1->2: 15  2->1: 14
Messages.java: org.apache.manifoldcf.crawler.connectors.sharedrive CommonsHTTPSender.java: org.apache.manifoldcf.crawler.connectors.sharepoint 1->2: 14  2->1: 0
DBInterfacePostgreSQL.java: org.apache.manifoldcf.core.database ColumnDescription.java: org.apache.manifoldcf.core.interfaces 1->2: 1  2->1: 32
HTMLTester.java: org.apache.manifoldcf.core.tests NavigationDerbyUI.java: org.apache.manifoldcf.nullauthority_tests 1->2: 54  2->1: 0
Messages.java: org.apache.manifoldcf.crawler.connectors.alfresco GTSConnector.java: org.apache.manifoldcf.agents.output.gts 1->2: 95  2->1: 2
ElasticSearchConnector.java: org.apache.manifoldcf.agents.output.elasticsearch Messages.java: org.apache.manifoldcf.crawler.connectors.jdbc 1->2: 8  2->1: 22
ElasticSearchConnector.java: org.apache.manifoldcf.agents.output.elasticsearch ServiceInterruption.java: org.apache.manifoldcf.agents.interfaces 1->2: 0  2->1: 18
