XMLUtil.java: net.n3.nanoxml IXMLReader.java: net.n3.nanoxml 1->2: 20  2->1: 131
Gradient.java: org.jhotdraw.samples.odg SVGTextFigure.java: org.jhotdraw.samples.svg.figures 1->2: 26  2->1: 2
StrokeToolBar.java: org.jhotdraw.samples.svg.gui ResourceBundleUtil.java: org.jhotdraw.util 1->2: 0  2->1: 33
QuadTreeDrawing.java: org.jhotdraw.draw Geom.java: org.jhotdraw.geom 1->2: 12  2->1: 47
DrawApplet.java: org.jhotdraw.samples.draw NanoXMLDOMInput.java: org.jhotdraw.xml 1->2: 1  2->1: 24
Shapes.java: org.jhotdraw.geom BezierPath.java: org.jhotdraw.geom 1->2: 8  2->1: 8
DrawingView.java: org.jhotdraw.draw FloatingTextArea.java: org.jhotdraw.draw 1->2: 17  2->1: 1
LineConnectionFigure.java: org.jhotdraw.draw Figure.java: org.jhotdraw.draw 1->2: 30  2->1: 202
SVGApplet.java: org.jhotdraw.samples.svg SVGDrawingPanel.java: org.jhotdraw.samples.svg 1->2: 33  2->1: 43
ButtonFactory.java: org.jhotdraw.draw.action NetView.java: org.jhotdraw.samples.net 1->2: 8  2->1: 25
ValidatorPlugin.java: net.n3.nanoxml IXMLValidator.java: net.n3.nanoxml 1->2: 8  2->1: 20
ElbowLiner.java: org.jhotdraw.draw BezierPath.java: org.jhotdraw.geom 1->2: 9  2->1: 106
AbstractTool.java: org.jhotdraw.draw ToolListener.java: org.jhotdraw.draw 1->2: 3  2->1: 13
DefaultApplicationModel.java: org.jhotdraw.app PertApplicationModel.java: org.jhotdraw.samples.pert 1->2: 17  2->1: 4
ImageHolderFigure.java: org.jhotdraw.draw PictImageInputFormat.java: org.jhotdraw.draw 1->2: 25  2->1: 8
DefaultDrawing.java: org.jhotdraw.draw ConnectingFiguresSample.java: org.jhotdraw.samples.mini 1->2: 17  2->1: 0
AbstractTool.java: org.jhotdraw.draw TextAreaEditingTool.java: org.jhotdraw.draw 1->2: 18  2->1: 14
CompositeColor.java: org.jhotdraw.color JMixer.java: org.jhotdraw.samples.color 1->2: 68  2->1: 0
BidirectionalConnectionTool.java: org.jhotdraw.draw AttributeKey.java: org.jhotdraw.draw 1->2: 2  2->1: 261
Drawing.java: org.jhotdraw.draw ODGView.java: org.jhotdraw.samples.odg 1->2: 78  2->1: 4
ImageInputFormat.java: org.jhotdraw.draw Images.java: org.jhotdraw.util 1->2: 8  2->1: 12
TextCreationTool.java: org.jhotdraw.draw TextHolderFigure.java: org.jhotdraw.draw 1->2: 6  2->1: 22
Application.java: org.jhotdraw.app DrawingEditor.java: org.jhotdraw.draw 1->2: 20  2->1: 16
DrawingEditor.java: org.jhotdraw.draw NetApplicationModel.java: org.jhotdraw.samples.net 1->2: 21  2->1: 0
LinkToolBar.java: org.jhotdraw.samples.svg.gui AbstractToolBar.java: org.jhotdraw.samples.svg.gui 1->2: 10  2->1: 16
AbstractConnector.java: org.jhotdraw.draw Geom.java: org.jhotdraw.geom 1->2: 13  2->1: 15
SVGPathOutlineHandle.java: org.jhotdraw.samples.svg.figures SVGPathFigure.java: org.jhotdraw.samples.svg.figures 1->2: 39  2->1: 30
Application.java: org.jhotdraw.app DefaultAppletApplication.java: org.jhotdraw.app 1->2: 13  2->1: 5
JSheet.java: org.jhotdraw.gui SheetListener.java: org.jhotdraw.gui.event 1->2: 3  2->1: 27
EditCanvasAction.java: org.jhotdraw.draw.action PreferencesUtil.java: org.jhotdraw.util.prefs 1->2: 0  2->1: 21
Disposable.java: org.jhotdraw.beans ButtonFactory.java: org.jhotdraw.draw.action 1->2: 26  2->1: 0
Gradient.java: org.jhotdraw.samples.odg SVGOutputFormat.java: org.jhotdraw.samples.svg.io 1->2: 21  2->1: 0
FigureEvent.java: org.jhotdraw.draw GraphicalCompositeFigure.java: org.jhotdraw.draw 1->2: 14  2->1: 9
ODGAttributeKeys.java: org.jhotdraw.samples.odg ODGGroupFigure.java: org.jhotdraw.samples.odg.figures 1->2: 3  2->1: 47
DrawingView.java: org.jhotdraw.draw TextAreaCreationTool.java: org.jhotdraw.draw 1->2: 20  2->1: 54
CreationTool.java: org.jhotdraw.draw PertPanel.java: org.jhotdraw.samples.pert 1->2: 13  2->1: 11
DefaultDrawing.java: org.jhotdraw.draw SerializationInputOutputFormat.java: org.jhotdraw.draw 1->2: 36  2->1: 0
Figure.java: org.jhotdraw.draw ODGAttributedFigure.java: org.jhotdraw.samples.odg.figures 1->2: 66  2->1: 36
Drawing.java: org.jhotdraw.draw DrawingPanel.java: org.jhotdraw.samples.draw 1->2: 145  2->1: 0
AttributeKeys.java: org.jhotdraw.draw SVGTextFigure.java: org.jhotdraw.samples.svg.figures 1->2: 9  2->1: 23
RectangleFigure.java: org.jhotdraw.draw Geom.java: org.jhotdraw.geom 1->2: 13  2->1: 70
DrawingEditor.java: org.jhotdraw.draw ODGDrawingPanel.java: org.jhotdraw.samples.odg 1->2: 74  2->1: 3
ButtonFactory.java: org.jhotdraw.draw.action ResourceBundleUtil.java: org.jhotdraw.util 1->2: 0  2->1: 252
DrawingView.java: org.jhotdraw.draw TextCreationTool.java: org.jhotdraw.draw 1->2: 18  2->1: 0
BoundsOutlineHandle.java: org.jhotdraw.draw ResizeHandleKit.java: org.jhotdraw.draw 1->2: 25  2->1: 0
DefaultDrawing.java: org.jhotdraw.draw NetView.java: org.jhotdraw.samples.net 1->2: 49  2->1: 0
LineConnectionFigure.java: org.jhotdraw.draw ElbowLiner.java: org.jhotdraw.draw 1->2: 14  2->1: 32
TextFigure.java: org.jhotdraw.draw AbstractAttributedDecoratedFigure.java: org.jhotdraw.draw 1->2: 19  2->1: 24
DrawingEditor.java: org.jhotdraw.draw ToolsToolBar.java: org.jhotdraw.samples.svg.gui 1->2: 46  2->1: 0
SVGTextAreaFigure.java: org.jhotdraw.samples.svg.figures ImageMapOutputFormat.java: org.jhotdraw.samples.svg.io 1->2: 33  2->1: 0
DoubleStroke.java: org.jhotdraw.geom Geom.java: org.jhotdraw.geom 1->2: 0  2->1: 112
Tool.java: org.jhotdraw.draw Drawing.java: org.jhotdraw.draw 1->2: 51  2->1: 5
FigureEvent.java: org.jhotdraw.draw AbstractFigure.java: org.jhotdraw.draw 1->2: 48  2->1: 18
Application.java: org.jhotdraw.app NetApplicationModel.java: org.jhotdraw.samples.net 1->2: 28  2->1: 0
BezierPath.java: org.jhotdraw.geom ODGInputFormat.java: org.jhotdraw.samples.odg.io 1->2: 293  2->1: 0
AttributeKey.java: org.jhotdraw.draw ConvexHullOutlineHandle.java: org.jhotdraw.samples.svg.figures 1->2: 252  2->1: 3
Handle.java: org.jhotdraw.draw SVGGroupFigure.java: org.jhotdraw.samples.svg.figures 1->2: 25  2->1: 21
TransformEdit.java: org.jhotdraw.draw AlignAction.java: org.jhotdraw.draw.action 1->2: 18  2->1: 0
BezierScaleHandle.java: org.jhotdraw.draw Geom.java: org.jhotdraw.geom 1->2: 0  2->1: 77
AttributeKey.java: org.jhotdraw.draw CombineAction.java: org.jhotdraw.samples.svg.action 1->2: 113  2->1: 0
GridConstrainer.java: org.jhotdraw.draw ButtonFactory.java: org.jhotdraw.draw.action 1->2: 67  2->1: 0
VerticalLayouter.java: org.jhotdraw.draw CompositeFigure.java: org.jhotdraw.draw 1->2: 10  2->1: 59
Handle.java: org.jhotdraw.draw SVGRectRadiusHandle.java: org.jhotdraw.samples.svg.figures 1->2: 22  2->1: 21
Drawing.java: org.jhotdraw.draw SVGImageFigure.java: org.jhotdraw.samples.svg.figures 1->2: 22  2->1: 49
TextAreaEditingTool.java: org.jhotdraw.draw DrawingEditor.java: org.jhotdraw.draw 1->2: 37  2->1: 2
DrawLiveConnectApplet.java: org.jhotdraw.samples.draw NanoXMLDOMOutput.java: org.jhotdraw.xml 1->2: 4  2->1: 32
ODGView.java: org.jhotdraw.samples.odg ODGInputFormat.java: org.jhotdraw.samples.odg.io 1->2: 85  2->1: 19
ImageFigure.java: org.jhotdraw.draw Base64.java: org.jhotdraw.io 1->2: 59  2->1: 10
BoundsOutlineHandle.java: org.jhotdraw.draw SVGImageFigure.java: org.jhotdraw.samples.svg.figures 1->2: 20  2->1: 10
View.java: org.jhotdraw.app PrintAction.java: org.jhotdraw.app.action 1->2: 21  2->1: 2
DefaultDrawingEditor.java: org.jhotdraw.draw SVGApplicationModel.java: org.jhotdraw.samples.svg 1->2: 31  2->1: 0
TextFigure.java: org.jhotdraw.draw LabeledLineConnectionFigureSample.java: org.jhotdraw.samples.mini 1->2: 20  2->1: 0
ChopDiamondConnector.java: org.jhotdraw.draw Figure.java: org.jhotdraw.draw 1->2: 0  2->1: 21
Figure.java: org.jhotdraw.draw ODGInputFormat.java: org.jhotdraw.samples.odg.io 1->2: 311  2->1: 0
Handle.java: org.jhotdraw.draw AbstractCompositeFigure.java: org.jhotdraw.draw 1->2: 61  2->1: 33
BezierFigure.java: org.jhotdraw.draw BezierTool.java: org.jhotdraw.draw 1->2: 96  2->1: 24
Drawing.java: org.jhotdraw.draw SerializationInputOutputFormat.java: org.jhotdraw.draw 1->2: 26  2->1: 14
TextFigure.java: org.jhotdraw.draw MoveHandle.java: org.jhotdraw.draw 1->2: 6  2->1: 23
AttributeKey.java: org.jhotdraw.draw NetApplicationModel.java: org.jhotdraw.samples.net 1->2: 87  2->1: 0
DrawingEditor.java: org.jhotdraw.draw PertApplicationModel.java: org.jhotdraw.samples.pert 1->2: 23  2->1: 0
AbstractAttributedFigure.java: org.jhotdraw.draw StraightLineFigure.java: org.jhotdraw.samples.mini 1->2: 24  2->1: 14
AbstractTool.java: org.jhotdraw.draw CreationTool.java: org.jhotdraw.draw 1->2: 43  2->1: 6
DrawingEditor.java: org.jhotdraw.draw DrawApplicationModel.java: org.jhotdraw.samples.draw 1->2: 29  2->1: 0
Figure.java: org.jhotdraw.draw RectangleFigure.java: org.jhotdraw.draw 1->2: 39  2->1: 36
SVGAttributeKeys.java: org.jhotdraw.samples.svg SVGAttributedFigure.java: org.jhotdraw.samples.svg.figures 1->2: 5  2->1: 17
LocatorLayouter.java: org.jhotdraw.draw CompositeFigure.java: org.jhotdraw.draw 1->2: 10  2->1: 14
DefaultDrawingViewTransferHandler.java: org.jhotdraw.draw Figure.java: org.jhotdraw.draw 1->2: 1  2->1: 214
Handle.java: org.jhotdraw.draw MoveHandle.java: org.jhotdraw.draw 1->2: 24  2->1: 21
TextAreaCreationTool.java: org.jhotdraw.draw ODGDrawingPanel.java: org.jhotdraw.samples.odg 1->2: 28  2->1: 9
BezierPath.java: org.jhotdraw.geom SVGBezierFigure.java: org.jhotdraw.samples.svg.figures 1->2: 87  2->1: 15
AbstractApplication.java: org.jhotdraw.app AbstractBean.java: org.jhotdraw.beans 1->2: 18  2->1: 27
DefaultSDIApplication.java: org.jhotdraw.app ResourceBundleUtil.java: org.jhotdraw.util 1->2: 13  2->1: 32
Application.java: org.jhotdraw.app DefaultApplicationModel.java: org.jhotdraw.app 1->2: 41  2->1: 13
Figure.java: org.jhotdraw.draw QuadTreeCompositeFigure.java: org.jhotdraw.draw 1->2: 118  2->1: 49
InputFormat.java: org.jhotdraw.draw SVGCreateFromFileTool.java: org.jhotdraw.samples.svg 1->2: 37  2->1: 0
BoundsOutlineHandle.java: org.jhotdraw.draw SVGTextFigure.java: org.jhotdraw.samples.svg.figures 1->2: 18  2->1: 11
TextAreaFigure.java: org.jhotdraw.draw DOMOutput.java: org.jhotdraw.xml 1->2: 1  2->1: 82
PertView.java: org.jhotdraw.samples.pert UndoRedoManager.java: org.jhotdraw.undo 1->2: 0  2->1: 36
AbstractCompositeFigure.java: org.jhotdraw.draw Drawing.java: org.jhotdraw.draw 1->2: 179  2->1: 138
HandleMulticaster.java: org.jhotdraw.draw DefaultHandleTracker.java: org.jhotdraw.draw 1->2: 30  2->1: 8
DOMStorableInputOutputFormat.java: org.jhotdraw.draw PertApplet.java: org.jhotdraw.samples.pert 1->2: 28  2->1: 1
ODGStylesReader.java: org.jhotdraw.samples.odg.io ODGInputFormat.java: org.jhotdraw.samples.odg.io 1->2: 256  2->1: 226
ApplicationModel.java: org.jhotdraw.app DefaultApplicationModel.java: org.jhotdraw.app 1->2: 30  2->1: 11
Gradient.java: org.jhotdraw.samples.odg SVGRectFigure.java: org.jhotdraw.samples.svg.figures 1->2: 19  2->1: 2
LocatorConnector.java: org.jhotdraw.draw NodeFigure.java: org.jhotdraw.samples.net.figures 1->2: 44  2->1: 0
TextInputFormat.java: org.jhotdraw.draw TextHolderFigure.java: org.jhotdraw.draw 1->2: 4  2->1: 17
PertApplicationModel.java: org.jhotdraw.samples.pert ResourceBundleUtil.java: org.jhotdraw.util 1->2: 0  2->1: 48
Figure.java: org.jhotdraw.draw RelativeLocator.java: org.jhotdraw.draw 1->2: 45  2->1: 1
DefaultSDIApplication.java: org.jhotdraw.app View.java: org.jhotdraw.app 1->2: 20  2->1: 102
DefaultDrawingView.java: org.jhotdraw.draw PertView.java: org.jhotdraw.samples.pert 1->2: 27  2->1: 31
AbstractView.java: org.jhotdraw.app SVGView.java: org.jhotdraw.samples.svg 1->2: 38  2->1: 23
LabelFigure.java: org.jhotdraw.draw Figure.java: org.jhotdraw.draw 1->2: 8  2->1: 42
BezierFigure.java: org.jhotdraw.draw BezierPath.java: org.jhotdraw.geom 1->2: 116  2->1: 431
BezierPathIterator.java: org.jhotdraw.geom BezierPath.java: org.jhotdraw.geom 1->2: 57  2->1: 102
Drawing.java: org.jhotdraw.draw DrawApplet.java: org.jhotdraw.samples.draw 1->2: 48  2->1: 0
ValidatorPlugin.java: net.n3.nanoxml XMLUtil.java: net.n3.nanoxml 1->2: 9  2->1: 23
TextCreationTool.java: org.jhotdraw.draw Figure.java: org.jhotdraw.draw 1->2: 0  2->1: 67
Figure.java: org.jhotdraw.draw JAttributeTextArea.java: org.jhotdraw.gui 1->2: 31  2->1: 0
Handle.java: org.jhotdraw.draw BezierFigure.java: org.jhotdraw.draw 1->2: 50  2->1: 8
Drawing.java: org.jhotdraw.draw DrawingComponentRepainter.java: org.jhotdraw.gui.event 1->2: 21  2->1: 0
LabelFigure.java: org.jhotdraw.draw FigureListener.java: org.jhotdraw.draw 1->2: 7  2->1: 9
SVGDrawingPanel.java: org.jhotdraw.samples.svg PreferencesUtil.java: org.jhotdraw.util.prefs 1->2: 12  2->1: 121
XMLUtil.java: net.n3.nanoxml XMLParseException.java: net.n3.nanoxml 1->2: 0  2->1: 96
CompositeFigure.java: org.jhotdraw.draw ODGInputFormat.java: org.jhotdraw.samples.odg.io 1->2: 50  2->1: 4
Figure.java: org.jhotdraw.draw SVGAttributedFigure.java: org.jhotdraw.samples.svg.figures 1->2: 65  2->1: 36
VerticalLayouter.java: org.jhotdraw.draw Insets2D.java: org.jhotdraw.geom 1->2: 0  2->1: 106
HandleMulticaster.java: org.jhotdraw.draw Handle.java: org.jhotdraw.draw 1->2: 21  2->1: 24
ODGDrawingPanel.java: org.jhotdraw.samples.odg SVGPathFigure.java: org.jhotdraw.samples.svg.figures 1->2: 6  2->1: 112
UndoRedoManager.java: org.jhotdraw.undo CompositeEdit.java: org.jhotdraw.undo 1->2: 21  2->1: 6
ConvexHullOutlineHandle.java: org.jhotdraw.samples.svg.figures SVGPathFigure.java: org.jhotdraw.samples.svg.figures 1->2: 33  2->1: 26
AbstractCompositeFigure.java: org.jhotdraw.draw DOMInput.java: org.jhotdraw.xml 1->2: 12  2->1: 25
Figure.java: org.jhotdraw.draw StraightLineFigure.java: org.jhotdraw.samples.mini 1->2: 27  2->1: 35
FigureListener.java: org.jhotdraw.draw AbstractFigure.java: org.jhotdraw.draw 1->2: 31  2->1: 4
RelativeLocator.java: org.jhotdraw.draw NullHandle.java: org.jhotdraw.draw 1->2: 16  2->1: 0
DefaultDrawingView.java: org.jhotdraw.draw NetView.java: org.jhotdraw.samples.net 1->2: 28  2->1: 31
ColorSliderModel.java: org.jhotdraw.color ColorSliderUI.java: org.jhotdraw.color 1->2: 14  2->1: 2
CompositeFigure.java: org.jhotdraw.draw GraphicalCompositeFigure.java: org.jhotdraw.draw 1->2: 51  2->1: 32
TextCreationTool.java: org.jhotdraw.draw AttributeKey.java: org.jhotdraw.draw 1->2: 0  2->1: 95
FillToolBar.java: org.jhotdraw.samples.svg.gui AbstractToolBar.java: org.jhotdraw.samples.svg.gui 1->2: 12  2->1: 17
ArrowTip.java: org.jhotdraw.draw DOMOutput.java: org.jhotdraw.xml 1->2: 1  2->1: 61
Handle.java: org.jhotdraw.draw ODGPathFigure.java: org.jhotdraw.samples.odg.figures 1->2: 43  2->1: 20
Connector.java: org.jhotdraw.draw ConnectionFigure.java: org.jhotdraw.draw 1->2: 23  2->1: 6
PaletteLookAndFeel.java: org.jhotdraw.gui.plaf.palette PaletteToolBarUI.java: org.jhotdraw.gui.plaf.palette 1->2: 218  2->1: 0
BezierTool.java: org.jhotdraw.draw Bezier.java: org.jhotdraw.geom 1->2: 0  2->1: 34
Connector.java: org.jhotdraw.draw RoundRectangleFigure.java: org.jhotdraw.draw 1->2: 19  2->1: 5
ODGRectRadiusHandle.java: org.jhotdraw.samples.odg.figures ResourceBundleUtil.java: org.jhotdraw.util 1->2: 6  2->1: 12
SVGDrawingPanel.java: org.jhotdraw.samples.svg UndoRedoManager.java: org.jhotdraw.undo 1->2: 0  2->1: 28
AbstractView.java: org.jhotdraw.app View.java: org.jhotdraw.app 1->2: 45  2->1: 52
Tool.java: org.jhotdraw.draw ButtonFactory.java: org.jhotdraw.draw.action 1->2: 85  2->1: 0
Connector.java: org.jhotdraw.draw Drawing.java: org.jhotdraw.draw 1->2: 50  2->1: 1
ODGPathFigure.java: org.jhotdraw.samples.odg.figures DOMOutput.java: org.jhotdraw.xml 1->2: 15  2->1: 1
DefaultDrawingView.java: org.jhotdraw.draw HandleEvent.java: org.jhotdraw.draw 1->2: 6  2->1: 18
DOMStorableInputOutputFormat.java: org.jhotdraw.draw NetApplet.java: org.jhotdraw.samples.net 1->2: 28  2->1: 1
PaletteButtonUI.java: org.jhotdraw.gui.plaf.palette FillToolBar.java: org.jhotdraw.samples.svg.gui 1->2: 18  2->1: 0
HarmonicColorModel.java: org.jhotdraw.color CompositeColor.java: org.jhotdraw.color 1->2: 9  2->1: 10
DefaultDrawingView.java: org.jhotdraw.draw MultiEditorSample.java: org.jhotdraw.samples.mini 1->2: 16  2->1: 0
FigureAttributeEditorHandler.java: org.jhotdraw.gui.event FontToolBar.java: org.jhotdraw.samples.svg.gui 1->2: 24  2->1: 0
TextAreaCreationTool.java: org.jhotdraw.draw DrawingPanel.java: org.jhotdraw.samples.draw 1->2: 17  2->1: 9
ChopDiamondConnector.java: org.jhotdraw.draw DiamondFigure.java: org.jhotdraw.draw 1->2: 12  2->1: 11
ResizeHandleKit.java: org.jhotdraw.draw RelativeLocator.java: org.jhotdraw.draw 1->2: 40  2->1: 120
Figure.java: org.jhotdraw.draw Gradient.java: org.jhotdraw.samples.odg 1->2: 5  2->1: 21
AbstractViewAction.java: org.jhotdraw.app.action RedoAction.java: org.jhotdraw.app.action 1->2: 24  2->1: 14
AbstractAttributedCompositeFigure.java: org.jhotdraw.draw ODGPathFigure.java: org.jhotdraw.samples.odg.figures 1->2: 170  2->1: 63
AttributeKey.java: org.jhotdraw.draw SelectionColorIcon.java: org.jhotdraw.draw.action 1->2: 28  2->1: 0
AbstractAttributedFigure.java: org.jhotdraw.draw AttributeKeys.java: org.jhotdraw.draw 1->2: 90  2->1: 11
ChopRoundRectangleConnector.java: org.jhotdraw.draw Geom.java: org.jhotdraw.geom 1->2: 13  2->1: 37
AttributeKey.java: org.jhotdraw.draw FontChooserHandler.java: org.jhotdraw.draw.action 1->2: 85  2->1: 0
