Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
File,"AbstractCompactionStrategy.java",1,1,1,1,8,0,5,2,,,,,1,1,0,6,,12,11,2,12,,0,0,1,11,,137,18,53,27,14,66,,,,29,41,29,12,,,,,,3,3,3,1,,,2,,,,1.25,9,9,9,6
File,"AbstractCompactionTask.java",1,1,1,1,5,0,4,1,,,,,1,0,0,8,,9,9,2,9,,0,0,1,8,,92,15,50,20,13,27,,,,22,32,20,12,,,,,,2,2,3,1,,,1,,,,0.54,9,9,10,8
File,"AbstractCompositeType.java",3,3,3,2,15,1,13,0,,,,,3,7,0,16,,25,18,2,25,,7,0,9,9,,333,49,240,83,141,47,,,,130,179,86,93,,,,,,12,12,13,10,,,3,,,,0.20,48,48,53,32
File,"AbstractDataInput.java",2,2,2,1,21,0,8,12,,,,,1,0,0,14,,16,16,0,16,,0,0,2,14,,348,18,129,33,76,202,,,,53,84,33,51,,,,,,8,6,8,7,,,3,,,,1.57,33,31,36,20
File,"AbstractEndpointSnitch.java",1,1,1,1,8,0,5,3,,,,,2,0,0,4,,5,5,0,5,,0,0,0,5,,62,6,26,9,7,30,,,,9,14,10,4,,,,,,1,1,1,1,,,0,,,,1.15,4,4,4,4
File,"AbstractJdbcType.java",0,0,0,0,0,0,0,0,,,,,1,0,0,0,,12,12,0,12,,0,0,0,12,,40,3,17,15,0,20,,,,14,15,15,0,,,,,,0,0,0,0,,,0,,,,1.18,0,0,0,0
File,"AbstractJdbcUUID.java",1,1,1,1,4,0,4,0,,,,,1,0,0,9,,9,9,0,9,,0,0,0,9,,73,11,42,13,9,20,,,,12,22,13,9,,,,,,1,1,1,1,,,0,,,,0.48,9,9,9,9
File,"AbstractModification.java",1,1,1,1,5,0,4,0,,,,,1,0,1,9,,11,11,6,11,,0,0,0,11,,123,15,62,28,15,46,,,,30,40,26,14,,,,,,2,2,2,1,,,0,,,,0.74,11,11,11,9
File,"AbstractNetworkTopologySnitch.java",7,7,13,7,24,2,22,0,,,,,1,0,0,1,,3,3,0,3,,0,0,0,3,,71,7,30,13,19,34,,,,18,26,13,13,,,,,,7,7,13,7,,,1,,,,1.13,7,7,13,7
File,"AbstractPartitioner.java",2,2,2,1,8,0,8,0,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,30,1,12,4,5,17,,,,4,7,4,3,,,,,,2,2,2,1,,,1,,,,1.42,2,2,2,1
File,"AbstractReplicationStrategy.java",1,1,1,1,10,0,9,0,,,,,1,3,1,16,,19,16,5,19,,1,0,2,16,,263,34,179,69,65,50,,,,78,112,64,48,,,,,,3,3,3,3,,,2,,,,0.28,29,29,29,18
File,"AbstractRowResolver.java",1,1,1,1,7,0,6,0,,,,,1,0,2,5,,5,5,3,5,,0,0,0,5,,91,12,58,30,18,22,,,,33,41,30,11,,,,,,4,4,4,1,,,2,,,,0.38,8,8,8,5
File,"AbstractSSTableSimpleWriter.java",1,1,2,1,11,0,7,3,,,,,2,1,0,10,,13,12,6,13,,0,2,3,8,,168,20,95,38,40,54,,,,49,67,40,27,,,,,,4,4,4,1,,,1,,,,0.57,18,18,20,10
File,"AbstractSerializationsTester.java",1,1,1,1,5,0,5,0,,,,,2,2,3,3,,3,1,0,3,,0,0,3,0,,63,7,35,19,12,21,,,,21,25,18,7,,,,,,1,1,1,1,,,0,,,,0.60,3,3,3,3
File,"AbstractStatsDeque.java",1,1,1,1,6,0,6,0,,,,,1,0,0,5,,9,9,0,9,,0,0,0,9,,72,10,41,16,13,21,,,,17,27,18,9,,,,,,2,2,2,1,,,1,,,,0.51,7,7,7,5
File,"AbstractStreamSession.java",1,1,1,1,5,0,5,0,,,,,1,0,1,12,,13,13,4,13,,0,0,2,11,,117,21,78,27,31,18,,,,36,54,27,27,,,,,,4,4,4,3,,,2,,,,0.23,17,17,17,14
File,"AbstractThreadUnsafeSortedColumns.java",2,2,2,1,8,0,8,0,,,,,1,0,0,8,,9,9,1,9,,0,0,0,9,,109,13,76,22,30,21,,,,29,45,22,23,,,,,,13,13,14,1,,,3,,,,0.28,22,22,23,8
File,"AbstractType.java",1,1,1,1,10,0,9,1,,,,,6,1,0,13,,18,17,5,18,,0,0,1,17,,184,18,115,32,42,51,,,,44,65,38,27,,,,,,4,4,4,3,,,1,,,,0.44,19,19,21,15
File,"AbstractWriteResponseHandler.java",2,2,2,1,11,0,10,1,,,,,1,0,0,3,,5,5,5,5,,0,0,2,3,,85,10,50,23,15,25,,,,28,35,23,12,,,,,,3,3,3,1,,,1,,,,0.50,6,6,6,3
File,"Allocator.java",1,1,1,1,13,1,9,3,,,,,1,0,0,1,,2,2,0,2,,0,0,0,2,,41,4,15,6,6,22,,,,9,11,6,5,,,,,,1,1,1,1,,,0,,,,1.47,1,1,1,1
File,"AllowAllAuthenticator.java",1,1,1,1,4,0,3,0,,,,,1,0,1,3,,3,3,0,3,,0,0,0,3,,46,6,19,9,3,21,,,,7,11,9,2,,,,,,1,1,1,1,,,0,,,,1.11,3,3,3,3
File,"AllowAllAuthority.java",1,1,1,1,4,0,3,0,,,,,1,0,0,2,,2,2,0,2,,0,0,0,2,,39,4,14,7,1,21,,,,5,8,7,1,,,,,,1,1,1,1,,,0,,,,1.50,2,2,2,2
File,"AllowAllInternodeAuthenticator.java",1,1,1,1,3,0,3,0,,,,,1,0,0,2,,2,2,0,2,,0,0,0,2,,36,5,13,6,1,18,,,,4,7,6,1,,,,,,1,1,1,1,,,0,,,,1.38,2,2,2,2
File,"AlterKeyspaceStatement.java",2,2,2,1,13,1,11,0,,,,,1,0,0,4,,4,4,2,4,,0,0,0,4,,95,10,66,24,26,19,,,,31,42,23,19,,,,,,6,6,7,1,,,2,,,,0.29,10,10,11,4
File,"AlterTableStatement.java",5,3,5,2,19,1,17,0,,,,,2,0,0,6,,4,6,8,6,,0,0,0,6,,165,19,128,29,83,19,,,,61,81,29,52,,,,,,26,16,26,10,,,4,,,,0.15,31,21,31,15
File,"AlterTableStatement.java",4,3,4,1,19,2,17,0,,,,,2,1,0,8,,6,7,9,8,,0,0,0,8,,207,31,156,28,91,21,,,,60,92,30,62,,,,,,15,12,17,8,,,4,,,,0.13,32,29,34,15
File,"AntiEntropyService.java",1,1,1,1,10,0,8,1,,,,,20,3,6,81,,83,82,45,85,,18,4,2,61,,1178,136,840,234,388,203,,,,362,528,244,284,,,,,,8,8,9,5,,,4,,,,0.24,144,144,152,95
File,"AntiEntropyServiceCounterTest.java",1,1,1,1,6,0,6,0,,,,,1,0,0,2,,2,2,0,2,,0,0,0,2,,47,4,23,12,7,20,,,,14,17,12,5,,,,,,1,1,1,1,,,0,,,,0.87,2,2,2,2
File,"AntiEntropyServiceStandardTest.java",1,1,1,1,7,0,7,0,,,,,1,0,0,2,,2,2,0,2,,0,0,0,2,,47,4,23,11,7,20,,,,14,17,11,6,,,,,,1,1,1,1,,,0,,,,0.87,2,2,2,2
File,"AntiEntropyServiceTestAbstract.java",1,1,1,1,16,1,13,1,,,,,2,0,0,11,,13,13,9,13,,2,0,0,11,,267,40,188,86,92,39,,,,122,145,83,62,,,,,,4,4,4,4,,,3,,,,0.21,18,18,18,14
File,"ApplicationState.java",1,1,1,1,0,0,0,0,,,,,1,0,0,2,,0,2,14,2,,0,0,0,2,,41,2,18,16,0,21,,,,1,2,2,0,,,,,,1,1,1,1,,,0,,,,1.17,2,2,2,2
File,"ArrayBackedSortedColumns.java",1,1,1,1,8,0,7,0,,,,,8,1,1,48,,48,47,4,48,,0,6,0,42,,471,57,348,74,155,68,,,,120,196,85,111,,,,,,11,11,12,4,,,2,,,,0.20,87,87,88,51
File,"ArrayBackedSortedColumnsTest.java",2,2,2,1,9,1,7,0,,,,,2,0,0,14,,14,14,0,14,,0,8,0,6,,187,36,128,46,70,23,,,,81,111,52,59,,,,,,5,5,5,1,,,1,,,,0.18,32,32,34,14
File,"ArrayUtil.java",1,1,1,1,5,0,5,0,,,,,1,2,0,2,,2,0,0,2,,0,0,0,2,,39,4,14,5,7,21,,,,6,10,5,5,,,,,,2,2,2,1,,,1,,,,1.50,3,3,3,2
File,"ArrivalWindowTest.java",1,1,1,1,16,2,11,3,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,50,9,18,7,8,23,,,,11,13,6,7,,,,,,1,1,1,1,,,0,,,,1.28,1,1,1,1
File,"AsciiType.java",1,1,1,1,5,0,5,0,,,,,1,0,1,7,,7,7,0,7,,1,0,0,6,,76,11,44,13,13,22,,,,14,25,14,11,,,,,,3,3,4,1,,,2,,,,0.50,10,10,11,7
File,"AsyncRepairCallback.java",1,1,1,1,6,0,6,0,,,,,2,0,0,4,,4,4,3,4,,0,0,1,3,,64,7,37,15,10,20,,,,17,23,16,7,,,,,,2,2,2,1,,,0,,,,0.54,5,5,5,4
File,"AsyncResult.java",1,1,2,1,12,0,12,0,,,,,1,0,1,5,,5,5,6,5,,0,0,0,5,,109,11,81,25,31,17,,,,36,48,25,23,,,,,,4,4,6,1,,,3,,,,0.21,9,9,11,5
File,"AtomicSortedColumns.java",1,1,1,1,7,0,7,0,,,,,3,1,1,40,,40,39,3,40,,9,3,0,28,,408,52,303,74,120,54,,,,113,171,76,95,,,,,,13,13,14,5,,,3,,,,0.18,70,70,71,51
File,"Attributes.java",1,1,1,1,4,0,4,0,,,,,1,0,0,9,,9,9,3,9,,0,0,0,9,,79,12,44,15,10,23,,,,15,25,15,10,,,,,,1,1,1,1,,,0,,,,0.52,9,9,9,9
File,"Attributes.java",0,0,0,0,0,0,0,0,,,,,1,0,0,0,,0,0,3,0,,0,0,0,0,,32,2,8,6,0,22,,,,5,6,6,0,,,,,,0,0,0,0,,,0,,,,2.75,0,0,0,0
File,"AuthenticatedUser.java",1,1,1,1,4,0,4,0,,,,,1,0,0,3,,3,3,2,3,,0,0,0,3,,52,6,23,10,5,23,,,,10,14,9,5,,,,,,1,1,1,1,,,0,,,,1.00,3,3,3,3
File,"AuthenticationException.java",1,1,2,1,7,0,6,0,,,,,2,3,4,32,,30,29,5,32,,1,2,0,29,,354,55,252,74,132,50,,,,112,174,67,107,,,,,,5,5,9,5,,,3,,,,0.20,61,61,66,44
File,"AuthenticationRequest.java",2,2,2,1,8,0,7,0,,,,,2,3,4,34,,32,31,5,34,,1,2,0,31,,399,61,291,84,155,52,,,,133,203,80,123,,,,,,6,6,9,5,,,4,,,,0.18,68,68,73,46
File,"AuthorizationException.java",1,1,2,1,7,0,6,0,,,,,2,3,4,32,,30,29,5,32,,1,2,0,29,,354,55,252,74,132,50,,,,112,174,67,107,,,,,,5,5,9,5,,,3,,,,0.20,61,61,66,44
File,"AutoSavingCache.java",2,2,2,1,14,1,13,0,,,,,3,0,2,15,,15,15,6,15,,0,2,1,12,,297,43,233,73,111,23,,,,103,148,78,70,,,,,,7,7,8,5,,,4,,,,0.10,37,37,40,19
File,"Avro.java",8,8,10,1,42,3,36,2,,,,,1,4,0,4,,4,0,0,4,,0,1,0,3,,217,20,166,44,91,32,,,,68,102,43,59,,,,,,17,17,18,4,,,3,,,,0.19,34,34,41,7
File,"BatchCommitLogExecutorService.java",1,1,1,1,10,0,9,0,,,,,4,0,0,15,,15,15,6,15,,0,1,2,12,,197,24,147,35,61,27,,,,53,80,34,46,,,,,,6,6,8,3,,,2,,,,0.18,26,26,28,17
File,"BatchStatement.java",3,3,3,1,15,1,13,1,,,,,2,0,0,8,,8,8,3,8,,0,0,0,8,,183,21,129,40,59,33,,,,53,90,44,46,,,,,,11,11,11,1,,,4,,,,0.26,28,28,29,8
File,"BatchStatement.java",1,1,1,1,6,0,5,1,,,,,1,0,0,7,,7,7,4,7,,0,0,0,7,,101,15,51,22,13,35,,,,24,34,22,12,,,,,,2,2,2,1,,,1,,,,0.69,8,8,8,7
File,"BigIntegerToken.java",1,1,1,1,3,0,3,0,,,,,1,0,1,3,,3,3,0,3,,0,0,0,3,,41,5,17,7,4,19,,,,6,10,7,3,,,,,,1,1,1,1,,,0,,,,1.12,3,3,3,3
File,"BigLongArray.java",2,2,2,1,9,1,8,0,,,,,1,0,1,4,,4,4,4,4,,0,0,0,4,,78,12,42,17,22,24,,,,25,34,18,16,,,,,,4,4,4,1,,,1,,,,0.57,9,9,11,4
File,"BitUtil.java",3,3,3,1,54,5,39,9,,,,,1,14,1,14,,14,0,0,14,,0,0,0,14,,815,94,553,160,386,169,,,,383,436,160,276,,,,,,8,8,8,8,,,2,,,,0.31,52,52,52,24
File,"BloomCalculations.java",2,2,2,1,16,0,9,6,,,,,2,3,5,5,,5,2,2,5,,0,0,0,5,,186,16,99,23,60,79,,,,37,52,23,29,,,,,,5,5,5,1,,,1,,,,0.80,10,10,10,5
File,"BloomFilter.java",1,1,1,1,7,0,6,0,,,,,1,6,3,12,,12,6,1,12,,2,2,0,8,,141,18,91,30,36,32,,,,37,58,33,25,,,,,,3,3,3,3,,,2,,,,0.35,18,18,18,14
File,"BloomFilterSerializer.java",2,2,3,1,15,1,11,3,,,,,1,0,0,3,,3,3,0,3,,0,0,0,3,,83,10,45,21,22,31,,,,31,39,25,14,,,,,,3,3,4,1,,,2,,,,0.69,7,7,9,3
File,"BloomFilterTest.java",1,1,1,1,7,0,7,0,,,,,1,1,0,11,,11,10,1,11,,0,0,0,11,,140,20,100,43,38,20,,,,45,61,36,25,,,,,,3,3,3,1,,,2,,,,0.20,15,15,15,11
File,"BloomFilterTracker.java",1,1,1,1,6,0,6,0,,,,,1,0,0,6,,6,6,4,6,,0,0,0,6,,78,9,49,15,18,20,,,,16,25,15,10,,,,,,1,1,1,1,,,1,,,,0.41,6,6,6,6
File,"BloomFilterTrackerTest.java",1,1,1,1,11,0,11,0,,,,,1,0,0,3,,3,3,0,3,,0,0,0,3,,72,7,45,15,25,22,,,,30,34,12,22,,,,,,1,1,1,1,,,0,,,,0.49,3,3,3,3
File,"BooleanType.java",2,2,2,1,6,0,5,0,,,,,1,0,1,7,,7,7,0,7,,1,0,0,6,,83,15,48,12,19,21,,,,15,29,12,17,,,,,,4,4,7,3,,,1,,,,0.44,14,14,19,11
File,"BootStrapper.java",2,2,2,1,15,1,13,1,,,,,4,4,2,11,,11,7,5,11,,2,0,0,9,,239,33,177,67,89,31,,,,92,125,70,55,,,,,,6,6,7,5,,,2,,,,0.18,29,29,30,21
File,"BootStrapperTest.java",1,1,1,1,12,1,10,0,,,,,2,0,0,14,,14,14,0,14,,0,2,0,12,,218,28,163,72,95,27,,,,106,132,78,54,,,,,,4,4,5,1,,,3,,,,0.17,22,22,23,14
File,"BootstrapTest.java",1,1,1,1,16,2,12,3,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,53,8,25,15,9,21,,,,18,20,14,6,,,,,,1,1,1,1,,,0,,,,0.84,1,1,1,1
File,"BoundedStatsDeque.java",1,1,1,1,6,0,6,0,,,,,1,0,0,5,,5,5,1,5,,0,0,0,5,,67,7,38,11,9,22,,,,11,19,11,8,,,,,,3,3,3,1,,,2,,,,0.58,7,7,7,5
File,"BoundedStatsDequeTest.java",1,1,1,1,43,5,34,5,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,78,12,42,10,31,25,,,,35,37,9,28,,,,,,1,1,1,1,,,0,,,,0.60,1,1,1,1
File,"Bounds.java",1,1,2,1,5,0,4,0,,,,,1,1,0,11,,11,10,0,11,,1,0,0,10,,112,15,64,23,20,33,,,,24,38,21,17,,,,,,2,2,4,1,,,1,,,,0.52,15,15,22,11
File,"BufferedRandomAccessFileTest.java",1,1,1,1,19,3,14,1,,,,,12,0,0,32,,32,32,0,32,,0,3,0,29,,642,135,458,119,311,67,,,,305,353,122,231,,,,,,4,4,7,1,,,1,,,,0.15,44,44,50,32
File,"BufferedSegmentedFile.java",1,1,1,1,7,0,5,2,,,,,2,0,0,5,,5,5,0,5,,0,0,0,5,,76,7,38,13,9,31,,,,11,19,13,6,,,,,,2,2,2,1,,,1,,,,0.82,6,6,6,5
File,"BulkLoader.java",3,3,3,1,21,1,19,1,,,,,5,6,11,16,,16,10,20,16,,1,4,0,11,,457,47,374,118,215,37,,,,207,271,126,145,,,,,,17,17,17,3,,,5,,,,0.10,54,54,56,18
File,"BulkOutputFormat.java",1,1,1,1,3,0,3,0,,,,,2,0,1,12,,12,12,0,12,,0,1,0,11,,96,16,58,30,9,22,,,,17,32,24,8,,,,,,2,2,3,1,,,1,,,,0.38,13,13,14,12
File,"BulkRecordWriter.java",2,2,2,1,10,0,10,0,,,,,5,1,4,22,,18,21,18,22,,3,5,0,14,,356,33,301,102,142,23,,,,132,192,102,90,,,,,,11,11,11,5,,,5,,,,0.08,52,52,55,28
File,"ByteBufferUtil.java",1,1,1,1,11,0,8,2,,,,,2,35,1,38,,38,3,0,38,,0,0,0,38,,536,60,312,67,150,166,,,,127,195,76,119,,,,,,7,7,7,6,,,2,,,,0.53,68,68,74,52
File,"ByteBufferUtilTest.java",1,1,1,1,13,1,11,0,,,,,1,0,1,14,,14,14,0,14,,0,4,0,10,,251,37,192,69,113,23,,,,124,144,61,83,,,,,,3,3,3,1,,,1,,,,0.12,18,18,18,14
File,"ByteOrderedPartitioner.java",2,2,2,1,6,0,6,0,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,31,3,11,4,3,17,,,,4,7,4,3,,,,,,2,2,2,1,,,1,,,,1.55,2,2,2,1
File,"ByteOrderedPartitionerTest.java",1,1,1,1,4,0,4,0,,,,,1,0,0,1,,1,1,0,1,,0,0,0,1,,27,1,8,3,1,18,,,,2,4,3,1,,,,,,1,1,1,1,,,0,,,,2.25,1,1,1,1
File,"BytesReadTracker.java",1,1,1,1,5,0,5,0,,,,,1,0,0,18,,18,18,2,18,,0,0,0,18,,152,21,105,36,42,26,,,,48,67,36,31,,,,,,1,1,1,1,,,0,,,,0.25,18,18,18,18
File,"BytesReadTrackerTest.java",1,1,1,1,43,4,33,6,,,,,1,0,0,4,,4,4,0,4,,0,0,0,4,,215,24,147,45,94,44,,,,92,103,41,62,,,,,,1,1,1,1,,,1,,,,0.30,4,4,4,4
File,"BytesToken.java",1,1,1,1,5,0,5,0,,,,,1,0,1,6,,6,6,0,6,,0,0,0,6,,72,11,43,19,13,18,,,,17,26,16,10,,,,,,3,3,3,3,,,1,,,,0.42,8,8,8,8
File,"BytesType.java",1,1,1,1,5,0,4,0,,,,,1,1,1,9,,9,8,0,9,,1,0,0,8,,90,14,53,17,14,24,,,,16,29,16,13,,,,,,3,3,3,3,,,2,,,,0.45,12,12,14,11
File,"BytesTypeTest.java",1,1,1,1,4,0,4,0,,,,,1,0,2,2,,2,2,0,2,,0,0,0,2,,40,4,17,9,4,20,,,,6,9,7,2,,,,,,1,1,1,1,,,0,,,,1.18,2,2,2,2
File,"CFDefinition.java",2,2,2,1,10,0,10,0,,,,,5,3,4,22,,20,19,21,22,,0,6,1,15,,314,37,245,65,122,33,,,,113,162,73,89,,,,,,8,8,10,5,,,3,,,,0.13,49,49,55,29
File,"CFMetaData.java",2,2,2,1,11,0,10,1,,,,,3,20,22,94,,92,74,29,94,,4,13,0,77,,1375,157,1095,228,710,146,,,,472,703,243,460,,,,,,30,30,33,5,,,4,,,,0.13,227,227,243,108
File,"CFMetaDataTest.java",2,2,2,1,22,2,18,2,,,,,1,0,3,3,,3,3,0,3,,0,1,0,2,,141,19,99,51,49,24,,,,65,75,50,25,,,,,,3,3,3,1,,,2,,,,0.24,6,6,6,3
File,"CFName.java",1,1,1,1,4,0,4,0,,,,,1,0,0,6,,6,6,2,6,,0,0,0,6,,58,8,32,12,6,18,,,,10,17,11,6,,,,,,2,2,2,1,,,0,,,,0.56,9,9,9,6
File,"CFPropDefs.java",3,3,3,1,14,1,12,0,,,,,1,0,19,11,,11,11,4,11,,0,0,0,11,,288,36,219,63,135,36,,,,115,149,66,83,,,,,,15,15,18,3,,,2,,,,0.16,33,33,36,13
File,"CFPropDefs.java",2,2,2,1,14,0,14,0,,,,,1,1,17,5,,5,4,3,5,,0,0,0,5,,177,20,138,47,86,19,,,,88,103,44,59,,,,,,4,4,4,4,,,2,,,,0.14,14,14,14,8
File,"CFStatement.java",1,1,1,1,5,0,5,0,,,,,1,0,0,4,,4,4,1,4,,0,0,1,3,,55,6,28,10,6,21,,,,10,16,10,6,,,,,,2,2,2,1,,,1,,,,0.75,5,5,5,4
File,"CLibrary.java",3,3,3,1,20,1,17,2,,,,,1,18,15,11,,19,1,0,19,,0,5,0,14,,330,39,248,53,121,54,,,,87,125,51,74,,,,,,6,6,7,3,,,2,,,,0.22,42,42,43,15
File,"CQLStatement.java",1,1,1,1,6,0,6,0,,,,,1,0,0,1,,1,1,3,1,,0,0,0,1,,35,2,13,6,4,20,,,,7,9,6,3,,,,,,1,1,1,1,,,0,,,,1.54,1,1,1,1
File,"CQLStatement.java",0,0,0,0,0,0,0,0,,,,,1,0,0,0,,4,4,0,4,,0,0,0,4,,61,6,16,14,0,39,,,,13,14,14,0,,,,,,0,0,0,0,,,0,,,,2.44,0,0,0,0
File,"CacheKey.java",0,0,0,0,0,0,0,0,,,,,1,0,0,0,,3,3,0,3,,0,0,0,3,,43,5,10,8,0,28,,,,7,8,8,0,,,,,,0,0,0,0,,,0,,,,2.80,0,0,0,0
File,"CacheProviderTest.java",1,1,1,1,11,0,10,0,,,,,2,0,1,8,,8,8,7,8,,0,4,0,4,,135,15,98,43,54,22,,,,63,76,43,33,,,,,,3,3,3,1,,,1,,,,0.22,11,11,11,8
File,"CacheService.java",1,1,1,1,6,0,5,0,,,,,2,0,4,33,,31,33,7,33,,0,4,0,29,,293,63,203,68,79,27,,,,87,124,66,58,,,,,,2,2,2,1,,,1,,,,0.13,40,40,40,33
File,"CacheServiceMBean.java",0,0,0,0,0,0,0,0,,,,,1,0,0,0,,24,24,0,24,,0,0,0,24,,75,14,29,27,0,33,,,,26,27,27,0,,,,,,0,0,0,0,,,0,,,,1.14,0,0,0,0
File,"CachingMessageProducer.java",1,1,1,1,7,0,7,0,,,,,1,0,0,2,,2,2,2,2,,0,0,0,2,,48,5,23,10,7,20,,,,11,15,10,5,,,,,,2,2,2,1,,,1,,,,0.87,3,3,3,2
File,"CallbackInfo.java",1,1,1,1,7,0,5,2,,,,,1,0,0,3,,3,3,3,3,,0,0,0,3,,60,7,25,10,7,28,,,,13,17,10,7,,,,,,1,1,2,1,,,0,,,,1.12,3,3,4,3
File,"Cassandra.java",2,2,2,1,8,0,8,0,,,,,230,223,406,3325,,3251,3176,659,3399,,74,149,75,3101,,37311,5338,29969,6591,18257,2564,,,,13314,20658,5918,14740,,,,,,17,17,37,17,,,6,,,,0.09,7774,7254,8649,4823
File,"CassandraClient.java",1,1,1,1,4,0,4,0,,,,,1,0,0,1,,1,1,1,1,,0,0,0,1,,34,4,13,8,2,17,,,,7,9,8,1,,,,,,1,1,1,1,,,0,,,,1.31,1,1,1,1
File,"CassandraDaemon.java",0,0,0,0,0,0,0,0,,,,,1,0,0,0,,9,9,0,9,,0,0,0,9,,76,10,14,12,0,52,,,,11,12,12,0,,,,,,0,0,0,0,,,0,,,,3.71,0,0,0,0
File,"CassandraDaemon.java",2,2,2,1,19,0,17,1,,,,,2,2,6,7,,7,5,2,7,,0,0,2,5,,223,21,164,59,81,38,,,,72,89,54,35,,,,,,6,6,6,1,,,2,,,,0.23,15,15,15,7
